it,L,R_cross,R_co,T_tot,pb_err_deg
0,0.3804251551628113,0.0052119651809334755,0.15580694377422333,1.096621572971344,160.13235473632812
1,0.38017746806144714,0.005147945135831833,0.15591013431549072,1.0987533330917358,160.39610290527344
2,0.37994855642318726,0.005081091541796923,0.15594245493412018,1.1008843779563904,160.65597534179688
3,0.3797276020050049,0.0050178528763353825,0.15596309304237366,1.1030250787734985,160.90492248535156
4,0.37949103116989136,0.004962775390595198,0.15604287385940552,1.1050245761871338,161.1614227294922
5,0.37927788496017456,0.004914434161037207,0.1560692936182022,1.1069055795669556,161.4171905517578
6,0.37905144691467285,0.0048681204207241535,0.15609526634216309,1.1088617444038391,161.64712524414062
7,0.3788297474384308,0.004834417253732681,0.1561124622821808,1.1106789112091064,161.88677978515625
8,0.37862080335617065,0.0048004090785980225,0.15611502528190613,1.1124284863471985,162.11228942871094
9,0.378409206867218,0.004774949047714472,0.15614894032478333,1.1140387654304504,162.33358764648438
10,0.3782070279121399,0.004756648559123278,0.15616320073604584,1.1155319809913635,162.5460662841797
11,0.37800300121307373,0.0047416905872523785,0.15618769824504852,1.1170199513435364,162.74295043945312
12,0.37778976559638977,0.004743261728435755,0.15621276199817657,1.118402898311615,162.9483184814453
13,0.3775860071182251,0.004739807918667793,0.15628647804260254,1.1196388602256775,163.12362670898438
14,0.37739014625549316,0.004748814273625612,0.15632806718349457,1.1207319498062134,163.296875
15,0.37717658281326294,0.004760925658047199,0.1564420759677887,1.1218021512031555,163.458251953125
16,0.3769820034503937,0.004789708647876978,0.15650907158851624,1.1226933002471924,163.5983428955078
17,0.37677520513534546,0.004825822543352842,0.1566181182861328,1.1234899759292603,163.7374267578125
18,0.37657397985458374,0.00486481050029397,0.1567627340555191,1.1240745186805725,163.86265563964844
19,0.37635937333106995,0.004916203208267689,0.15690399706363678,1.1246798038482666,163.95339965820312
20,0.3761691153049469,0.004978973418474197,0.15705864131450653,1.1249797344207764,164.0513916015625
21,0.37597227096557617,0.005047152284532785,0.15724389255046844,1.1251885294914246,164.11647033691406
22,0.37575817108154297,0.005127178505063057,0.15749987959861755,1.1252604722976685,164.16966247558594
23,0.3755451440811157,0.005223189480602741,0.15770453214645386,1.125212550163269,164.21499633789062
24,0.37533438205718994,0.0053261383436620235,0.15797246992588043,1.1250078678131104,164.22247314453125
25,0.37511658668518066,0.005444221664220095,0.1582610160112381,1.1246489882469177,164.2211456298828
26,0.3748999238014221,0.0055668712593615055,0.158575177192688,1.1241227984428406,164.1862030029297
27,0.37466949224472046,0.005711172241717577,0.1589256227016449,1.1234569549560547,164.14651489257812
28,0.37444525957107544,0.005859373137354851,0.1593044400215149,1.12261164188385,164.07847595214844
