order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,4.234809398651123,66.05872344970703,72.17362213134766,0.9152751564979553,4.087273359298706
9,9,binary,4.2335591316223145,65.97853088378906,72.08087158203125,0.9153403639793396,3.8636014461517334
11,11,projected,3.9446043968200684,49.739864349365234,53.64575958251953,0.9271909594535828,11.91654348373413
11,11,binary,3.947310447692871,49.875492095947266,53.79018783569336,0.9272228479385376,11.4226815700531
13,13,projected,3.443999767303467,30.466461181640625,32.180908203125,0.9467247128486633,28.43564200401306
13,13,binary,3.430659294128418,30.064550399780273,31.75251007080078,0.9468401074409485,29.250827312469482
