it,L,batch_Rc_mean,batch_Rc_min,batch_co_mean,batch_A_mean
0,0.30036792159080505,0.12562421606853605,0.0021297805942595005,0.13700128346681595,0.5543687105178833
1,0.2721083462238312,0.1597204115241766,0.002416452392935753,0.12119048535823822,0.5513306736946106
2,0.29601460695266724,0.13049427242949604,0.0027547390200197697,0.159470134973526,0.5531057834625244
3,0.28699085116386414,0.14104287982918323,0.00311528448946774,0.16053654849529267,0.5423174917697906
4,0.3010304272174835,0.1270242114085704,0.0035129396710544825,0.17278444692492484,0.527477091550827
5,0.2972751557826996,0.13310759039595724,0.003942681942135096,0.18011605218052865,0.5233115434646607
6,0.22508929669857025,0.22713131420314311,0.004441405646502972,0.10680527910590172,0.4586130380630493
7,0.2970511317253113,0.12139790989458561,0.0049835750833153725,0.18815930783748627,0.5058283805847168
8,0.2886137068271637,0.13081535529345273,0.005592580419033766,0.19424254596233367,0.49566600322723386
9,0.2802351117134094,0.14022570848464966,0.006245911121368408,0.20081373453140258,0.4850401520729065
10,0.3173454701900482,0.08943936377763748,0.006964557804167271,0.234565806388855,0.4303894579410553
11,0.2123330682516098,0.23341899290680884,0.0076829735189676285,0.1576861604116857,0.41497809886932374
12,0.2373780906200409,0.2020581528544426,0.008416954427957535,0.2024984285235405,0.4121198356151581
13,0.3182983100414276,0.08203865997493268,0.00919004064053297,0.28322713971138,0.4341857671737671
14,0.2884536385536194,0.12713125087320803,0.010068466886878014,0.25545843560248616,0.3964656710624695
15,0.28055718541145325,0.1333973180502653,0.004149390384554863,0.26264543980360033,0.4021761894226074
16,0.312558650970459,0.085131112113595,0.011964188888669014,0.3186530709266663,0.4083887994289398
17,0.29476282000541687,0.10511904880404473,0.01303999312222004,0.3034403070807457,0.3881348788738251
18,0.2568987309932709,0.15973097272217274,0.014142126776278019,0.2888354867696762,0.38240652084350585
19,0.25497984886169434,0.16633138582110404,0.006832672283053398,0.2704473607242107,0.37042465806007385
20,0.23743191361427307,0.1908684317022562,0.012580158188939095,0.3153472486883402,0.35802308320999143
21,0.24024587869644165,0.18466271460056305,0.008726699277758598,0.30473663844168186,0.33486194014549253
22,0.2754966914653778,0.12507872097194195,0.009768756106495857,0.33557924032211306,0.3677930414676666
23,0.23009629547595978,0.18845888301730157,0.020657047629356384,0.30519627369940283,0.32590700387954713
24,0.2552343010902405,0.1531351214274764,0.012152916751801968,0.3198333941400051,0.3454698085784912
25,0.2174617499113083,0.1864100068807602,0.023715652525424957,0.28771573305130005,0.3294641971588135
26,0.2051520049571991,0.22489575408399104,0.014682183042168617,0.2628850392997265,0.31445826292037965
27,0.22570940852165222,0.18627778440713882,0.026774384081363678,0.32251037899404766,0.31399889290332794
28,0.1730777472257614,0.2495433509349823,0.0284283310174942,0.24087869822978974,0.3337856113910675
29,0.11607860773801804,0.33808483332395556,0.030269097536802292,0.1864982832223177,0.3029618918895721
30,0.2029092162847519,0.2003011852502823,0.032289884984493256,0.30615276396274566,0.3432895541191101
31,0.106125108897686,0.35650009363889695,0.02282325178384781,0.20394563674926758,0.29515956044197084
32,0.23219764232635498,0.1705225095152855,0.04587397351861,0.26626627072691916,0.3817376732826233
33,0.29183900356292725,0.09299015123397111,0.007574171759188175,0.32577608823776244,0.40019826889038085
34,0.24893246591091156,0.16231481805443765,0.008301470428705215,0.2985688418149948,0.37852296233177185
35,0.08933001756668091,0.35424894392490386,0.05670184642076492,0.1389027800410986,0.3336264669895172
36,0.11699844151735306,0.302041095495224,0.06097202003002167,0.19302790760993957,0.3321683943271637
37,0.1049746498465538,0.33215565979480743,0.0523495078086853,0.18619230054318905,0.35407692193984985
38,0.15369030833244324,0.24249817281961442,0.05723743885755539,0.23504495322704316,0.3475277632474899
39,0.26921993494033813,0.09572247415781021,0.028190694749355316,0.3401064097881317,0.36332072615623473
40,0.13995075225830078,0.2826886989176273,0.022610079497098923,0.21125437710434197,0.3427894413471222
41,0.16255852580070496,0.22656706869602203,0.07190510630607605,0.24542559795081614,0.35970919132232665
42,0.23609279096126556,0.14805543348193168,0.011684972792863846,0.3159404158592224,0.36623129844665525
43,0.005252196453511715,0.42632225453853606,0.09979302436113358,0.13432951010763644,0.27531898617744444
44,0.17290742695331573,0.23893732093274594,0.004158897325396538,0.2577645368874073,0.35123429298400877
45,0.14626260101795197,0.25370243936777115,0.043115295469760895,0.2259460545144975,0.34329527616500854
46,0.12811049818992615,0.24261738806962968,0.10428235679864883,0.2086484950967133,0.36041958928108214
