theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3628423810005188,0.12198784947395325,0.1830223798751831,0.33214738965034485
0.0,45.0,0.3628423810005188,0.12198784947395325,0.1830223798751831,0.33214738965034485
0.0,90.0,0.3628423810005188,0.12198784947395325,0.1830223798751831,0.33214738965034485
15.0,0.0,0.39742761850357056,0.08058671653270721,0.1673348844051361,0.3546508252620697
15.0,45.0,0.37928491830825806,0.10338466614484787,0.1665036976337433,0.3508266806602478
15.0,90.0,0.35954052209854126,0.12758564949035645,0.1657128930091858,0.3471609055995941
30.0,0.0,0.4279610812664032,0.007705492898821831,0.16659875214099884,0.3977346420288086
30.0,45.0,0.4067436456680298,0.05616745352745056,0.13128530979156494,0.40580353140830994
30.0,90.0,0.33119848370552063,0.1524294912815094,0.11394491046667099,0.402427077293396
45.0,0.0,0.3744368255138397,0.015490276739001274,0.20217522978782654,0.4078976511955261
45.0,45.0,0.40987324714660645,0.01347328256815672,0.10109351575374603,0.47555994987487793
45.0,90.0,0.13635310530662537,0.19842733442783356,0.14542225003242493,0.5197973251342773
60.0,0.0,0.37297335267066956,0.03643789887428284,0.17667454481124878,0.41391414403915405
60.0,45.0,0.44749343395233154,0.00044603925198316574,0.07766233384609222,0.474398136138916
60.0,90.0,0.16379833221435547,0.06306739151477814,0.4541512131690979,0.3189830780029297
75.0,0.0,0.44831007719039917,0.0402207151055336,0.07569284737110138,0.43577635288238525
75.0,45.0,0.6270081996917725,0.00020824672537855804,0.04681550711393356,0.3259679079055786
75.0,90.0,0.5685231685638428,0.011862926185131073,0.2907992899417877,0.12881459295749664
80.0,0.0,0.5249117612838745,0.03788221627473831,0.04533343017101288,0.3918725252151489
80.0,45.0,0.7269898056983948,0.00017489986203145236,0.03348129242658615,0.2393539547920227
80.0,90.0,0.6984672546386719,0.005479532293975353,0.20796401798725128,0.08808912336826324
