wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1232.5,6.817755222320557,6.280670166015625,0.9218277335166931,9,9,binary
1237.5,7.571125507354736,7.227447032928467,0.8906354308128357,9,9,binary
1242.5,8.375747680664062,8.288225173950195,0.8445681929588318,9,9,binary
1247.5,9.203638076782227,9.446501731872559,0.781126081943512,9,9,binary
1252.5,9.986172676086426,10.639824867248535,0.6985598206520081,9,9,binary
1257.5,10.662735939025879,11.809613227844238,0.5968509316444397,9,9,binary
1262.5,11.127708435058594,12.836199760437012,0.48008885979652405,9,9,binary
1267.5,11.30199909210205,13.61884593963623,0.35731858015060425,9,9,binary
1272.5,11.142073631286621,14.086469650268555,0.23932383954524994,9,9,binary
1277.5,10.657042503356934,14.235297203063965,0.13813647627830505,9,9,binary
1282.5,9.913678169250488,14.133293151855469,0.06272541731595993,9,9,binary
1287.5,9.024388313293457,13.985107421875,0.01790965348482132,9,9,binary
1292.5,8.107239723205566,14.069429397583008,0.004435584880411625,9,9,binary
1297.5,7.264522075653076,14.874091148376465,0.02248646318912506,9,9,binary
1302.5,6.695268154144287,17.77165985107422,0.07610991597175598,9,9,binary
1307.5,6.927541255950928,27.160844802856445,0.18000555038452148,9,9,binary
1312.5,10.054969787597656,52.64066696166992,0.2799898087978363,9,9,binary
1317.5,12.670714378356934,45.117008209228516,0.07084909081459045,9,9,binary
1322.5,14.4469633102417,29.709468841552734,0.07422096282243729,9,9,binary
1327.5,26.150604248046875,39.582096099853516,0.2151428759098053,9,9,binary
1332.5,45.59769821166992,60.84370803833008,0.25495707988739014,9,9,binary
1337.5,28.40887451171875,36.510169982910156,0.04423759505152702,9,9,binary
1342.5,14.544276237487793,18.57019805908203,0.010727397166192532,9,9,binary
1347.5,8.994162559509277,11.512104034423828,0.035136450082063675,9,9,binary
1352.5,6.4324164390563965,8.274502754211426,0.06684764474630356,9,9,binary
1357.5,4.995670795440674,6.458178997039795,0.09752099961042404,9,9,binary
1362.5,4.093820095062256,5.31513786315918,0.1255815178155899,9,9,binary
1367.5,3.472696542739868,4.521944999694824,0.1511913239955902,9,9,binary
1372.5,3.0210235118865967,3.9402382373809814,0.17458799481391907,9,9,binary
1377.5,2.6771023273468018,3.4927408695220947,0.19599850475788116,9,9,binary
1382.5,2.4067494869232178,3.136794090270996,0.2156088650226593,9,9,binary
1387.5,2.187615394592285,2.8442423343658447,0.2337217628955841,9,9,binary
1392.5,2.0069873332977295,2.599475622177124,0.2506027817726135,9,9,binary
1397.5,1.8566837310791016,2.3928062915802,0.26613473892211914,9,9,binary
1402.5,1.7290363311767578,2.214409589767456,0.2806992530822754,9,9,binary
1407.5,1.6196094751358032,2.058777332305908,0.2943328022956848,9,9,binary
1412.5,1.5254257917404175,1.9226642847061157,0.30694669485092163,9,9,binary
1417.5,1.4433847665786743,1.801809549331665,0.3189263939857483,9,9,binary
1422.5,1.3714991807937622,1.693934440612793,0.33018988370895386,9,9,binary
1427.5,1.3084732294082642,1.5975936651229858,0.3407614231109619,9,9,binary
1432.5,1.2527254819869995,1.5106604099273682,0.3507448434829712,9,9,binary
