it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.26388344097705113,0.13504132628440857,0.16758015751838684,0.26602559129547887,0.1537484426849655,0.29389873147010803,0.38636125482264017,0.19600685437520346,60.0,90.0,0.8343765735626221
19,0.3080476756606783,0.09155461937189102,0.17827557623386384,0.3043327561448028,0.10519409428040187,0.21869510412216187,0.4305199980735779,0.15623819721596582,60.0,90.0,0.9001103639602661
29,0.3139083232908022,0.0938628613948822,0.1837059274315834,0.3083323182184349,0.10162146218741934,0.2168014943599701,0.4195110123781931,0.16495918376105173,60.0,90.0,0.9063659310340881
39,0.34845015016340075,0.07261982560157776,0.1829138770699501,0.335580850892023,0.07347334053338272,0.16790072619915009,0.41173715250832693,0.16633934598593486,60.0,90.0,0.9780672788619995
