theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3258306086063385,0.1707344353199005,0.3402291536331177,0.16320575773715973
0.0,45.0,0.3258306086063385,0.1707344353199005,0.3402291536331177,0.16320575773715973
0.0,90.0,0.3258306086063385,0.1707344353199005,0.3402291536331177,0.16320575773715973
15.0,0.0,0.3356645703315735,0.16374175250530243,0.3379719853401184,0.16262167692184448
15.0,45.0,0.33150750398635864,0.1527605503797531,0.3446025550365448,0.17112937569618225
15.0,90.0,0.3254241347312927,0.1394207775592804,0.35454797744750977,0.18060705065727234
30.0,0.0,0.36754316091537476,0.14170792698860168,0.3290630280971527,0.1616857796907425
30.0,45.0,0.3295758366584778,0.10372456908226013,0.3732895851135254,0.1934099793434143
30.0,90.0,0.2584092915058136,0.04820658639073372,0.4701659083366394,0.22321821749210358
45.0,0.0,0.42560046911239624,0.1054486483335495,0.3084947466850281,0.1604560762643814
45.0,45.0,0.2927016019821167,0.050133466720581055,0.43813011050224304,0.21903479099273682
45.0,90.0,0.11484399437904358,0.0001250682835234329,0.6507036089897156,0.2343273162841797
60.0,0.0,0.5161135196685791,0.06048635393381119,0.2669503092765808,0.15644972026348114
60.0,45.0,0.257210910320282,0.018785491585731506,0.492921382188797,0.23108220100402832
60.0,90.0,0.0827789306640625,0.00963437557220459,0.691326916217804,0.21625977754592896
75.0,0.0,0.6647099256515503,0.020203545689582825,0.1876814365386963,0.1274050772190094
75.0,45.0,0.3493567407131195,0.006032942328602076,0.44497668743133545,0.19963356852531433
75.0,90.0,0.259486585855484,0.011716075241565704,0.5579833388328552,0.17081397771835327
80.0,0.0,0.7468883991241455,0.01019369624555111,0.143146350979805,0.09977163374423981
80.0,45.0,0.4572095274925232,0.0034400573931634426,0.3730640411376953,0.16628633439540863
80.0,90.0,0.4095357656478882,0.008030608296394348,0.4456276595592499,0.13680589199066162
