theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.30814456939697266,0.1647968292236328,0.37583082914352417,0.15122775733470917
0.0,45.0,0.30814456939697266,0.1647968292236328,0.37583082914352417,0.15122775733470917
0.0,90.0,0.30814456939697266,0.1647968292236328,0.37583082914352417,0.15122775733470917
15.0,0.0,0.3182474970817566,0.157443106174469,0.3745761811733246,0.14973318576812744
15.0,45.0,0.31278908252716064,0.1504937708377838,0.3801603615283966,0.15655675530433655
15.0,90.0,0.3060935139656067,0.14160656929016113,0.3884844183921814,0.1638154536485672
30.0,0.0,0.3509841561317444,0.1350853145122528,0.36853620409965515,0.14539426565170288
30.0,45.0,0.31290900707244873,0.11088675260543823,0.40541428327560425,0.1707899272441864
30.0,90.0,0.24984115362167358,0.06675691902637482,0.4871011972427368,0.19630075991153717
45.0,0.0,0.4128228425979614,0.09901334345340729,0.35146525502204895,0.13669851422309875
45.0,45.0,0.2887478768825531,0.0640108734369278,0.460752010345459,0.18648920953273773
45.0,90.0,0.11423435807228088,0.005161767825484276,0.6715992093086243,0.20900467038154602
60.0,0.0,0.5151111483573914,0.05570477992296219,0.30935999751091003,0.11982405930757523
60.0,45.0,0.2732718586921692,0.031032683327794075,0.5052583813667297,0.19043704867362976
60.0,90.0,0.07337133586406708,0.0037239231169223785,0.7296122312545776,0.19329246878623962
75.0,0.0,0.6860790252685547,0.017667628824710846,0.2143772840499878,0.08187607675790787
75.0,45.0,0.3861340284347534,0.011943396180868149,0.44410595297813416,0.15781661868095398
75.0,90.0,0.2446664571762085,0.007542869076132774,0.595673680305481,0.15211695432662964
80.0,0.0,0.7702007293701172,0.008634471334517002,0.16087867319583893,0.060286037623882294
80.0,45.0,0.4977973699569702,0.006847169250249863,0.3670748472213745,0.1282806545495987
80.0,90.0,0.39396774768829346,0.005522850900888443,0.4786573648452759,0.12185211479663849
