order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
15,15,projected,2.4013381004333496,13.158703804016113,9.258973121643066,0.7036386728286743,20.39773464202881
15,15,binary,2.4070332050323486,13.227241516113281,9.316508293151855,0.7043424844741821,19.693953275680542
