wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1232.5,1.1933192014694214,0.3703596889972687,0.7122636437416077,9,9,binary
1237.5,1.198245644569397,0.37083899974823,0.7102459669113159,9,9,binary
1242.5,1.2033731937408447,0.3724910318851471,0.7081959247589111,9,9,binary
1247.5,1.2090166807174683,0.37528547644615173,0.7061944007873535,9,9,binary
1252.5,1.214976191520691,0.37922611832618713,0.7042338848114014,9,9,binary
1257.5,1.221803069114685,0.38455691933631897,0.7023146748542786,9,9,binary
1262.5,1.2291280031204224,0.39100492000579834,0.7006034255027771,9,9,binary
1267.5,1.2375341653823853,0.39881986379623413,0.6990448236465454,9,9,binary
1272.5,1.2473047971725464,0.4080609381198883,0.6978078484535217,9,9,binary
1277.5,1.2586586475372314,0.418815016746521,0.696936845779419,9,9,binary
1282.5,1.2716935873031616,0.43088793754577637,0.6966738700866699,9,9,binary
1287.5,1.2875968217849731,0.4448666274547577,0.6972039341926575,9,9,binary
1292.5,1.3066675662994385,0.460216224193573,0.6991998553276062,9,9,binary
1297.5,1.3303217887878418,0.4772293269634247,0.7034369707107544,9,9,binary
1302.5,1.3604575395584106,0.49489328265190125,0.7122783064842224,9,9,binary
1307.5,1.400140404701233,0.5114423632621765,0.731467068195343,9,9,binary
1312.5,1.456109881401062,0.5194534063339233,0.7899343967437744,9,9,binary
1317.5,2.1481101512908936,0.9758942723274231,0.908817708492279,9,9,binary
1322.5,4.130550861358643,3.016437530517578,0.8484267592430115,9,9,binary
1327.5,13.884676933288574,14.599508285522461,0.43137428164482117,9,9,binary
1332.5,101.3059310913086,98.57787322998047,0.06696542352437973,9,9,binary
1337.5,4.182854175567627,3.188236713409424,0.28875967860221863,9,9,binary
1342.5,1.4179997444152832,1.2437858581542969,0.5409259796142578,9,9,binary
1347.5,1.1756362915039062,1.0647999048233032,0.6675623059272766,9,9,binary
1352.5,1.2091398239135742,1.1211942434310913,0.7372535467147827,9,9,binary
1357.5,1.3363078832626343,1.3136533498764038,0.7775718569755554,9,9,binary
1362.5,1.5400933027267456,1.6480076313018799,0.7992663383483887,9,9,binary
1367.5,1.8488988876342773,2.177417039871216,0.8054728507995605,9,9,binary
1372.5,2.3210761547088623,2.9969849586486816,0.7953789234161377,9,9,binary
1377.5,3.0338242053985596,4.24779748916626,0.7690707445144653,9,9,binary
1382.5,3.9621307849884033,6.039887428283691,0.7401756048202515,9,9,binary
1387.5,4.720541954040527,8.38459587097168,0.7533376812934875,9,9,binary
1392.5,4.898208141326904,11.805135726928711,0.8087261319160461,9,9,binary
1397.5,4.7606587409973145,17.321434020996094,0.7858818173408508,9,9,binary
1402.5,4.228505611419678,21.706972122192383,0.6010333299636841,9,9,binary
1407.5,3.1120169162750244,18.79572296142578,0.44331175088882446,9,9,binary
1412.5,2.1743004322052,12.926891326904297,0.4447602927684784,9,9,binary
1417.5,1.6423269510269165,8.604684829711914,0.5068517923355103,9,9,binary
1422.5,1.3627099990844727,5.996052265167236,0.5684065818786621,9,9,binary
1427.5,1.2079975605010986,4.372775077819824,0.6178716421127319,9,9,binary
1432.5,1.1172221899032593,3.342911720275879,0.6559993028640747,9,9,binary
