order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,4.605098724365234,101.35492706298828,98.64909362792969,0.9733033776283264,4.077033519744873
9,9,binary,4.604496002197266,101.3059310913086,98.57787322998047,0.9730710983276367,3.932762384414673
11,11,projected,3.7066831588745117,44.28107833862305,37.44258499145508,0.8455662131309509,11.798840284347534
11,11,binary,3.6983189582824707,43.9382438659668,37.108741760253906,0.8445658683776855,11.586179494857788
13,13,projected,2.843398094177246,19.805908203125,14.89188003540039,0.7518907785415649,29.977580308914185
13,13,binary,2.8359904289245605,19.666797637939453,14.77666187286377,0.7513507008552551,28.23044443130493
