theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.24210914969444275,0.2849476635456085,0.2928747236728668,0.18006843328475952
0.0,45.0,0.24210914969444275,0.2849476635456085,0.2928747236728668,0.18006843328475952
0.0,90.0,0.24210914969444275,0.2849476635456085,0.2928747236728668,0.18006843328475952
15.0,0.0,0.25234878063201904,0.27075281739234924,0.2876018285751343,0.18929657340049744
15.0,45.0,0.25225168466567993,0.275314062833786,0.2877092659473419,0.18472504615783691
15.0,90.0,0.25267040729522705,0.27948689460754395,0.2876346707344055,0.1802080124616623
30.0,0.0,0.2705271244049072,0.21593907475471497,0.29511019587516785,0.21842356026172638
30.0,45.0,0.27512073516845703,0.2455555647611618,0.2813350558280945,0.19798852503299713
30.0,90.0,0.28651726245880127,0.26060158014297485,0.2724210023880005,0.1804601401090622
45.0,0.0,0.24567574262619019,0.10754718631505966,0.3958406150341034,0.2509364187717438
45.0,45.0,0.29712915420532227,0.19492509961128235,0.2922579050064087,0.2156878262758255
45.0,90.0,0.3525451421737671,0.22057053446769714,0.24521790444850922,0.18166649341583252
60.0,0.0,0.19084376096725464,0.024632422253489494,0.5380703210830688,0.24645349383354187
60.0,45.0,0.3122963309288025,0.13548137247562408,0.3223201334476471,0.22990211844444275
60.0,90.0,0.465812623500824,0.15497088432312012,0.20441247522830963,0.17480400204658508
75.0,0.0,0.31373363733291626,0.003267784370109439,0.49206799268722534,0.1909305900335312
75.0,45.0,0.389621376991272,0.06940381228923798,0.3245067000389099,0.21646803617477417
75.0,90.0,0.6631308197975159,0.06397263705730438,0.1360631138086319,0.13683335483074188
80.0,0.0,0.44739848375320435,0.0014792431611567736,0.39952486753463745,0.15159742534160614
80.0,45.0,0.4761577546596527,0.04308871924877167,0.2911597490310669,0.1895936280488968
80.0,90.0,0.7588146924972534,0.03368763625621796,0.10135076195001602,0.10614680498838425
