order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,3.984281301498413,48.01678466796875,60.160255432128906,0.798147976398468,4.061755180358887
9,9,binary,3.983799457550049,47.98796463012695,60.13839340209961,0.7979588508605957,4.096627712249756
11,11,projected,3.9641928672790527,47.19004440307617,58.8035774230957,0.8025029301643372,11.959591627120972
11,11,binary,3.965529441833496,47.24945068359375,58.88685607910156,0.8023768663406372,11.655012607574463
13,13,projected,3.7255663871765137,37.49784469604492,45.91763687133789,0.8166327476501465,29.31108856201172
13,13,binary,3.728574275970459,37.61636734008789,46.04913330078125,0.816874623298645,29.362691402435303
