lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,n_si,order
1392.0,2.0263584339632155e-30,-2.52447294109816e-31,-1.5277080587116777e-25,4.085858113434947e-25,-6.359523618116985e-37,-1.1756322970012747e-36,1.2607249030492293e-31,-7.119454812666799e-32,1.179514889743599e-23,1.055695250007172e-23,-1.873089203891241e-38,-1.7638595967224938e-38,3.636436822784504e-33,-1.425875373427831e-33,-9.277016362457003e-22,-1.7100795935303164e-21,-6.739638201840023e-40,-1.9377034048443894e-39,1.1772390225438754e-12,1.1830892025248663e-11,8.153730425713417e-12,2.2893573922336925e-12,2.3451218865739646e-11,1.02287249538284e-11,2.7174466673251776e-12,87.33248138427734,114.9435043334961,83.44184875488281,108.75023651123047,3.3,11
1393.0,9.781417436476026e-31,-4.957826504023435e-32,-3.771040453003719e-26,3.8150152222693155e-25,-7.646700596130501e-37,-9.179486310794826e-37,1.125998944774523e-31,-9.457721257657047e-32,1.2332830548596246e-23,8.482174421850045e-24,-2.2732319342186767e-38,-1.7508859272501474e-38,2.546725756266775e-33,-1.632597060894213e-33,-1.1151144726796556e-21,-1.337544376825727e-21,-7.956263765939346e-40,-1.380655506483675e-39,2.74738745950989e-13,9.451672954085492e-12,6.462116391195824e-12,1.7347407370563177e-12,1.7923268828288622e-11,8.138710723051715e-12,9.694260954560988e-13,62.150726318359375,81.93572998046875,59.367431640625,77.57958984375,3.3,11
1394.0,3.232815589522071e-31,3.3514286140095898e-31,2.677385475164742e-26,3.2828034874920043e-25,-7.920588149800762e-37,-7.1396986882750605e-37,1.0133429892544938e-31,-1.0906961438708264e-31,1.2241465485638439e-23,6.992886959582412e-24,-2.5783367664632116e-38,-1.7413287924977021e-38,1.8724203096211186e-33,-1.5800989180260642e-33,-1.1565235681927691e-21,-1.0420031606606077e-21,-7.527275419125504e-40,-9.770118153904078e-40,6.675323061757217e-14,7.531375803151337e-12,5.105008640605491e-12,1.3167272705871663e-12,1.4019864944961567e-11,6.457681898560329e-12,2.569787557714554e-13,44.58597183227539,58.858070373535156,42.5816764831543,55.77248764038086,3.3,11
1395.0,-6.020650002757075e-32,7.180213319010359e-31,5.661117668253576e-26,2.7987313637760375e-25,-7.768105148567387e-37,-5.6760859810589e-37,8.622405649064706e-32,-1.134788479635724e-31,1.1888681717800704e-23,5.93125661277451e-24,-2.691165364058916e-38,-1.5493179166117117e-38,1.3462278054184729e-33,-1.3780605166899864e-33,-1.1341125449909555e-21,-8.287532536726816e-22,-6.4449246315437215e-40,-7.009252111390138e-40,1.502490199792453e-13,6.114460214195698e-12,4.1366418339595445e-12,1.024678355668303e-12,1.1426029423802791e-11,5.2350154184434565e-12,5.434744366414526e-14,33.08210754394531,43.71474075317383,31.59189796447754,41.456600189208984,3.3,11
1396.0,-2.858650226633739e-31,1.0491810343302708e-30,7.158515491339013e-26,2.108092790075938e-25,-7.471224627557123e-37,-4.6268742982462276e-37,7.833984198110432e-32,-1.1654296910580115e-31,1.1527116790794977e-23,5.26083525370597e-24,-2.792781291293783e-38,-1.48997074541123e-38,1.2116326468734169e-33,-1.2034404509739655e-33,-1.0920147718536924e-21,-6.767280728723527e-22,-5.309511578927746e-40,-5.127653304036369e-40,3.33859605108578e-13,5.100166113191893e-12,3.4243722759833396e-12,8.210653297092327e-13,9.679463323993044e-12,4.3501236761584206e-12,7.422871145914913e-14,25.388076782226562,33.571983337402344,24.2431640625,31.862852096557617,3.3,11
1397.0,-4.240854358093451e-31,1.3294808318936792e-30,9.328341726702387e-26,2.0298134012498754e-25,-7.140044535462393e-37,-3.843823877457396e-37,6.674514907248761e-32,-1.1498383161660133e-31,1.1164653076891335e-23,4.7231707268935144e-24,-2.783438202448487e-38,-1.29524455679605e-38,7.680394715536903e-34,-9.430694956629041e-34,-1.0435605424421474e-21,-5.619578422241064e-22,-4.3532834156852076e-40,-3.904047429172158e-40,5.441364985979091e-13,4.328710174847734e-12,2.9040585386190793e-12,6.72156918672288e-13,8.44906213073701e-12,3.688541706893378e-12,1.8737350771554697e-13,20.04290771484375,26.511676788330078,19.139387130737305,25.182659149169922,3.3,11
1398.0,-5.009759232925456e-31,1.5520240397293114e-30,9.107485048253701e-26,1.6962154257942213e-25,-6.836668873631274e-37,-3.282537859475982e-37,5.852615169487849e-32,-1.1190205455162582e-31,1.0844850245840245e-23,4.36202701593743e-24,-2.7328642555963474e-38,-1.1587876100644848e-38,6.542101438243103e-34,-7.859187554119318e-34,-9.98886173866695e-22,-4.8034690921983165e-22,-3.398801510765868e-40,-2.981856326829158e-40,7.388057378524326e-13,3.774649723980383e-12,2.5295472353206577e-12,5.676632836088413e-13,7.610665980762315e-12,3.212805495490597e-12,3.276480259838998e-13,16.432415008544922,21.7380428314209,15.692595481872559,20.664138793945312,3.3,11
1417.0,4.401811416970624e-31,4.9454535211583346e-30,3.0235585225173954e-26,-6.271264372823757e-26,2.239571792083071e-37,-6.32471434073398e-38,7.393626597261749e-32,-4.7504118699953184e-31,8.04702289954084e-24,4.312381919315934e-24,-1.410828872767496e-37,-2.0744113454479714e-38,1.769731002359316e-33,-3.449987675227523e-33,1.8096647357101237e-22,-1.2888989777350308e-22,4.127750760566475e-40,-4.00453219388422e-40,6.509296146278922e-12,1.439199301200452e-13,5.769199139035578e-13,1.7356132896677553e-13,7.4036973192693e-12,3.8315230948660866e-13,7.328845456508814e-12,18.3564510345459,26.065460205078125,17.589872360229492,24.509061813354492,3.45,11
1418.0,6.955404926033916e-31,5.098529527819814e-30,-2.2185062669975027e-26,-9.539979430755949e-26,2.959693873325273e-37,-9.282687914859666e-38,1.66238349061725e-32,-3.7184515843421836e-31,6.953579840252108e-24,4.105116954859302e-24,-1.1382105593126248e-37,-5.2143710312152283e-39,7.893221862280728e-34,-1.929299313853587e-33,3.262321261881313e-22,-1.4916183003117336e-22,7.605137326756035e-40,-2.8458662033359143e-40,6.943532085225425e-12,3.7367527168558667e-13,7.22180408023345e-13,2.417751574920532e-13,8.281162922426411e-12,5.592900446451079e-13,7.940805531520632e-12,22.326147079467773,31.22934341430664,21.37314796447754,29.353256225585938,3.45,11
1419.0,1.0259987671268876e-30,5.25162233114276e-30,-8.489681705660666e-26,-1.2397542510390962e-25,3.7869842313082e-37,-1.38853473998909e-37,-1.2802305995303018e-32,-2.9800682167783496e-31,6.0093551254549074e-24,4.290830321882088e-24,-9.49125604669095e-38,3.09584062769712e-39,5.525670705212179e-34,-7.592709688059994e-34,4.761650693758655e-22,-2.058380514009586e-22,1.0519074665849956e-39,-3.2592671494298554e-40,7.471256366553536e-12,7.79032575835612e-13,9.878209783937547e-13,3.4949159850646727e-13,9.58760151928937e-12,8.757634886229282e-13,8.70883214850199e-12,27.954858779907227,38.905338287353516,26.737939834594727,36.56089782714844,3.45,11
1420.0,1.474816166103728e-30,5.3758571587638914e-30,-1.4844358449156788e-25,-1.400226112738864e-25,4.740444176921399e-37,-2.144839065322825e-37,-3.271795373261345e-32,-2.377476243095372e-31,5.153796632491787e-24,4.6952974363052014e-24,-7.988804152990817e-38,9.379789224898544e-39,4.557827949178313e-34,1.4406885037243877e-34,6.36544556238862e-22,-3.0997941109538515e-22,1.2945836564346252e-39,-4.253458128720826e-40,8.075729322767411e-12,1.4469227493448205e-12,1.447823314650388e-12,5.146385306706387e-13,1.1485113917433257e-11,1.4077756027773378e-12,9.635407987987635e-12,36.0936164855957,50.18662643432617,34.4951057434082,47.16218185424805,3.45,11
1421.0,2.109109956988927e-30,5.4476891950470584e-30,-2.5070921485416602e-25,-1.4051443468301737e-25,5.857942105702567e-37,-3.3720781220549105e-37,-3.888617374224656e-32,-1.8725948655853392e-31,4.4496514458714806e-24,5.5424614725394455e-24,-6.785972475561411e-38,1.272512832623874e-38,8.253882935400093e-34,5.848319370393597e-34,8.117372735412311e-22,-4.893177153174049e-22,1.483236705449656e-39,-6.897138104151663e-40,8.836716839470663e-12,2.5856684307863183e-12,2.2721810079156135e-12,7.82693208330127e-13,1.4477259486502722e-11,2.3346054149400375e-12,1.0858080406639831e-11,48.80635452270508,67.93477630615234,46.611732482910156,63.85179138183594,3.45,11
1422.0,2.9293479243812912e-30,5.31029140045333e-30,-3.270225421139185e-25,-1.1830980978289533e-25,6.8322631257240455e-37,-5.353801378622268e-37,-4.4009508929023716e-32,-1.32857075345795e-31,3.822375195276527e-24,6.792356929313204e-24,-5.48578435491093e-38,1.6652306800401e-38,1.2609190547294645e-33,1.2739821604019145e-33,9.69295860502183e-22,-7.779409366544429e-22,1.66715146441518e-39,-1.0131977128730118e-39,9.49224045056338e-12,4.433531788372408e-12,3.5459578058100903e-12,1.1848457145908112e-12,1.865657575933669e-11,3.810821358977025e-12,1.2084108225796466e-11,66.39266204833984,92.58733367919922,63.36738204956055,87.04351806640625,3.45,11
1423.0,3.960456849514193e-30,4.752347885700488e-30,-4.284029144791342e-25,-3.4045461236286474e-26,7.223627098243739e-37,-8.457170125831361e-37,-3.663482543472478e-32,-8.120837909197049e-32,3.6966033195892366e-24,8.644641541936287e-24,-4.1912704944872085e-38,1.9256806337992627e-38,1.8429752256891373e-33,1.5526769130370873e-33,1.0390122271973228e-21,-1.2330448010428546e-21,1.6497087459408956e-39,-1.5168103042200373e-39,9.8457817757893e-12,7.441131671618048e-12,5.6187737142833174e-12,1.7997575344343428e-12,2.470544469612501e-11,6.214193978027463e-12,1.3133180397253019e-11,91.501953125,127.89167785644531,87.2834701538086,120.27688598632812,3.45,11
1424.0,4.793658107689569e-30,3.512657819306573e-30,-4.88936026873293e-25,9.714407721464056e-26,5.8106916607282305e-37,-1.2226027536408306e-36,4.004441390499005e-33,-3.417569189481131e-32,4.7610194787772335e-24,1.0818948971908159e-23,-2.7711232553293043e-38,1.413001316487264e-38,2.9033540735641226e-33,1.487926899959061e-33,8.412372718814335e-22,-1.792817367426294e-21,1.3565828553424201e-39,-2.0939258391585713e-39,9.059219417741309e-12,1.119305639027497e-11,8.09919863185078e-12,2.4940922735509266e-12,3.0845566713417986e-11,9.155276026995492e-12,1.2819570429803985e-11,116.36371612548828,163.02676391601562,110.946533203125,153.3832550048828,3.45,11
1425.0,4.8097050982593154e-30,1.625335013505005e-30,-4.683650494967062e-25,3.3669279705629873e-25,1.6903624564070452e-37,-1.52303528898688e-36,5.97580661236914e-32,-1.478605138446509e-32,7.370568122135814e-24,1.2270745760318797e-23,-1.668087207940731e-38,4.164235030055801e-39,3.256939991535796e-33,4.793404614550244e-34,2.4130621266955264e-22,-2.2394579568802897e-21,6.2469136370244026e-40,-2.4598821206454607e-39,6.593617523258971e-12,1.4438987920394238e-11,1.0211006979343787e-11,2.995299174096459e-12,3.4238911597093457e-11,1.1678422506373193e-11,1.0185043139646682e-11,128.9844512939453,181.1087646484375,122.92865753173828,170.48678588867188,3.45,11
1426.0,3.721234765293433e-30,1.9637200740766077e-31,-3.081847541353022e-25,4.438401487791399e-25,-3.2062375181000486e-37,-1.5110355849490418e-36,1.0288034050316355e-31,-3.5834144157630735e-32,1.0236158140295493e-23,1.1819275921414111e-23,-1.5015900749913166e-38,-6.795864503707249e-39,3.321383623067061e-33,-4.080670755736362e-34,-4.767064510599813e-22,-2.2289337673073132e-21,-1.538568153354594e-40,-2.2785763872323665e-39,3.5448350110795027e-12,1.474485126085385e-11,1.0223089960532715e-11,2.876909560964946e-12,3.1389685793431017e-11,1.1816515420885938e-11,6.200418905723601e-12,115.41806030273438,162.40670776367188,109.96260833740234,152.96690368652344,3.45,11
1427.0,2.3472020301133155e-30,-2.8598217814856856e-31,-1.5029510284892683e-25,4.410896872428427e-25,-6.499609076101366e-37,-1.2852467125567234e-36,1.1876602650869367e-31,-6.671533600964107e-32,1.1992225584045981e-23,1.0223227745298924e-23,-1.7938205416099813e-38,-1.3890446373957106e-38,2.9281093072991608e-33,-1.0398856533148497e-33,-9.631508464816484e-22,-1.9016410908657387e-21,-6.002850551145487e-40,-1.8133640522655324e-39,1.4268073615383692e-12,1.2859851626622762e-11,8.77644514442446e-12,2.3780579640807544e-12,2.5441162096666346e-11,1.0231012355872295e-11,3.0227930466474976e-12,89.60050201416016,126.31580352783203,85.34296417236328,119.04345703125,3.45,11
1428.0,1.243810116070818e-30,-1.552411703431388e-31,-4.153933888430786e-26,4.143824701071828e-25,-8.01396533591359e-37,-1.0200138623458749e-36,1.1841464569384892e-31,-9.521176895093727e-32,1.267396495072009e-23,8.506181496171253e-24,-2.297040639227489e-38,-1.7460768808967255e-38,2.1557931638471988e-33,-1.3806577300030717e-33,-1.1890906227051014e-21,-1.5117064856760526e-21,-7.501023849242917e-40,-1.3468620320727235e-39,4.0435840203801934e-13,1.0440012496889247e-11,7.0563153391251e-12,1.8395601995790063e-12,1.9740246437631375e-11,8.266551850819675e-12,1.1971671002672752e-12,65.47683715820312,92.45543670654297,62.353206634521484,87.18860626220703,3.45,11
1429.0,5.110391437560115e-31,2.132732173242031e-31,2.658800544823756e-26,3.533315545128237e-25,-8.416112127669904e-37,-7.976922675103106e-37,1.0568722771505412e-31,-1.1083889520845594e-31,1.2694574212574963e-23,7.116032592505691e-24,-2.615256585701344e-38,-1.7271689964268764e-38,1.6165509879899372e-33,-1.3518396856753359e-33,-1.2489471858166994e-21,-1.1830796769832232e-21,-7.318764156388861e-40,-9.681259880075341e-40,8.349209232830262e-14,8.329268213947072e-12,5.605181856250019e-12,1.404612529364582e-12,1.5422554691889977e-11,6.579686636010774e-12,3.6472543063529625e-13,47.4970588684082,67.15386962890625,45.22532653808594,63.37263870239258,3.45,11
1430.0,8.526600338467052e-32,5.957613182110271e-31,5.300304158424382e-26,2.8697173567352633e-25,-8.306417769002467e-37,-6.401520098247704e-37,9.536208408900074e-32,-1.190699334660415e-31,1.2480582835950064e-23,6.208511707423788e-24,-2.827489026038051e-38,-1.6713274266079724e-38,1.3604864989516923e-33,-1.2953104177099798e-33,-1.2336007998821116e-21,-9.51106663882575e-22,-6.566921382419919e-40,-7.309025189236871e-40,9.72243723549699e-14,6.80970060353347e-12,4.5495283781389854e-12,1.1038296855941007e-12,1.2560283039621526e-11,5.360294529489479e-12,8.81744915155318e-14,35.688167572021484,50.513179779052734,33.97862243652344,47.70081329345703,3.45,11
1431.0,-1.8554927163710138e-31,9.408362374832314e-31,7.503633642383453e-26,2.3786385550607172e-25,-8.02232354835711e-37,-5.22323316949921e-37,8.370309281847255e-32,-1.216080928839463e-31,1.2182870528915511e-23,5.502991848071012e-24,-2.912711593064251e-38,-1.5417155797626906e-38,1.0983711179349244e-33,-1.1259448633276324e-33,-1.1911743584993911e-21,-7.761537097697315e-22,-5.673297430406942e-40,-5.406966391346575e-40,2.367750235855901e-13,5.657082109367645e-12,3.7756697657784064e-12,8.847646537470984e-13,1.0554291552478738e-11,4.448789323157131e-12,5.156318642590754e-14,27.5079345703125,38.96268081665039,26.189882278442383,36.81962203979492,3.45,11
1432.0,-3.4973274578400905e-31,1.2267594727914689e-30,8.643757674833287e-26,2.236595119833859e-25,-7.699723718415457e-37,-4.366669547680872e-37,7.391951187024353e-32,-1.2243247758642423e-31,1.1908226720900186e-23,5.022196171336357e-24,-2.9569883743517943e-38,-1.3989520307697957e-38,7.940414587538046e-34,-9.924643352294758e-34,-1.1439261298270706e-21,-6.493156771091548e-22,-4.8627883760758535e-40,-4.3467296611240906e-40,4.132652254066477e-13,4.8288097603065216e-12,3.209039216221423e-12,7.306080954553751e-13,9.181722297389967e-12,3.788559741946643e-12,1.24790225012764e-13,21.935964584350586,31.088560104370117,20.88534164428711,29.398569107055664,3.45,11
1433.0,-4.533541563646385e-31,1.4734677953979276e-30,9.076882523949775e-26,1.8580371891472757e-25,-7.361203653502627e-37,-3.711307270428945e-37,6.466636890811149e-32,-1.1901741239499002e-31,1.1618162076846896e-23,4.6563818937667675e-24,-2.9032488139261495e-38,-1.2522622607183304e-38,6.802581444821549e-34,-8.50646650904462e-34,-1.0928914465667966e-21,-5.52013558829414e-22,-4.027478901696531e-40,-3.4000350402370176e-40,5.990167959120056e-13,4.172339225983107e-12,2.7747784579348947e-12,6.12331652761513e-13,8.158466132591521e-12,3.272672660040814e-12,2.4640706310188515e-13,17.84537696838379,25.29473114013672,16.99197006225586,23.93673324584961,3.45,11
