wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1320.5,6.937095642089844,7.413640022277832,0.009020191617310047,9,9,binary
1321.0,7.113454818725586,7.633242607116699,0.00643356516957283,9,9,binary
1321.5,7.3128204345703125,7.878303050994873,0.004351211711764336,9,9,binary
1322.0,7.5489020347595215,8.164899826049805,0.002727575832977891,9,9,binary
1322.5,7.823415756225586,8.495478630065918,0.0015887538902461529,9,9,binary
1323.0,8.155765533447266,8.891632080078125,0.00094945466844365,9,9,binary
1323.5,8.539382934570312,9.347579002380371,0.0008350121206603944,9,9,binary
1324.0,8.993021965026855,9.886337280273438,0.001288236933760345,9,9,binary
1324.5,9.534573554992676,10.527555465698242,0.002359778620302677,9,9,binary
1325.0,10.204434394836426,11.329063415527344,0.004186596721410751,9,9,binary
1325.5,10.998517036437988,12.282676696777344,0.006831994280219078,9,9,binary
1326.0,11.976645469665527,13.467117309570312,0.010450792498886585,9,9,binary
1326.5,13.17878246307373,14.983141899108887,0.015266206115484238,9,9,binary
1327.0,14.665019035339355,16.818401336669922,0.021385950967669487,9,9,binary
1327.5,16.49184799194336,18.866294860839844,0.028944777324795723,9,9,binary
1328.0,18.854793548583984,21.37823486328125,0.038841549307107925,9,9,binary
1328.5,21.83796501159668,24.56736183166504,0.05171331390738487,9,9,binary
1329.0,25.586593627929688,28.621492385864258,0.0682387724518776,9,9,binary
1329.5,30.429407119750977,33.946990966796875,0.08949883282184601,9,9,binary
1330.0,36.474830627441406,40.63093185424805,0.11580166965723038,9,9,binary
1330.5,44.11124801635742,49.08588409423828,0.1485670804977417,9,9,binary
1331.0,52.665374755859375,58.55842208862305,0.18469126522541046,9,9,binary
1331.5,61.37040328979492,68.18041229248047,0.2203131765127182,9,9,binary
1332.0,67.89452362060547,75.37358093261719,0.24543911218643188,9,9,binary
1332.5,70.23897552490234,77.91381072998047,0.25186237692832947,9,9,binary
1333.0,67.3836441040039,74.69700622558594,0.23599247634410858,9,9,binary
1333.5,60.715301513671875,67.25959014892578,0.20462863147258759,9,9,binary
1334.0,52.554229736328125,58.17197799682617,0.16801734268665314,9,9,binary
1334.5,44.35928726196289,49.056663513183594,0.13248689472675323,9,9,binary
1335.0,37.38844299316406,41.2938346862793,0.10285099595785141,9,9,binary
1335.5,31.51222801208496,34.76881790161133,0.07852642983198166,9,9,binary
1336.0,26.893911361694336,29.64414405822754,0.05989718437194824,9,9,binary
1336.5,23.285995483398438,25.644983291625977,0.045692626386880875,9,9,binary
1337.0,20.303936004638672,22.344799041748047,0.03440750762820244,9,9,binary
1337.5,17.91876983642578,19.709775924682617,0.025772126391530037,9,9,binary
1338.0,15.981193542480469,17.570505142211914,0.019061967730522156,9,9,binary
1338.5,14.441800117492676,15.873316764831543,0.014050401747226715,9,9,binary
1339.0,13.12886905670166,14.42583179473877,0.010077644139528275,9,9,binary
1339.5,12.058486938476562,13.247990608215332,0.007132851053029299,9,9,binary
1340.0,11.156075477600098,12.256861686706543,0.0049163722433149815,9,9,binary
1340.5,10.375901222229004,11.400154113769531,0.003274123417213559,9,9,binary
1341.0,9.725462913513184,10.687180519104004,0.00215609441511333,9,9,binary
1341.5,9.135915756225586,10.04065990447998,0.0014000971568748355,9,9,binary
1342.0,8.643051147460938,9.50161075592041,0.0010061258217319846,9,9,binary
1342.5,8.200581550598145,9.017807960510254,0.0008875313214957714,9,9,binary
1343.0,7.812580108642578,8.594507217407227,0.0010108540300279856,9,9,binary
1343.5,7.477362155914307,8.2286958694458,0.0013311830116435885,9,9,binary
1344.0,7.166465759277344,7.890292644500732,0.001839302945882082,9,9,binary
1344.5,6.89370584487915,7.593644142150879,0.0024943428579717875,9,9,binary
