order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,4.303718566894531,70.2396011352539,77.90776062011719,0.901573896408081,4.181159496307373
9,9,binary,4.303913116455078,70.24911499023438,77.92743682861328,0.9014683365821838,4.1548545360565186
11,11,projected,3.9616081714630127,49.93009567260742,55.29001998901367,0.9030579924583435,11.985769033432007
11,11,binary,3.9505903720855713,49.3952751159668,54.67060470581055,0.9035069942474365,11.632412433624268
13,13,projected,3.7336363792419434,40.12968063354492,43.60434341430664,0.920313835144043,28.633785009384155
13,13,binary,3.7381792068481445,40.31848907470703,43.79624557495117,0.9205923676490784,28.85399317741394
