theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3134494125843048,0.11089873313903809,0.2891392707824707,0.286512553691864
0.0,45.0,0.3134494125843048,0.11089873313903809,0.2891392707824707,0.286512553691864
0.0,90.0,0.3134494125843048,0.11089873313903809,0.2891392707824707,0.286512553691864
15.0,0.0,0.34205132722854614,0.08239935338497162,0.27105340361595154,0.30449584126472473
15.0,45.0,0.3300977051258087,0.09654298424720764,0.27547261118888855,0.2978866696357727
15.0,90.0,0.3185475766658783,0.11029170453548431,0.28021493554115295,0.29094576835632324
30.0,0.0,0.37270188331604004,0.019979361444711685,0.2650918662548065,0.34222692251205444
30.0,45.0,0.36090555787086487,0.05850018188357353,0.24989983439445496,0.3306944668292999
30.0,90.0,0.3312534689903259,0.10910065472126007,0.25298047065734863,0.30666542053222656
45.0,0.0,0.3211362659931183,0.013076604343950748,0.3223553001880646,0.34343186020851135
45.0,45.0,0.3628629744052887,0.02064741775393486,0.24015742540359497,0.37633216381073
45.0,90.0,0.33870741724967957,0.10744042694568634,0.1999366134405136,0.3539155125617981
60.0,0.0,0.32520878314971924,0.033936381340026855,0.3312530815601349,0.30960169434547424
60.0,45.0,0.34818562865257263,0.005432981066405773,0.2402469962835312,0.40613436698913574
60.0,90.0,0.26254522800445557,0.11604797840118408,0.15524232387542725,0.46616441011428833
75.0,0.0,0.5120822191238403,0.023064563050866127,0.23908662796020508,0.22576656937599182
75.0,45.0,0.4414398670196533,0.003059451002627611,0.20212912559509277,0.3533715307712555
75.0,90.0,0.30454105138778687,0.04149164259433746,0.3045613765716553,0.3494058847427368
80.0,0.0,0.6341606974601746,0.013426288962364197,0.1800435185432434,0.17236942052841187
80.0,45.0,0.5404765605926514,0.0020610960200428963,0.16523140668869019,0.2922309339046478
80.0,90.0,0.4818004369735718,0.01584174670279026,0.26883476972579956,0.23352301120758057
