theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2897002100944519,0.11533953249454498,0.322673499584198,0.2722867429256439
0.0,45.0,0.2897002100944519,0.11533953249454498,0.322673499584198,0.2722867429256439
0.0,90.0,0.2897002100944519,0.11533953249454498,0.322673499584198,0.2722867429256439
15.0,0.0,0.31848952174186707,0.09032737463712692,0.3017486035823822,0.2894345223903656
15.0,45.0,0.3068186640739441,0.10266967117786407,0.30836737155914307,0.28214430809020996
15.0,90.0,0.2954121530056,0.114450603723526,0.31516870856285095,0.2749685049057007
30.0,0.0,0.35735252499580383,0.0287204310297966,0.28627288341522217,0.32765403389930725
30.0,45.0,0.34080973267555237,0.06747113168239594,0.2814388871192932,0.3102802634239197
30.0,90.0,0.3140866756439209,0.109845370054245,0.29317209124565125,0.2828958034515381
45.0,0.0,0.3125374913215637,0.011858038604259491,0.3461412191390991,0.32946330308914185
45.0,45.0,0.3500858247280121,0.029141860082745552,0.2726471424102783,0.348125159740448
45.0,90.0,0.34151527285575867,0.09916004538536072,0.2542079985141754,0.3051166534423828
60.0,0.0,0.31019327044487,0.02926107682287693,0.36776402592658997,0.2927815914154053
60.0,45.0,0.33519861102104187,0.010246689431369305,0.2806578278541565,0.37389689683914185
60.0,90.0,0.36613112688064575,0.08420641720294952,0.1986415833234787,0.35102081298828125
75.0,0.0,0.4909518361091614,0.021237995475530624,0.27727174758911133,0.21053844690322876
75.0,45.0,0.40612658858299255,0.0049535296857357025,0.25221747159957886,0.3367024064064026
75.0,90.0,0.4087047576904297,0.05470845848321915,0.16419129073619843,0.37239551544189453
80.0,0.0,0.6146609783172607,0.012660671956837177,0.2124919444322586,0.160186305642128
80.0,45.0,0.49715179204940796,0.0031409242656081915,0.21489381790161133,0.28481340408325195
80.0,90.0,0.49686306715011597,0.0335824191570282,0.1533319056034088,0.316222608089447
