it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.30986518164475757,0.14395278692245483,0.22303013503551483,0.3022650755665345,0.12653459147328422,0.25441619753837585,0.33142682626133874,0.23217339246045976,60.0,0.0,0.9065318703651428
19,0.33056363960107166,0.13733306527137756,0.2310646206140518,0.3204102448132552,0.11215537167819482,0.2306557595729828,0.3254257674728121,0.23185521151338304,60.0,0.0,0.9387273788452148
29,0.3261651134207135,0.14812639355659485,0.23782431781291963,0.31414712015298707,0.11992816529458478,0.2417505532503128,0.31035892097722917,0.2435477858497983,60.0,0.0,0.9398722052574158
39,0.3382283385310854,0.15153615176677704,0.24489265978336333,0.3249270019209116,0.1167873406694049,0.23317351937294006,0.29971720029910404,0.24526709601992652,60.0,0.0,0.985702633857727
