it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.3048339613680063,0.0005815905751660466,0.005743899126537144,0.36787727926958735,0.29658027831465006,0.567850649356842,0.10210018436468783,0.29648553402650923,15.0,90.0,0.7962504625320435
19,0.3088110869617334,0.007103175390511751,0.01424527382478118,0.368789880953871,0.30658300147790996,0.6140023469924927,0.1082054812993322,0.2764003894158772,15.0,90.0,0.7948319911956787
29,0.3132764602456962,1.280242599932535e-06,0.029238427178938764,0.3667443176983428,0.3070924056782609,0.651031494140625,0.1174208362187658,0.26221024919123875,30.0,90.0,0.8015165328979492
39,0.33289363146537826,0.01863517239689827,0.0653541125357151,0.3716335425961012,0.2743559515635882,0.6241992712020874,0.11947681666130111,0.2732735403946468,45.0,90.0,0.867408037185669
49,0.324988929998307,0.015999384224414825,0.11313661932945251,0.33814062983769466,0.2284820717981174,0.5251891613006592,0.1559310674312569,0.2905979092632021,45.0,90.0,0.8789383172988892
59,0.3404859850804011,0.21984253823757172,0.255924728512764,0.3395779009212689,0.11248761620039918,0.22231616079807281,0.281947533644381,0.26507884973571416,60.0,0.0,0.9443148374557495
69,0.3500255474022457,0.1518632024526596,0.2354188919067383,0.3471227086198057,0.0790480198726679,0.1724650114774704,0.36666826052325113,0.2042581360964548,60.0,0.0,0.9745002388954163
79,0.356342478167443,0.17273728549480438,0.24750174582004547,0.35317200310327723,0.08242106238113982,0.17931793630123138,0.33562381707486655,0.2256126127072743,60.0,0.0,0.9767548441886902
