lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol
1325.5,1.9780713911846855e-30,1.3904560044784132e-30,-9.439465321772109e-26,5.802636891498041e-25,6.722961194838658e-38,-2.9131160083876225e-37,8.649316357392243e-32,1.4666841431419747e-31,1.3124697928296638e-23,-2.1698587637627896e-24,3.473695482273387e-38,-2.1875124488203773e-38,3.4913347230984396e-33,-1.975780818759896e-33,-4.359117201445614e-22,1.0805566676944038e-21,-5.496492855263502e-40,-7.305182511592857e-40,2.007337564999056e-12,5.161739190659703e-12,3.485819687900503e-12,1.5224408394715618e-13,1.080714052750642e-11,6.991484191181181e-13,2.790626362667144e-12,15.90394115447998,18.893047332763672,15.273295402526855,18.224111557006836
1326.0,2.0257023294684203e-30,1.3466370783286737e-30,-9.396737628749762e-26,5.58286661829411e-25,6.50953792488631e-38,-3.2354286894322506e-37,8.593022783680828e-32,1.3112364070738825e-31,1.2993703915907944e-23,-2.3530304945744756e-24,3.0560600800566984e-38,-2.130627237956777e-38,4.131797789815719e-33,-1.9157689334886602e-33,-4.2243490334788983e-22,1.1660461400195403e-21,-5.176811373760761e-40,-9.007072880159118e-40,2.02694917503114e-12,5.839067227849623e-12,3.937463931191331e-12,1.7871836877555365e-13,1.1982198702847648e-11,8.449288273374915e-13,2.8792203421183248e-12,17.69475746154785,21.108692169189453,16.99470329284668,20.36670684814453
1326.5,2.0759230778689538e-30,1.2916491316630048e-30,-7.348688326763417e-26,5.577187815852479e-25,5.944298384213329e-38,-3.6021455621803335e-37,8.992909097347726e-32,1.1796944472183242e-31,1.2849355501184864e-23,-2.575191875409408e-24,2.7045918051672973e-38,-2.1998844891675982e-38,4.887516757087295e-33,-2.0144558198049163e-33,-3.9837652502684496e-22,1.2624974816206477e-21,-5.354953462639217e-40,-1.096360284341365e-39,2.043769822117118e-12,6.643192476782216e-12,4.482211124267062e-12,2.1131623573879702e-13,1.3380489658905192e-11,1.0279577227126217e-12,2.9738799864539322e-12,19.816936492919922,23.750619888305664,19.03453254699707,22.921781539916992
1327.0,2.1272298344339446e-30,1.2246965503323158e-30,-9.961823179037328e-26,5.660224133511921e-25,4.938050754053447e-38,-4.013710716346537e-37,8.711627339062061e-32,1.0060046689122695e-31,1.2665309435237677e-23,-2.8194025189263746e-24,2.2370081113310213e-38,-2.0671248605899938e-38,5.8259211026953045e-33,-2.080694916261771e-33,-3.596503784740396e-22,1.3702498894867252e-21,-5.272289047553381e-40,-1.3443154655909305e-39,2.0552792931934794e-12,7.595654513720038e-12,5.12857885796373e-12,2.508330440707319e-13,1.503034570894798e-11,1.254104718649165e-12,3.071493669564785e-12,22.314743041992188,26.858524322509766,21.435609817504883,25.92799949645996
1327.5,2.1766750516514002e-30,1.1424655947484724e-30,-7.279582154143384e-26,5.361530606158718e-25,3.29619010528023e-38,-4.466096836587058e-37,8.967090839821602e-32,9.06096122693572e-32,1.2402688640814346e-23,-3.0363638951113175e-24,1.989226254416803e-38,-2.099981602684005e-38,6.619328967424146e-33,-2.390260501845189e-33,-3.052616154058508e-22,1.4894364199096378e-21,-6.087960974567199e-40,-1.5489955334472853e-39,2.057858144363909e-12,8.73545983641933e-12,5.870151120822074e-12,2.9826484294959255e-13,1.6961733944554906e-11,1.5321562995342901e-12,3.167734513784188e-12,25.22104835510254,30.4969482421875,24.22977638244629,29.448652267456055
1328.0,2.2224428111238505e-30,1.0427362257100858e-30,-4.816853172846674e-26,5.344609983196209e-25,8.366999556732353e-39,-4.96021278922792e-37,8.564229778233529e-32,7.830241273456831e-32,1.2073016809673527e-23,-3.278069712868198e-24,1.673699066730944e-38,-1.9397752412094552e-38,7.746639653953327e-33,-2.756279500500505e-33,-2.2513804763261607e-22,1.615496700494323e-21,-6.822329591132099e-40,-1.8532538043620683e-39,2.048196381874253e-12,1.0038729955938522e-11,6.7650927928169e-12,3.556734137202372e-13,1.9207692544349912e-11,1.8731820575925893e-12,3.2584613343414163e-12,28.595802307128906,34.721649169921875,27.47402572631836,33.536476135253906
1328.5,2.2583723000707422e-30,9.249429039097642e-31,-4.834371837886661e-26,5.314608845464025e-25,-2.6178032280932663e-38,-5.473310093590991e-37,8.608164481731418e-32,6.744350531595782e-32,1.1676508419059295e-23,-3.50961371879899e-24,1.4103730826625093e-38,-1.9167449991336091e-38,8.8319996001964e-33,-3.311265613304455e-33,-1.195838405832631e-22,1.7451122395891554e-21,-8.166011183088947e-40,-2.1352509370700883e-39,2.0206440784488735e-12,1.1527513846346638e-11,7.769746775741207e-12,4.2258363033041626e-13,2.1740488330867135e-11,2.2783981072600812e-12,3.3330411474062394e-12,32.384456634521484,39.47999954223633,31.11653709411621,38.141841888427734
1329.0,2.2779632753630067e-30,7.829954371278394e-31,-4.650181370505059e-26,5.005771757566534e-25,-7.566341174623886e-38,-6.001339905281142e-37,8.258623560926467e-32,6.008359016031262e-32,1.1160269606754906e-23,-3.656717986222272e-24,1.2759006884348718e-38,-1.7947907947504397e-38,9.940269223651504e-33,-4.190509279936708e-33,2.792729063449168e-23,1.8755789266520315e-21,-1.0349036874784958e-39,-2.4293919960870164e-39,1.9651797028796412e-12,1.3236207940015564e-11,8.93367552551838e-12,5.018449106143685e-13,2.4636908079027954e-11,2.7685968167623744e-12,3.378114764515908e-12,36.68857192993164,44.896461486816406,35.254798889160156,43.385501861572266
1329.5,2.2729741739691234e-30,6.383550318870465e-31,-1.1055352644183075e-26,4.539027987821743e-25,-1.3377850980573296e-37,-6.443950379197029e-37,8.407964841882487e-32,4.818756537850179e-32,1.0644953040204866e-23,-3.7299096080500665e-24,9.852104625382636e-39,-1.8059876001780222e-38,1.0924057708685945e-32,-5.271264739450886e-33,1.964021230266056e-22,1.981330673366945e-21,-1.3036558030429327e-39,-2.6947504336299988e-39,1.8848202724847613e-12,1.48902012873119e-11,1.0048495950281823e-11,5.810741377860818e-13,2.7404591647864565e-11,3.2689904104747157e-12,3.376373994446243e-12,40.78474807739258,50.06668472290039,39.19350814819336,48.39234161376953
1330.0,2.2359100020882926e-30,4.710293062716453e-31,6.006562605311487e-27,5.001663730742788e-25,-2.113201966172499e-37,-6.833480570470748e-37,7.778007702425209e-32,4.264649966789345e-32,1.0008088128430213e-23,-3.813619180873357e-24,8.842323521385724e-39,-1.6122552123798075e-38,1.1895688380071511e-32,-6.759417386749684e-33,4.1681285816827235e-22,2.0694952687649475e-21,-1.689908568718744e-39,-2.944861031715975e-39,1.7625890089614646e-12,1.671407263408255e-11,1.1266804255996595e-11,6.71060200902844e-13,3.0414526099943455e-11,3.8513737936471064e-12,3.3155730954609376e-12,45.196502685546875,55.646583557128906,43.43635177612305,53.798545837402344
1330.5,2.161092176959787e-30,3.031796616716423e-31,1.6154001335142506e-26,4.322342803313614e-25,-3.009136503533726e-37,-7.078380507043843e-37,7.281338997995136e-32,3.326396828338218e-32,9.324505253044501e-24,-3.6436570453802735e-24,7.081687207545212e-39,-1.462195750115714e-38,1.2378891402370197e-32,-8.434228556115245e-33,6.657000204965036e-22,2.114659399376564e-21,-2.1216522690056967e-39,-3.077427826755336e-39,1.605006718064328e-12,1.8405479680521094e-11,1.2408002238075853e-11,7.599421670966792e-13,3.3178430803757953e-11,4.442337575161071e-12,3.1848817802725262e-12,49.21221923828125,60.74578094482422,47.29872131347656,58.74119186401367
1331.0,2.020040973255722e-30,1.2260443474640814e-31,1.4474722409902224e-26,4.029851517075387e-25,-4.168319507601522e-37,-7.102091893207167e-37,6.185992099881298e-32,3.009605826905615e-32,8.567095597456624e-24,-3.2521114025234767e-24,7.067996895592776e-39,-1.1965709654220332e-38,1.2729253084855267e-32,-1.0742440895334178e-32,9.815721729609629e-22,2.0932456157406524e-21,-2.712893574963408e-39,-3.1893400654439986e-39,1.3780241927361557e-12,1.9986414981541328e-11,1.3501385695782103e-11,8.516909795468503e-13,3.5717515849606436e-11,5.080077885442392e-12,2.9287327427796977e-12,52.81301498413086,65.34501647949219,50.763309478759766,63.20415496826172
1331.5,1.8491662908831933e-30,-5.941909577186908e-33,3.217124451308394e-26,3.1795575552784096e-25,-5.220144658205495e-37,-6.846385825358436e-37,6.161528114060456e-32,2.535644721444351e-32,7.987899892567973e-24,-2.742658015075086e-24,6.300372887697478e-39,-1.2260686452955986e-38,1.2311571675079214e-32,-1.2908042573718573e-32,1.2616465915240354e-21,2.0024047080226465e-21,-3.2840802844174603e-39,-3.073348980125643e-39,1.1489905426273092e-12,2.091294151124473e-11,1.4087789696986439e-11,9.128816521733575e-13,3.706260340303184e-11,5.539993157765507e-12,2.611923373614036e-12,54.61387634277344,67.69796752929688,52.49787139892578,65.49486541748047
1332.0,1.654423077975785e-30,-8.862377801285001e-32,-1.3629925719446798e-26,2.8386289092643113e-25,-6.172698464725804e-37,-6.350339952553075e-37,4.887407196465527e-32,2.1339625484641933e-32,7.519136384245745e-24,-2.114123995993289e-24,5.959085846434144e-39,-9.14423956208928e-39,1.156363633894187e-32,-1.4808311329370053e-32,1.5116364794018971e-21,1.843764524375951e-21,-3.7766666069967345e-39,-2.9062099302589502e-39,9.20761398225642e-13,2.119144031531334e-11,1.4304229934305774e-11,9.487287558009575e-13,3.7365160403645715e-11,5.848043866485628e-12,2.2469823103419083e-12,54.86079788208008,68.09566497802734,52.7379035949707,65.89241027832031
1332.5,1.440968110070345e-30,-1.2004747667417899e-31,-3.8971434447680423e-26,2.6038095809539302e-25,-6.982326405464066e-37,-5.616827802316728e-37,3.783463750786876e-32,2.2947496723838118e-32,7.241193908588305e-24,-1.4054428912885186e-24,6.785595041856186e-39,-6.879982442268427e-39,1.0322081758104298e-32,-1.6621515679774166e-32,1.717059113552492e-21,1.6261090903827328e-21,-4.254156290553302e-39,-2.593237851120292e-39,7.002459060120803e-13,2.0817213936356055e-11,1.4049646876371011e-11,9.541014138033773e-13,3.652120813254252e-11,5.974005789530974e-12,1.8413652640843453e-12,53.3824462890625,66.32762908935547,51.31962966918945,64.19474792480469
1333.0,1.2277495674820878e-30,-9.822462548736447e-32,-5.912042043786762e-26,2.203464141595059e-25,-7.586075497029028e-37,-4.712274606656336e-37,3.6338393974096974e-32,2.1466257772049174e-32,7.152014147828351e-24,-6.09428196650947e-25,6.50088172804694e-39,-7.106475857493361e-39,8.527601206010592e-33,-1.7953059088182673e-32,1.861925294566562e-21,1.3678611871325767e-21,-4.601794277769319e-39,-2.1191114332950747e-39,5.074734833837283e-13,1.9839293220392414e-11,1.338137558129357e-11,9.308669332394299e-13,3.465900921830914e-11,5.919937065915615e-12,1.4333982769280273e-12,50.394412994384766,62.653045654296875,48.449806213378906,60.65103530883789
1333.5,1.0489160780113142e-30,-3.4813746172086417e-32,-7.360733197813434e-26,2.2586816429116628e-25,-7.917122944475262e-37,-3.808886337881891e-37,2.671583234405799e-32,2.6944364222547437e-32,7.220052417615192e-24,5.805751577636985e-26,8.127582223463624e-39,-5.342433745500213e-39,6.857171218267514e-33,-1.881226469963297e-32,1.9331543338388348e-21,1.1129516287796524e-21,-4.8312709586480874e-39,-1.6988176873239567e-39,3.679879585282848e-13,1.8465890237302095e-11,1.247841649704512e-11,8.864393926044719e-13,3.2198734085479974e-11,5.716665858135915e-12,1.0866351368201598e-12,46.5704231262207,57.910072326660156,44.775333404541016,56.06964111328125
1334.0,8.939121472081691e-31,6.156207705726203e-32,-1.1124513719568963e-25,2.2644691105782164e-25,-8.041376421680728e-37,-2.892172860532248e-37,2.2020283427522749e-32,2.6287651553389834e-32,7.392640005984586e-24,6.915834090638658e-25,7.813448954824621e-39,-4.57649950333742e-39,5.104086368207934e-33,-1.9214212337880884e-32,1.9472175066534858e-21,8.61150650955755e-22,-4.936994718152825e-39,-1.2490519790593185e-39,2.6791141761799266e-13,1.6798473818400646e-11,1.1371702195603028e-11,8.250578997299074e-13,2.9263145331351574e-11,5.396368596142577e-12,7.828218375006257e-13,42.06269073486328,52.289791107177734,40.44307327270508,50.63735580444336
1334.5,7.847195184984099e-31,1.6373502524417772e-31,-1.2266430456735724e-25,2.332623898176262e-25,-7.997936067246925e-37,-2.1367022905498135e-37,1.7907949353832763e-32,3.003303881707672e-32,7.62415235784866e-24,1.1441036909222142e-24,8.724595330907522e-39,-3.915537506515774e-39,3.5642060488467047e-33,-1.9261624117785762e-32,1.9197823648048478e-21,6.568241586759479e-22,-4.9503976647785075e-39,-8.438900308828374e-40,2.1422368331804955e-13,1.5233175627999475e-11,1.0324613361439136e-11,7.631256589745778e-13,2.6535138331731237e-11,5.0528862420168195e-12,5.655263697591546e-13,37.9148063659668,47.10807418823242,36.45599365234375,45.6266975402832
1335.0,6.912907792535889e-31,2.8948260620373043e-31,-1.4000817262760313e-25,2.386000524213343e-25,-7.81019238975718e-37,-1.3623043566098259e-37,1.700918780018422e-32,3.5365121054021236e-32,8.065979813626932e-24,1.5763637621324656e-24,9.925161768569974e-39,-4.100093243179727e-39,1.9348077225132595e-33,-1.9101541733963406e-32,1.8529378973823356e-21,4.492678172337721e-22,-4.914658860746777e-39,-4.2685202472177665e-40,1.871373368906203e-13,1.3430533043821431e-11,9.13024616067613e-12,6.885978828912752e-13,2.3436514424279457e-11,4.624121082752507e-12,3.7563928930079097e-13,33.225040435791016,41.22943115234375,31.9478759765625,39.9402961730957
1335.5,6.398163032668042e-31,3.897349805548014e-31,-1.651863843841244e-25,2.218530592685534e-25,-7.59034517417728e-37,-8.390924491196917e-38,1.4302362942525806e-32,3.7257104928731973e-32,8.30034184651574e-24,1.858721941964111e-24,1.019155457271369e-38,-3.7085518597642694e-39,9.201300446811453e-34,-1.8639094313104555e-32,1.784965279064337e-21,3.1138941613049193e-22,-4.794878817647115e-39,-1.6260097768764075e-40,1.867270886691251e-13,1.2111359617046661e-11,8.213492800431032e-12,6.303289949161155e-13,2.1141908501062934e-11,4.280753960801336e-12,2.669112358640079e-13,29.775894165039062,36.904205322265625,28.632259368896484,35.755924224853516
1336.0,5.984854052562577e-31,4.998582895154047e-31,-2.0520550015118073e-25,2.115063948105123e-25,-7.295333153677629e-37,-3.2018030246528373e-38,1.6213183450905394e-32,3.7633499652068014e-32,8.698467357032994e-24,2.082443668880077e-24,9.830087969195607e-39,-4.608398506446596e-39,-2.5862381556273383e-34,-1.8147132934017023e-32,1.6963905454475183e-21,1.7704926297818086e-22,-4.6722211485026735e-39,1.5449847405272642e-40,2.019582711860001e-13,1.0715744885930867e-11,7.256784743251264e-12,5.67706311473967e-13,1.8742194211842097e-11,3.905544993307557e-12,1.791046019051218e-13,26.17475128173828,32.37649154663086,25.170331954956055,31.374719619750977
1336.5,5.784241821806566e-31,5.928116076355574e-31,-1.9997353027825765e-25,2.473837333020911e-25,-7.00097363478118e-37,5.983607204064763e-39,1.4493775985406125e-32,4.1167490735004645e-32,8.995187809345738e-24,2.2317569674932455e-24,1.0658139721189118e-38,-4.217771431329272e-39,-9.9784977146277e-34,-1.762285448621362e-32,1.609330405258121e-21,7.827448803622105e-23,-4.534578354190194e-39,3.390251688394306e-40,2.274940994972179e-13,9.548488408707797e-12,6.485311873304742e-12,5.150195321422326e-13,1.6776313913651987e-11,3.582202752668389e-12,1.30094769172795e-13,23.24738311767578,28.692188262939453,22.355613708496094,27.80821418762207
1337.0,5.682194178945864e-31,6.80699524554644e-31,-2.2917203127842374e-25,2.483436230112887e-25,-6.6938606286472036e-37,3.849529265973085e-38,1.5618847332071036e-32,4.401297698357445e-32,9.291572316527086e-24,2.3407500526244886e-24,1.1084934754353374e-38,-4.796637990753003e-39,-1.704502851245304e-33,-1.7125298199294706e-32,1.5212611637387008e-21,-3.719268995366776e-24,-4.414958546405782e-39,5.2397363412517554e-40,2.6032053925066774e-13,8.499262810393864e-12,5.768933841190508e-12,4.658856636328112e-13,1.499440285446785e-11,3.278230180447923e-12,1.01475309135132e-13,20.598876953125,25.35486602783203,19.809158325195312,24.577495574951172
1337.5,5.669085333471008e-31,7.551881975166754e-31,-2.1024531243332653e-25,2.311809792846962e-25,-6.411108908250652e-37,6.331644101883657e-38,1.5071684423272968e-32,4.4977268911485763e-32,9.494451389656045e-24,2.4103604623649903e-24,1.1114506645733112e-38,-4.722551380818677e-39,-2.255968009292901e-33,-1.6578737864502122e-32,1.4401963319480177e-21,-6.613486359549308e-23,-4.2668878646964384e-39,6.656410988164432e-40,2.9470826640330236e-13,7.622240183574096e-12,5.1880385483415454e-12,4.248161875221556e-13,1.3529803185841098e-11,3.019754956545124e-12,9.046365834143403e-14,18.433483123779297,22.622486114501953,17.72685432434082,21.931520462036133
1338.0,5.714010880664305e-31,8.252944790219298e-31,-2.539916714474961e-25,2.649876761883418e-25,-6.127000814878015e-37,8.438789809503817e-38,1.489129595367677e-32,4.6781117168468113e-32,9.748776089550558e-24,2.454011841815838e-24,1.1381056061469906e-38,-4.7625938444436237e-39,-2.690653432332496e-33,-1.60978918129411e-32,1.36025291476454e-21,-1.1801448037965084e-22,-4.1510116998574784e-39,7.799355113638553e-40,3.3246130792774814e-13,6.826132254883307e-12,4.652344576147816e-12,3.865094534121755e-13,1.2197447592371046e-11,2.7771170776616605e-12,9.109054915113204e-14,16.46650505065918,20.137691497802734,15.835397720336914,19.525150299072266
1338.5,5.794053141203422e-31,8.820517857253612e-31,-2.6443500414507937e-25,2.4156105885430543e-25,-5.883109563439627e-37,9.98007871701391e-38,1.6833166266781888e-32,4.740871171829159e-32,9.948488981836466e-24,2.4672684560156287e-24,1.1260942121170688e-38,-5.370578766254455e-39,-3.0892859940952316e-33,-1.555313833888217e-32,1.2934251789629497e-21,-1.559969506197634e-22,-4.0049667453643375e-39,8.886663280113084e-40,3.6686757317093423e-13,6.205651002246018e-12,4.221800884616309e-12,3.5552835487336877e-13,1.114984781490663e-11,2.5793843157849583e-12,9.946781587821542e-14,14.924819946289062,18.189483642578125,14.352913856506348,17.638385772705078
1339.0,5.9075251223155275e-31,9.359867341538605e-31,-2.5013280657727835e-25,2.686139348972552e-25,-5.639845854502671e-37,1.1301926757890373e-37,1.64673933908115e-32,4.675555804986899e-32,1.0131888384990435e-23,2.464502811500777e-24,1.0916997282968385e-38,-5.2698760601399414e-39,-3.41261043119955e-33,-1.5111485158200442e-32,1.2271439816147167e-21,-1.875191767953975e-22,-3.885844503905416e-39,9.780583051457084e-40,4.0281996367774457e-13,5.626047560481282e-12,3.822745720359225e-12,3.263340306821134e-13,1.0177947275200364e-11,2.391359160097076e-12,1.140478750398796e-13,13.497881889343262,16.382919311523438,12.980717658996582,15.888511657714844
1339.5,6.045148942633437e-31,9.85780489993869e-31,-2.5021984460268854e-25,2.601993630570901e-25,-5.40409288916133e-37,1.2390813706047564e-37,1.7309795686737357e-32,4.631534030231266e-32,1.0279966161129227e-23,2.464749672544913e-24,1.0635598398050885e-38,-5.4366390764756684e-39,-3.6802722175113555e-33,-1.46506742793985e-32,1.1632175092452199e-21,-2.126306170725029e-22,-3.763057803946714e-39,1.047736464178857e-39,4.3894903068074617e-13,5.097293071136223e-12,3.46411391999828e-12,2.994978215986734e-13,9.299853843413924e-12,2.2168933032331862e-12,1.3355261769164133e-13,12.212249755859375,14.753289222717285,11.744285583496094,14.309704780578613
1340.0,6.19174538680513e-31,1.0288038203969035e-30,-2.3772212206896744e-25,2.692797032752222e-25,-5.1926033893065165e-37,1.3243764380612414e-37,1.7355748002284812e-32,4.838559056914552e-32,1.0402613942025664e-23,2.4558820334158923e-24,1.1080441559997268e-38,-5.4832580522567765e-39,-3.8940449623798274e-33,-1.4283806228101096e-32,1.1056188029635183e-21,-2.3307122165084427e-22,-3.668678223773694e-39,1.1016891310653313e-39,4.725765323456935e-13,4.647219664858988e-12,3.165572309110856e-12,2.765945906099735e-13,8.56196309692551e-12,2.066549079137369e-12,1.5529754296890134e-13,11.135859489440918,13.38797664642334,10.708951950073242,12.986662864685059
1340.5,6.344185364425095e-31,1.066603222137695e-30,-2.3687448522224386e-25,2.8422006802117244e-25,-4.999212011028441e-37,1.3889887186145454e-37,1.802587483600969e-32,5.074084948658328e-32,1.0536181247969498e-23,2.4263986303191903e-24,1.14904508041335e-38,-5.6603135486660944e-39,-4.021817055953332e-33,-1.4000358429499913e-32,1.0530827219951985e-21,-2.4719790773830334e-22,-3.600431144965502e-39,1.131722981266956e-39,5.040659804372573e-13,4.252799665574533e-12,2.9030666338557033e-12,2.5643410929109423e-13,7.916366389158586e-12,1.93314791093593e-12,1.7849114740100926e-13,10.199915885925293,12.20012092590332,9.808713912963867,11.835360527038574
