lam_nm,px_re,px_im,mx_re,mx_im,Tx_re,Tx_im,py_re,py_im,my_re,my_im,Ty_re,Ty_im,pz_re,pz_im,mz_re,mz_im,Tz_re,Tz_im,Cp,Cm,CQe,CQm,Csum,CT,CpT,S_ED_3slice,S_MD_3slice,S_ED_vol,S_MD_vol,substrate,order
1342.5,6.8554000837466655e-31,1.1690401264289608e-30,-2.336950153166242e-25,2.9624550543924346e-25,-4.455932326783155e-37,1.522622120616546e-37,1.9980179691710254e-32,5.233598984719911e-32,1.0908490430868897e-23,2.3520256246661527e-24,1.146328597977805e-38,-6.081550065950663e-39,-4.403880637222408e-33,-1.2869118102598736e-32,9.08211421031488e-22,-2.756054888895435e-22,-3.3194021495582634e-39,1.2327672684353118e-39,5.974040013432661e-13,3.2547216817341875e-12,2.242612173427865e-12,2.0364535449167339e-13,6.298383210996991e-12,1.5782924163848157e-12,2.593089452488264e-13,7.856342315673828,9.222199440002441,7.55186653137207,8.946676254272461,silica,11
1332.5,1.440968110070345e-30,-1.2004747667417899e-31,-3.8971434447680423e-26,2.6038095809539302e-25,-6.982326405464066e-37,-5.616827802316728e-37,3.783463750786876e-32,2.2947496723838118e-32,7.241193908588305e-24,-1.4054428912885186e-24,6.785595041856186e-39,-6.879982442268427e-39,1.0322081758104298e-32,-1.6621515679774166e-32,1.717059113552492e-21,1.6261090903827328e-21,-4.254156290553302e-39,-2.593237851120292e-39,7.002459060120803e-13,2.0817213936356055e-11,1.4049646876371011e-11,9.541014138033773e-13,3.652120813254252e-11,5.974005789530974e-12,1.8413652640843453e-12,53.3824462890625,66.32762908935547,51.31962966918945,64.19474792480469,silica,13
1322.5,1.0407707959372329e-30,1.2357419787966744e-30,3.77784042962652e-26,1.028879589040189e-26,-1.696880440528006e-38,-6.180919881903779e-39,3.191186371732068e-32,4.73674547674554e-32,8.079006858745448e-24,2.258480475383902e-24,6.611720461115774e-39,-7.225602552758497e-39,2.1828896124506516e-34,-7.71315450006764e-34,2.530490035737246e-22,-2.2083802713020884e-22,-9.812723057592716e-41,-2.7868360990426084e-41,9.010829836615647e-13,4.3300125751678247e-13,3.11013378089049e-13,3.447455265602055e-15,1.6485450745329982e-12,3.284732118653155e-15,9.404596653304768e-13,1.9487899541854858,1.6639084815979004,1.845833420753479,1.5718305110931396,air,11
1324.5,1.066023454411478e-30,1.2388004408907409e-30,3.7784462705541276e-26,1.0266289140193365e-26,-9.590546915635063e-39,-1.3647751655526533e-38,3.3303379011351957e-32,4.803358105587856e-32,8.058875252025479e-24,2.2480253650289227e-24,6.659549890327437e-39,-7.494104438313884e-39,2.162917460877921e-34,-7.67727799552775e-34,2.561026109563239e-22,-2.2940661647485354e-22,-9.75706739263548e-41,-2.74388228794006e-41,9.165316012688063e-13,4.5102931764875246e-13,3.23793165181746e-13,4.945943922148962e-15,1.6963000280214537e-12,2.9210186408077215e-15,9.695325272946033e-13,2.059455633163452,1.7823336124420166,1.9505561590194702,1.6834986209869385,air,11
1326.5,1.0918422630339075e-30,1.2411715742156362e-30,3.8436787365320144e-26,1.1072720609521166e-26,-2.1200563858833728e-39,-2.157937628027466e-38,3.474443487591896e-32,4.8916844576700796e-32,8.040654968018076e-24,2.238779368631834e-24,6.737719482454501e-39,-7.760984492560443e-39,2.1510219242296113e-34,-7.653639514439445e-34,2.593825950220769e-22,-2.3853385186453904e-22,-9.714631883755088e-41,-2.745741330847931e-41,9.320602953658145e-13,4.709098328640419e-13,3.3790568447942843e-13,6.814833331769284e-15,1.7476906460410542e-12,4.400599246841333e-15,9.992825442826135e-13,2.1795225143432617,1.9117772579193115,2.0641989707946777,1.8055790662765503,air,11
1328.5,1.12009224520135e-30,1.2428952175266922e-30,3.7839699649463496e-26,1.0823001619883543e-26,5.761889647651107e-39,-3.047515899962797e-38,3.6472991959678707e-32,4.965895447076002e-32,8.02010683709587e-24,2.2294826188887928e-24,6.786015236317441e-39,-8.085682697291126e-39,2.1329654038601544e-34,-7.616801451366927e-34,2.6286133289394817e-22,-2.4879169476798576e-22,-9.646778747493795e-41,-2.7008161342547017e-41,9.49133958484744e-13,4.937559022524692e-13,3.5394857164766473e-13,9.216932635315349e-15,1.8060553650201932e-12,8.129464475247996e-15,1.0320321991702549e-12,2.3160786628723145,2.059600353240967,2.1934878826141357,1.944998860359192,air,11
1330.5,1.1494372327543259e-30,1.2436860602746615e-30,3.699466814996172e-26,9.996392217755046e-27,1.3832715797705305e-38,-4.0083399183011354e-38,3.80448249456523e-32,5.065308770938332e-32,8.002426058957463e-24,2.2202526348799693e-24,6.854271373948857e-39,-8.342921892001936e-39,2.1350200647972076e-34,-7.597420796882264e-34,2.664959281163056e-22,-2.5985566039226437e-22,-9.632496596484385e-41,-2.731190650741482e-41,9.66589314430704e-13,5.190714088893489e-13,3.720726211918466e-13,1.2148993700276775e-14,1.8698823382121765e-12,1.4370555764523572e-14,1.0661443864784397e-12,2.466909646987915,2.2238965034484863,2.336322784423828,2.0999739170074463,air,11
1332.5,1.1818751453759472e-30,1.2434952988471891e-30,3.6718486265568e-26,9.939571428264617e-27,2.238929963460711e-38,-5.096592137113267e-38,3.985286004981901e-32,5.147198808160263e-32,7.981827391762842e-24,2.2093558222605304e-24,6.909582118798936e-39,-8.671789260315123e-39,2.1177665154258615e-34,-7.554207792623176e-34,2.703423369312212e-22,-2.724537673494398e-22,-9.540539408163618e-41,-2.684852741359547e-41,9.86014688638309e-13,5.486088376274672e-13,3.931466431455613e-13,1.585581381025513e-14,1.943625983221593e-12,2.396460253606873e-14,1.104207919273857e-12,2.6408703327178955,2.414118528366089,2.501112461090088,2.279419422149658,air,11
1334.5,1.2156923429581098e-30,1.2419648227358222e-30,3.836179807915131e-26,1.1440239034714903e-26,3.1104099893918706e-38,-6.283938781263726e-38,4.2013046668671154e-32,5.233088706294648e-32,7.963556080599633e-24,2.2006672014723614e-24,6.943201342760812e-39,-9.068341483274564e-39,2.09791572761791e-34,-7.5270684989997584e-34,2.742829936834526e-22,-2.8614874793927447e-22,-9.499857020672723e-41,-2.6562890175799007e-41,1.0059027150737175e-12,5.815725754803033e-13,4.1646777455262036e-13,2.0329366446977715e-14,2.024272431553619e-12,3.7202933662568765e-14,1.1440842065924729e-12,2.8335397243499756,2.6261210441589355,2.6836671829223633,2.479428291320801,air,11
1336.5,1.2524811128166742e-30,1.2389485669460293e-30,3.7105306739807195e-26,1.0052954341820241e-26,4.013699476927149e-38,-7.609301550835507e-38,4.42687107475496e-32,5.331896508501255e-32,7.944222331439104e-24,2.1912972500338743e-24,6.998952127222414e-39,-9.469229894138948e-39,2.090807200315146e-34,-7.498424324163418e-34,2.782769995836052e-22,-3.0145519410205247e-22,-9.460348983054207e-41,-2.646782231073413e-41,1.0275352028840772e-12,6.192946472764753e-13,4.432289529728916e-13,2.581527033625799e-14,2.115874073469702e-12,5.508405529619528e-14,1.1877689320256132e-12,3.0534658432006836,2.8691442012786865,2.8921000957489014,2.708712577819824,air,11
1338.5,1.2924822611871597e-30,1.233968498076296e-30,3.6538896281479793e-26,9.945296105308344e-27,4.9537207695389e-38,-9.107323157493382e-38,4.6892482460256565e-32,5.422682914893509e-32,7.925730490044274e-24,2.1820490385654663e-24,7.029125320982691e-39,-9.926783063964203e-39,2.076536318448375e-34,-7.475495853092192e-34,2.8229960873305763e-22,-3.186598189924755e-22,-9.433320263061265e-41,-2.625996614154705e-41,1.050922000937337e-12,6.628497777084765e-13,4.740554229043385e-13,3.259306640965896e-14,2.220420267959811e-12,7.889446630996936e-14,1.2357929150944342e-12,3.306523561477661,3.150088310241699,3.131998300552368,2.973787307739258,air,11
1340.5,1.3350409976140059e-30,1.2265713808724105e-30,3.677840416890922e-26,9.943045888893095e-27,5.898157250295413e-38,-1.0770421086360452e-37,4.974277658721926e-32,5.52352429278852e-32,7.906080405978078e-24,2.1726982467244324e-24,7.056078590035967e-39,-1.0414781141425345e-38,2.0677096455297304e-34,-7.4440526644812065e-34,2.860616386194135e-22,-3.3767325421555335e-22,-9.397147253555047e-41,-2.616308987036221e-41,1.0753701833895033e-12,7.120242527878001e-13,5.089435157488081e-13,4.07519528218477e-14,2.337089904747959e-12,1.0934209819668255e-13,1.2871717868216041e-12,3.5922439098358154,3.468996286392212,3.402930736541748,3.274698495864868,air,11
1342.5,1.3827109527039099e-30,1.2159234645895366e-30,3.6924573561954875e-26,1.0616378482536933e-26,6.879141696806341e-38,-1.2698319715319536e-37,5.307262036046795e-32,5.6013234772208e-32,7.887767296560403e-24,2.16349919806499e-24,7.061311350331808e-39,-1.1010133754850272e-38,2.0535993180685614e-34,-7.417864676099424e-34,2.895624314289276e-22,-3.596323389796507e-22,-9.33886977587872e-41,-2.5944955645708915e-41,1.1027360619670551e-12,7.703866350857031e-13,5.50201914845896e-13,5.1018677334073813e-14,2.474343289232728e-12,1.495528192655258e-13,1.345512843925616e-12,3.9303786754608154,3.847827672958374,3.7236592769622803,3.6321632862091064,air,11
1332.5,1.1913034888599363e-30,1.2394003506626634e-30,4.1189034237885624e-26,1.2589137255495397e-26,2.5124828364005676e-38,-5.45582720767823e-38,4.0495264538847965e-32,5.125644448272511e-32,7.97425597861806e-24,2.2069931632968416e-24,6.997950831252404e-39,-8.797865873146203e-39,2.190743724562135e-34,-7.847902957689433e-34,2.72002298680463e-22,-2.775994141505822e-22,-9.20197444666441e-41,-2.5593327013058744e-41,9.90108604483773e-13,5.624949276173061e-13,4.0121628958396065e-13,1.7166340683843924e-14,1.970986162368884e-12,2.7776666293461407e-14,1.1145474226999925e-12,2.7051279544830322,2.4812698364257812,2.561645746231079,2.3429625034332275,air,13
