CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
1.9697262731867313e-13,2.2055496987833867e-13,7.641500413368405e-13,-0.37285040740105857,-9.146183477415117e-39,3.848927185703945e-38,1.2177261355498152e-38,3.256945255559537e-39,1.0544916226712821e-39,-1.2597993355418442e-36,6.230173239408505e-39,-1.6636144107859423e-38,2.161990169550539e-39,-1.9907020894890503e-38,2.9160131905301938e-39,-2.1853117295719183e-38,0.34978936231198193,1.3562496941922795,-9.091569241294808e-40,-1.4523239465776375e-37,1.0,0,0.02,5.036377391971384e-24,6.175035040600297e-25,2.433381707766821e-22,-2.926637526350458e-24,6.756144295236668e-25,-2.0508502030891792e-24,1.5100928925467441e-30,3.857326740495582e-33,4.9638277521265855e-34,1.046487314671526e-33,-4.9051228484421756e-33,6.115307939418125e-32,3.399376392364502
,,,0.41726555138759625,,,,,,,,,,,,,1.725983450239947,1.3347367730476598,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,6.736553430557251
,,,1.7278381784687367,,,,,,,,,,,,,19.62372838048434,1.6143572523022875,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,9.86721420288086
,,,0.9951322974760697,,,,,,,,,,,,,4.442504870447492,1.6471494990115194,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,13.050419807434082
,,,0.869537622940828,,,,,,,,,,,,,3.4898370073368743,1.6310438579952908,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,16.373713731765747
,,,1.6074262824335233,,,,,,,,,,,,,12.007308073609943,2.0737054807790067,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,19.638103485107422
,,,1.6937551515774791,,,,,,,,,,,,,16.262451898850838,1.8196631783400363,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,23.089810609817505
,,,0.339015846999989,,,,,,,,,,,,,1.4544435550122499,1.3544673845707438,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,26.39573311805725
,,,-0.0482975251326323,,,,,,,,,,,,,0.6662082380159601,1.3628225280155453,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,29.678818941116333
,,,0.8021605534960582,,,,,,,,,,,,,3.610370267628273,1.377831343265948,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,32.89874625205994
7.239212116516558e-12,5.8399465607422166e-12,3.578645062246273e-12,1.5516691894030592,-3.664127054493611e-37,-3.5661697395242326e-37,4.4876732890065714e-38,6.205561586718891e-38,-5.12530558811724e-36,-5.4333846774874846e-36,-3.8061579098157385e-37,-4.61495908183717e-37,8.440628610038418e-37,9.805833537546093e-37,7.470285939184497e-37,8.181126376888822e-37,12.295982160826638,1.8113380446995186,-2.075269643272073e-38,-1.1210776017697271e-37,1.7782794100389228,10,0.019659258262890684,-2.5023586261938374e-22,2.4319140257935774e-22,-8.897969557847787e-22,8.095617452336178e-22,4.4922063076307984e-24,1.325920604152791e-24,1.7034117988128998e-30,3.7943151620587987e-31,-1.0102894804619786e-32,-1.2521388642094276e-32,-1.8508290220462297e-30,-2.0556523588932837e-30,36.12751483917236
