it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.2080409395552817,0.07392270863056183,0.07592306137084961,0.22431529599000066,0.2781150475853965,0.370895117521286,0.3071122829403196,0.20673168982778276,0.0,0.0,0.8654086589813232
19,0.2295755786555154,0.09082847833633423,0.09318679869174958,0.24721399562445792,0.24853422670137315,0.3423948287963867,0.3229930918841135,0.19889708147162483,0.0,0.0,0.8771718740463257
29,0.24437724976312547,0.10382108390331268,0.10641972720623016,0.26290370261409624,0.23198196362881435,0.3264318108558655,0.3273018052180608,0.19633894768499194,0.0,0.0,0.8870764970779419
39,0.2798097339414415,0.13886797428131104,0.1420664370059967,0.29920320453574256,0.1968243240068356,0.291664719581604,0.330110911102522,0.19325500939573562,0.0,0.0,0.9285290837287903
49,0.2852967459531057,0.1444891393184662,0.14779973030090332,0.30481303590549286,0.18895066680297964,0.2831715941429138,0.33417967884313493,0.19157287372010096,0.0,0.0,0.9322640299797058
59,0.30526315243471236,0.16664764285087585,0.17031113505363465,0.32456018139804216,0.16646517227802957,0.2575515806674957,0.34064342081546783,0.18762822094417753,0.0,0.0,0.9652907252311707
69,0.3103791858468737,0.17294424772262573,0.1767072319984436,0.32939806522861315,0.1576746521695029,0.2464829683303833,0.34765811832178206,0.1842880060984975,0.0,0.0,0.9829373955726624
79,0.31111097193899606,0.17377270758152008,0.177550607919693,0.33013028053395743,0.15590011182108096,0.2443024218082428,0.34861390718391966,0.18437496359859193,0.0,0.0,0.9823637008666992
