it,L,R_cross,R_co,T_tot,pb_err_deg
0,-0.07459487611114259,0.3636639714241028,0.2837122678756714,0.18736405670642853,82.87918853759766
1,-0.079173954995944,0.36680471897125244,0.27769747376441956,0.19193856790661812,81.98552703857422
2,-0.08318095779159307,0.3698219358921051,0.27270272374153137,0.19825279340147972,81.26972961425781
3,-0.08736172694783807,0.3728691041469574,0.26705554127693176,0.2026815228164196,80.42852020263672
4,-0.09122563443243839,0.37600278854370117,0.2617807984352112,0.20768744498491287,79.63703918457031
5,-0.0950337369284703,0.3784883916378021,0.2561408281326294,0.21257935650646687,78.80741882324219
6,-0.09896074398789605,0.38120535016059875,0.2518104910850525,0.21843577176332474,78.11653137207031
7,-0.10245285927383316,0.3832477927207947,0.24707260727882385,0.2233201963827014,77.38018035888672
8,-0.10575679171160324,0.3861481845378876,0.24177730083465576,0.2278451779857278,76.5958023071289
9,-0.10949161303207215,0.3885149359703064,0.23750364780426025,0.23295133281499147,75.89141082763672
10,-0.11209436715284518,0.39122626185417175,0.2328759878873825,0.23717271629720926,75.18354034423828
11,-0.11490030327525363,0.3927813470363617,0.2281612902879715,0.24131634179502726,74.46369171142578
12,-0.11808981924335503,0.3947286903858185,0.22444571554660797,0.2457019565626979,73.84864807128906
13,-0.12102916192759217,0.39684465527534485,0.22057773172855377,0.24990464001893997,73.20497131347656
14,-0.1234406284839938,0.39873677492141724,0.21662817895412445,0.2532694563269615,72.56063079833984
15,-0.12681217631742536,0.4015346169471741,0.21350666880607605,0.25721457600593567,71.97865295410156
16,-0.12878129933028912,0.4028964638710022,0.20964884757995605,0.2601998569443822,71.35677337646484
17,-0.13066765450443005,0.4039507210254669,0.20602843165397644,0.2629856001585722,70.78756713867188
18,-0.13401020470958316,0.4064009189605713,0.20309458673000336,0.2658343343064189,70.22492980957031
19,-0.13619858648003128,0.40833038091659546,0.20027011632919312,0.268296018242836,69.7088394165039
20,-0.13841721731470402,0.40993496775627136,0.19740542769432068,0.27024548314511776,69.20127868652344
21,-0.14064549434522305,0.41121089458465576,0.19437554478645325,0.2719856118783355,68.69322204589844
22,-0.1426739328602336,0.41319334506988525,0.19205647706985474,0.27342138160020113,68.22980499267578
23,-0.14445516401014477,0.414642333984375,0.1895478367805481,0.2743001217022538,67.7823486328125
24,-0.14635804879973247,0.4161308705806732,0.1872587502002716,0.274854295887053,67.35411834716797
25,-0.14791443328918055,0.41741660237312317,0.1849772334098816,0.27503556478768587,66.9388427734375
26,-0.15004519626732804,0.4187237024307251,0.1830628216266632,0.2750740684568882,66.55810546875
27,-0.15143882084690846,0.41981595754623413,0.18110087513923645,0.2746906243264675,66.211181640625
28,-0.18052121966293222,0.4424523413181305,0.15982067584991455,0.26403595600277185,61.577030181884766
29,-0.18251962146395717,0.4437503218650818,0.1584261655807495,0.26285717263817787,61.277984619140625
30,-0.18411552546975468,0.44540828466415405,0.15690098702907562,0.26113523775711656,60.94313430786133
31,-0.18548008168753438,0.4466697871685028,0.1556304544210434,0.2590057640336454,60.67670440673828
32,-0.1872050660718325,0.44809409976005554,0.1545269787311554,0.2568432758562267,60.44294738769531
33,-0.18860206140105787,0.4493868052959442,0.15351110696792603,0.25406925939023495,60.20405960083008
34,-0.1903616853639004,0.4505835175514221,0.15252715349197388,0.2510624439455569,60.003082275390625
