theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2409326583147049,0.12054286897182465,0.3681386113166809,0.27038586139678955
0.0,45.0,0.2409326583147049,0.12054286897182465,0.3681386113166809,0.27038586139678955
0.0,90.0,0.2409326583147049,0.12054286897182465,0.3681386113166809,0.27038586139678955
15.0,0.0,0.2811357080936432,0.09322240948677063,0.3318249583244324,0.29381686449050903
15.0,45.0,0.2629985213279724,0.1077175959944725,0.34638333320617676,0.28290051221847534
15.0,90.0,0.24675458669662476,0.1210373193025589,0.35960015654563904,0.2726078927516937
30.0,0.0,0.355571985244751,0.020779971033334732,0.273034006357193,0.3506140112876892
30.0,45.0,0.31580275297164917,0.06912177801132202,0.29624107480049133,0.3188343346118927
30.0,90.0,0.2639235258102417,0.1209927573800087,0.33500730991363525,0.28007644414901733
45.0,0.0,0.3121432960033417,0.014950405806303024,0.33312174677848816,0.33978453278541565
45.0,45.0,0.3494734466075897,0.024113845080137253,0.2625795602798462,0.36383312940597534
45.0,90.0,0.2945963740348816,0.11617423593997955,0.29373860359191895,0.2954908013343811
60.0,0.0,0.3131462335586548,0.03821057826280594,0.3628528416156769,0.2857903242111206
60.0,45.0,0.3497828245162964,0.005045025609433651,0.2613496482372284,0.3838225305080414
60.0,90.0,0.3400546908378601,0.10408860445022583,0.2363682985305786,0.31948840618133545
75.0,0.0,0.4996393918991089,0.025720350444316864,0.2764269709587097,0.19821318984031677
75.0,45.0,0.4359116852283478,0.003415302373468876,0.23118598759174347,0.32948702573776245
75.0,90.0,0.4539627432823181,0.06824888288974762,0.16146816313266754,0.31632018089294434
80.0,0.0,0.6238598227500916,0.015193513594567776,0.21174432337284088,0.14920233190059662
80.0,45.0,0.5314000248908997,0.002453072229400277,0.1935499757528305,0.27259689569473267
80.0,90.0,0.5534073114395142,0.0441499799489975,0.12816613912582397,0.2742765545845032
