it,L,R_cross,R_co,T_tot,pb_err_deg
0,0.240303635597229,0.1546529084444046,0.12478766590356827,0.4994550235569477,81.8946762084961
1,0.2380729615688324,0.15619699656963348,0.12027453631162643,0.5055808089673519,80.12371826171875
2,0.23603248596191406,0.1577182561159134,0.11602108180522919,0.5115034282207489,78.46282958984375
3,0.23393455147743225,0.15924829244613647,0.11238094419240952,0.5159263610839844,76.97635650634766
4,0.23221032321453094,0.16068603098392487,0.10914971679449081,0.5198945477604866,75.67607879638672
5,0.23057085275650024,0.1619470715522766,0.10648878663778305,0.5227645337581635,74.56541442871094
6,0.22887513041496277,0.16346381604671478,0.10459185391664505,0.5234770476818085,73.73477172851562
7,0.2270810902118683,0.16475434601306915,0.10319887846708298,0.5227557420730591,73.0470962524414
8,0.2255239188671112,0.1660498082637787,0.10223276913166046,0.5212450176477432,72.56970977783203
9,0.22360381484031677,0.1675853580236435,0.10171805322170258,0.5178448557853699,72.1884536743164
10,0.22160635888576508,0.16923198103904724,0.10162956267595291,0.5134405344724655,71.94554901123047
11,0.2198658585548401,0.17072659730911255,0.10181636363267899,0.508590817451477,71.85421752929688
12,0.2177557647228241,0.1726008653640747,0.10227247327566147,0.5026126578450203,71.8055191040039
13,0.2157459259033203,0.1744173765182495,0.10292910784482956,0.49661072343587875,71.83036804199219
14,0.2135656327009201,0.1761840581893921,0.10365672409534454,0.48984426259994507,71.84493255615234
15,0.21145576238632202,0.17801354825496674,0.10464026033878326,0.48271236568689346,71.9583969116211
16,0.20941807329654694,0.1796623319387436,0.10559682548046112,0.4756702408194542,72.0938949584961
17,0.20709112286567688,0.18166838586330414,0.10655798017978668,0.46841440349817276,72.15514373779297
18,0.20467157661914825,0.183601513504982,0.10750943422317505,0.4609824866056442,72.20208740234375
19,0.20240212976932526,0.1856098622083664,0.10828936100006104,0.45441698655486107,72.24510955810547
20,0.2000395804643631,0.18757200241088867,0.10905890166759491,0.447742760181427,72.25587463378906
21,0.19738857448101044,0.1895761787891388,0.10978960245847702,0.441188283264637,72.2058334350586
22,0.1948087364435196,0.19189313054084778,0.11036227643489838,0.4344281665980816,72.14738464355469
23,0.19212807714939117,0.19399364292621613,0.11079035699367523,0.428462740033865,72.02578735351562
24,0.18948711454868317,0.19594191014766693,0.1109938845038414,0.4227921888232231,71.85325622558594
25,0.18632923066616058,0.19862768054008484,0.11120253056287766,0.41674789413809776,71.618408203125
26,0.18354299664497375,0.20086853206157684,0.11124055832624435,0.41162557527422905,71.40008544921875
27,0.1801331341266632,0.20342539250850677,0.11130829900503159,0.40584323555231094,71.10690307617188
28,0.1770562082529068,0.2058977633714676,0.11106723546981812,0.4004646763205528,70.7814712524414
29,0.17373596131801605,0.20849257707595825,0.11092916131019592,0.3952600583434105,70.46426391601562
30,0.17002254724502563,0.2115985006093979,0.11066488921642303,0.3894481770694256,70.08544921875
31,0.1666204035282135,0.21414361894130707,0.110357865691185,0.38424164801836014,69.74434661865234
32,0.16279202699661255,0.21712535619735718,0.11010072380304337,0.3785807564854622,69.35511016845703
33,0.15908844769001007,0.220026433467865,0.10981065779924393,0.37315140664577484,69.00434112548828
34,0.1550084799528122,0.22319045662879944,0.10951517522335052,0.36718910187482834,68.60362243652344
35,0.1506097912788391,0.22642412781715393,0.10914536565542221,0.3612193204462528,68.18998718261719
36,0.15118183195590973,0.2264963835477829,0.09981288015842438,0.3767135739326477,65.4820785522461
37,0.146993488073349,0.2297184318304062,0.09979988634586334,0.36999601125717163,65.20710754394531
38,0.1424485743045807,0.2332811802625656,0.09996296465396881,0.3621879518032074,64.94406127929688
39,0.13771602511405945,0.23696325719356537,0.10017487406730652,0.3544580861926079,64.6981201171875
40,0.13279767334461212,0.24059832096099854,0.1004546731710434,0.3462802805006504,64.46159362792969
41,0.12746889889240265,0.24468275904655457,0.10085740685462952,0.3375124931335449,64.21892547607422
42,0.12206755578517914,0.2488258332014084,0.10107706487178802,0.32908540964126587,63.936309814453125
43,0.11681084334850311,0.252979040145874,0.10147237032651901,0.32088233530521393,63.721553802490234
44,0.11047407984733582,0.2576327919960022,0.1014958918094635,0.31178851798176765,63.31735610961914
45,0.10432824492454529,0.26228785514831543,0.1016581803560257,0.3031941279768944,62.99346923828125
46,0.09780625998973846,0.2671366333961487,0.1016506552696228,0.2943224646151066,62.59104919433594
47,0.09114153683185577,0.2721964120864868,0.10152134299278259,0.28577421233057976,62.167850494384766
48,0.084014892578125,0.27753692865371704,0.1011294350028038,0.27731890231370926,61.65047836303711
49,0.0763988047838211,0.283157080411911,0.10068753361701965,0.2685452587902546,61.102081298828125
50,0.06849384307861328,0.2890733480453491,0.10011642426252365,0.2599460743367672,60.50764846801758
51,0.060371190309524536,0.2949923872947693,0.09947077184915543,0.2517472878098488,59.90302658081055
52,0.05180123448371887,0.30139055848121643,0.09843332320451736,0.24380116537213326,59.178043365478516
53,0.04301922023296356,0.30772948265075684,0.09748905897140503,0.23557692021131516,58.47433090209961
54,0.033935338258743286,0.3142503499984741,0.09645331650972366,0.22797899693250656,57.738609313964844
55,0.02442193031311035,0.321241170167923,0.0949917808175087,0.22032396867871284,56.891910552978516
56,0.014307767152786255,0.32865574955940247,0.09329425543546677,0.21296218037605286,55.96533966064453
57,0.003916949033737183,0.3360489010810852,0.0916791781783104,0.20589816197752953,55.044288635253906
58,-0.006001561880111694,0.3431774079799652,0.08990440517663956,0.19965862855315208,54.14043426513672
59,-0.01260453462600708,0.3489437699317932,0.08569350838661194,0.19135941937565804,52.69597625732422
60,-0.02421674132347107,0.3571496903896332,0.0839226022362709,0.1839185506105423,51.69425964355469
61,-0.03594645857810974,0.36549267172813416,0.08180640637874603,0.17680515348911285,50.62636184692383
62,-0.04791152477264404,0.37398242950439453,0.0798397809267044,0.17005953192710876,49.58994674682617
63,-0.06019848585128784,0.3827481269836426,0.07753384858369827,0.16392553970217705,48.46823501586914
64,-0.0723516047000885,0.3912194073200226,0.07522221654653549,0.1585858017206192,47.346107482910156
65,-0.08390083909034729,0.3993997871875763,0.07278747856616974,0.1546216942369938,46.22901153564453
66,-0.09576162695884705,0.4076375365257263,0.07010605931282043,0.1514960639178753,45.04403305053711
67,-0.10717755556106567,0.4154820740222931,0.06733067333698273,0.1493828259408474,43.81421661376953
68,-0.1179342269897461,0.42266494035720825,0.06442461162805557,0.14878637343645096,42.5982780456543
69,-0.12815561890602112,0.42962250113487244,0.061358217149972916,0.14923448860645294,41.343231201171875
70,-0.13745737075805664,0.43567925691604614,0.05831403285264969,0.152472373098135,40.1177864074707
71,-0.14574968814849854,0.4410933256149292,0.055051419883966446,0.15685733780264854,38.85758972167969
72,-0.1531224250793457,0.445768266916275,0.05162249505519867,0.16280578449368477,37.54019546508789
73,-0.1590968817472458,0.4493396580219269,0.04857965558767319,0.17165669426321983,36.40380096435547
74,-0.16424496471881866,0.4521894156932831,0.04530543461441994,0.18133874982595444,35.10316848754883
75,-0.16776497662067413,0.4539300501346588,0.042106300592422485,0.19333942607045174,33.876182556152344
76,-0.17125481367111206,0.454998642206192,0.03951253369450569,0.20811693742871284,32.832393646240234
