CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
5.387636464709161e-15,8.274096191156172e-15,9.86635066025494e-13,-2.045346322916217,-3.030185996481796e-39,-4.0628199759312926e-40,1.303910697243161e-38,3.162396402474151e-39,1.808113851100804e-37,-1.0285086949122416e-37,1.2158468846318631e-39,1.391463781824557e-40,2.439153934914175e-40,-8.413618333768839e-41,1.814339766676364e-39,2.6713461292676894e-40,0.009536764558505594,1.7540165858452914,3.675895905653851e-38,-1.6011243326661222e-37,1.0,0,0.02,2.0352123165188535e-26,5.69531623790458e-26,2.3072921847718935e-23,4.102775414318502e-23,6.329891530782598e-25,-2.6092689566086947e-24,1.673942619337547e-30,3.8355698005912065e-31,7.860201721796218e-34,2.9926789402147044e-34,-1.1518860515523516e-33,4.0895302847702045e-34,3.9312455654144287
,,,-1.9349514538653,,,,,,,,,,,,,0.011550865205521236,1.8059594962780539,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,7.481563091278076
,,,-1.8269944085898553,,,,,,,,,,,,,0.014055071186253572,1.8418733755413974,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,10.86439299583435
,,,-1.7210720976511937,,,,,,,,,,,,,0.017170449654506755,1.863434370057322,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,14.094802379608154
,,,-1.6169754711405728,,,,,,,,,,,,,0.021043181583551243,1.872412571005086,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,17.359771490097046
,,,-1.5147932338120824,,,,,,,,,,,,,0.025852074000242743,1.8696999836886303,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,20.5401394367218
,,,-1.414695416771109,,,,,,,,,,,,,0.031804250666319187,1.856632746663187,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,23.96911883354187
,,,-1.3169499576829071,,,,,,,,,,,,,0.03913263660060278,1.834732233565073,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,27.23839259147644
,,,-1.2218421137228654,,,,,,,,,,,,,0.04807524059088314,1.8063419091854829,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,30.458134412765503
,,,-1.1296890569974374,,,,,,,,,,,,,0.05887667590564981,1.7734594800988368,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,33.48869204521179
4.0359700608407517e-14,6.577309693718105e-16,9.780007187826584e-13,-1.041018561665541,-1.199572671656969e-38,-1.6103031023431615e-39,8.619217614431554e-39,1.942025168888237e-39,5.0536721754641165e-37,-2.6451258030370927e-37,7.400423443078553e-39,1.1536272590905382e-39,-4.032701955368742e-40,1.0790697566801085e-40,4.595297888235073e-39,4.566682712832546e-40,0.07170866107056288,1.7386459478066387,2.7726382783701326e-38,-1.7178151316672683e-37,1.7782794100389228,10,0.019659258262890684,-3.459165694805773e-26,-1.0817095801248205e-25,8.500586601677105e-24,-1.0209128623254713e-23,-5.518317541346399e-26,4.452375354684038e-25,1.6842597102736493e-30,2.9432111581503326e-31,-7.360865372457229e-34,-5.989089174826287e-34,-5.421655447486877e-33,2.5865683317630577e-33,36.65137958526611
,,,-0.9565844710700964,,,,,,,,,,,,,0.08663987332022174,1.7037406161953854,,,1.8836490894898004,11,0.019588197348681932,,,,,,,,,,,,,39.71044039726257
