CQe,Cm,Cp,F,Qxx_im,Qxx_re,Qxy_im,Qxy_re,Qxz_im,Qxz_re,Qyy_im,Qyy_re,Qyz_im,Qyz_re,Qzz_im,Qzz_re,S_Qxz,S_px,Tx_im,Tx_re,beta,it,lr,mx_im,mx_re,my_im,my_re,mz_im,mz_re,px_im,px_re,py_im,py_re,pz_im,pz_re,t
5.508142552831566e-15,7.971566034865936e-15,9.881130734758233e-13,-2.0538496039404706,-4.4527942502524367e-39,-7.959485004151303e-40,4.2605388225960935e-38,1.1026908208879011e-38,1.799897957912757e-37,-1.0040628324971173e-37,2.819791371958596e-39,5.610609637648928e-40,-9.567500929109496e-42,2.4654793816698457e-41,1.6330030350395e-39,2.348876023539516e-40,0.009361922266202109,1.7566444579449616,3.7179135672981736e-38,-1.5739507744129534e-37,1.0,0,0.02,-8.601271972501082e-27,-6.086437852239547e-27,2.221103938998321e-23,3.9444338900352095e-23,2.408713100372636e-24,-9.305138162990868e-24,1.67254437947915e-30,3.952387217339293e-31,3.1372916965942495e-34,1.3919248689463219e-34,-1.1888074792349464e-33,4.005531467548219e-34,3.7211387157440186
,,,-1.941511677310547,,,,,,,,,,,,,0.011298501950077654,1.822231370962648,,,1.0592537251772889,1,0.01999657324975557,,,,,,,,,,,,,6.818605899810791
,,,-1.833004008568931,,,,,,,,,,,,,0.013707784011521892,1.86597445806628,,,1.1220184543019633,2,0.019986295347545736,,,,,,,,,,,,,9.822098016738892
,,,-1.7275761086908616,,,,,,,,,,,,,0.016697461860167476,1.891454931763115,,,1.1885022274370185,3,0.01996917333733128,,,,,,,,,,,,,12.86039113998413
,,,-1.624967547206169,,,,,,,,,,,,,0.020399699815903116,1.9008478028677314,,,1.2589254117941673,4,0.019945218953682734,,,,,,,,,,,,,16.002081155776978
,,,-1.525234852355064,,,,,,,,,,,,,0.02497143431152833,1.895633399036208,,,1.333521432163324,5,0.019914448613738107,,,,,,,,,,,,,19.242692947387695
,,,-1.4284779300810937,,,,,,,,,,,,,0.030590804508451763,1.8777982769444344,,,1.4125375446227544,6,0.019876883405951378,,,,,,,,,,,,,22.39474368095398
,,,-1.3347331793341541,,,,,,,,,,,,,0.03746251568410522,1.849560547503025,,,1.4962356560944334,7,0.019832549075639548,,,,,,,,,,,,,25.653874397277832
,,,-1.24394821052654,,,,,,,,,,,,,0.04580397903170639,1.8139157243263357,,,1.5848931924611134,8,0.019781476007338056,,,,,,,,,,,,,28.856502532958984
,,,-1.1561760230635076,,,,,,,,,,,,,0.055820681857587894,1.7740388610024211,,,1.6788040181225603,9,0.019723699203976767,,,,,,,,,,,,,32.21789002418518
