theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.2553211748600006,0.10241782665252686,0.3956802487373352,0.24658074975013733
0.0,45.0,0.2553211748600006,0.10241782665252686,0.3956802487373352,0.24658074975013733
0.0,90.0,0.2553211748600006,0.10241782665252686,0.3956802487373352,0.24658074975013733
15.0,0.0,0.2839495539665222,0.08196987211704254,0.3667340874671936,0.26734647154808044
15.0,45.0,0.27286314964294434,0.09162065386772156,0.3787885308265686,0.2567276954650879
15.0,90.0,0.2621719539165497,0.10054439306259155,0.3906135857105255,0.24667003750801086
30.0,0.0,0.3193780779838562,0.029031824320554733,0.3350870609283447,0.31650298833847046
30.0,45.0,0.30885082483291626,0.06139301508665085,0.34456968307495117,0.2851864695549011
30.0,90.0,0.28424280881881714,0.09261541068553925,0.3765483796596527,0.2465933859348297
45.0,0.0,0.2558049261569977,0.020228039473295212,0.41075968742370605,0.31320732831954956
45.0,45.0,0.3186444044113159,0.02911464497447014,0.3334832191467285,0.3187577724456787
45.0,90.0,0.3263845443725586,0.07513665407896042,0.35489001870155334,0.24358870089054108
60.0,0.0,0.25000154972076416,0.0358068123459816,0.4446902275085449,0.26950138807296753
60.0,45.0,0.30174070596694946,0.015697605907917023,0.3490886986255646,0.33347296714782715
60.0,90.0,0.40585923194885254,0.047186046838760376,0.3155960440635681,0.23135864734649658
75.0,0.0,0.4334987998008728,0.024455741047859192,0.34965553879737854,0.19238987565040588
75.0,45.0,0.3727758824825287,0.010274479165673256,0.32511043548583984,0.2918391823768616
75.0,90.0,0.5788130760192871,0.017601383849978447,0.22845721244812012,0.1751282513141632
80.0,0.0,0.5646108984947205,0.014792365953326225,0.27364474534988403,0.14695200324058533
80.0,45.0,0.46525391936302185,0.0068374574184417725,0.2815098166465759,0.24639880657196045
80.0,90.0,0.6819905042648315,0.009234433993697166,0.1746019423007965,0.13417309522628784
