theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.30372104048728943,0.40923774242401123,0.036327674984931946,0.2507134675979614
0.0,45.0,0.30372104048728943,0.40923774242401123,0.036327674984931946,0.2507134675979614
0.0,90.0,0.30372104048728943,0.40923774242401123,0.036327674984931946,0.2507134675979614
15.0,0.0,0.3302047848701477,0.2786281704902649,0.05002031847834587,0.34114670753479004
15.0,45.0,0.3089328408241272,0.348206102848053,0.03600285202264786,0.3068581223487854
15.0,90.0,0.2779805660247803,0.4251823425292969,0.029490754008293152,0.2673463821411133
30.0,0.0,0.3049347698688507,0.059211865067481995,0.1725025773048401,0.463350772857666
30.0,45.0,0.30498379468917847,0.21381676197052002,0.07848315685987473,0.4027162492275238
30.0,90.0,0.18549591302871704,0.4763023257255554,0.04515916109085083,0.2930426001548767
45.0,0.0,0.22519871592521667,0.0384100042283535,0.2853725850582123,0.45101869106292725
45.0,45.0,0.2669406235218048,0.09658296406269073,0.1861211657524109,0.4503551721572876
45.0,90.0,0.06965772807598114,0.4193256199359894,0.24300917983055115,0.26800742745399475
60.0,0.0,0.26849889755249023,0.08334504067897797,0.2873609960079193,0.3607950806617737
60.0,45.0,0.2888083755970001,0.03533027693629265,0.26398757100105286,0.41187378764152527
60.0,90.0,0.2862461805343628,0.14552199840545654,0.4169944226741791,0.1512373685836792
75.0,0.0,0.5140135288238525,0.058346815407276154,0.2010970413684845,0.22654256224632263
75.0,45.0,0.4905872344970703,0.009385543875396252,0.220010906457901,0.2800162136554718
75.0,90.0,0.6332943439483643,0.024404525756835938,0.27296996116638184,0.069331094622612
80.0,0.0,0.6525757312774658,0.03429056704044342,0.14973032474517822,0.16340336203575134
80.0,45.0,0.6142333149909973,0.0046445769257843494,0.17107902467250824,0.2100430428981781
80.0,90.0,0.7472044825553894,0.010389493778347969,0.19513364136219025,0.047272369265556335
