wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1232.5,2.641124963760376,1.8269238471984863,0.4649133086204529,9,9,binary
1237.5,2.7610881328582764,1.9512898921966553,0.46235835552215576,9,9,binary
1242.5,2.9050395488739014,2.0985023975372314,0.4608342945575714,9,9,binary
1247.5,3.0818188190460205,2.2767739295959473,0.4607124924659729,9,9,binary
1252.5,3.3075428009033203,2.500645637512207,0.463104784488678,9,9,binary
1257.5,3.6118392944335938,2.7963900566101074,0.47023308277130127,9,9,binary
1262.5,4.0630927085876465,3.2243568897247314,0.4872815012931824,9,9,binary
1267.5,4.906489849090576,3.9956934452056885,0.5355211496353149,9,9,binary
1272.5,7.355981349945068,6.505062580108643,0.5202412009239197,9,9,binary
1277.5,7.641274929046631,7.170648097991943,0.34930962324142456,9,9,binary
1282.5,7.614917755126953,7.46506929397583,0.22710061073303223,9,9,binary
1287.5,7.430740833282471,7.562576770782471,0.13633158802986145,9,9,binary
1292.5,7.17089319229126,7.5513997077941895,0.07199962437152863,9,9,binary
1297.5,6.898935794830322,7.508342266082764,0.029990198090672493,9,9,binary
1302.5,6.685644149780273,7.535885810852051,0.0071454462595283985,9,9,binary
1307.5,6.639728546142578,7.887363910675049,0.0010776438284665346,9,9,binary
1312.5,7.140083312988281,10.295309066772461,0.012314232997596264,9,9,binary
1317.5,7.979757785797119,9.982931137084961,0.031209222972393036,9,9,binary
1322.5,11.394179344177246,13.750344276428223,0.0792677104473114,9,9,binary
1327.5,25.488367080688477,29.994230270385742,0.18760645389556885,9,9,binary
1332.5,63.54204177856445,72.09732818603516,0.25202399492263794,9,9,binary
1337.5,26.497621536254883,29.292951583862305,0.017467394471168518,9,9,binary
1342.5,11.734051704406738,12.97103500366211,0.011646225117146969,9,9,binary
1347.5,7.329542636871338,8.03465461730957,0.03688550367951393,9,9,binary
1352.5,5.45773458480835,6.010204792022705,0.06396948546171188,9,9,binary
1357.5,4.449265003204346,4.929757118225098,0.08994144946336746,9,9,binary
1362.5,3.818237543106079,4.253416061401367,0.11450386047363281,9,9,binary
1367.5,3.3816497325897217,3.7818732261657715,0.1376495659351349,9,9,binary
1372.5,3.0566177368164062,3.426161289215088,0.15970325469970703,9,9,binary
1377.5,2.8020925521850586,3.1429967880249023,0.18061396479606628,9,9,binary
1382.5,2.5958104133605957,2.909080743789673,0.2005600929260254,9,9,binary
1387.5,2.4247701168060303,2.711249589920044,0.21945884823799133,9,9,binary
1392.5,2.2799174785614014,2.5401105880737305,0.237471342086792,9,9,binary
1397.5,2.1550915241241455,2.3893320560455322,0.2546639144420624,9,9,binary
1402.5,2.046750545501709,2.255646228790283,0.2710156738758087,9,9,binary
1407.5,1.951484203338623,2.135413646697998,0.2866387367248535,9,9,binary
1412.5,1.8673495054244995,2.026832103729248,0.30156514048576355,9,9,binary
1417.5,1.7926278114318848,1.9282996654510498,0.31577110290527344,9,9,binary
1422.5,1.7255703210830688,1.8378502130508423,0.32939237356185913,9,9,binary
1427.5,1.6653944253921509,1.7549396753311157,0.3423526883125305,9,9,binary
1432.5,1.6112159490585327,1.6784673929214478,0.35484710335731506,9,9,binary
