order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
9,9,projected,4.214576244354248,63.52334213256836,72.07772827148438,0.8813171982765198,4.111216306686401
9,9,binary,4.214859485626221,63.54204177856445,72.09732818603516,0.8813369870185852,4.039613485336304
11,11,projected,4.0873613357543945,56.10636520385742,63.27389144897461,0.886722207069397,11.863390684127808
11,11,binary,4.085039138793945,55.9863166809082,63.11576843261719,0.8870416879653931,12.096855401992798
13,13,projected,3.803588390350342,42.22541809082031,47.662933349609375,0.8859173059463501,29.080411911010742
13,13,binary,3.813129186630249,42.63727951049805,48.11189270019531,0.8862107992172241,28.710475206375122
