it,Rc_mean,Rc_min,Rc_tail25,Rc_omega,co_mean,co_max,T_mean,A_mean,theta_worst,phi_worst,binarity
9,0.3402285812799597,0.002376994350925088,0.16169388112612068,0.34183074656142287,0.18325212030183702,0.46222811937332153,0.20366937241383962,0.2728498989627475,45.0,90.0,0.83013916015625
19,0.36579848258268266,0.1072692722082138,0.18353870809078215,0.34128242536809505,0.11470644834584423,0.2794156074523926,0.2275138170946212,0.29198121066604343,60.0,90.0,0.8987228870391846
29,0.36714482413870947,0.09536505490541458,0.18377790302038194,0.34098057320118247,0.11147517183174689,0.2757530212402344,0.22785359727484839,0.29352636883656186,60.0,90.0,0.9025857448577881
39,0.3827637175009364,0.06355267018079758,0.20482605546712876,0.3459036539360448,0.07849278314305204,0.20499709248542786,0.2167333307720366,0.3220101495583852,60.0,90.0,0.9752375483512878
