it,L,batch_Rc_mean,batch_Rc_min,batch_co_mean,batch_A_mean
0,0.026267407462000847,0.30454126596450803,0.1968250870704651,0.12133793085813523,0.3679349601268768
1,0.061101820319890976,0.2398387998342514,0.2012670636177063,0.24328802451491355,0.24635324776172637
2,0.039866868406534195,0.26983884274959563,0.20496128499507904,0.1720634490251541,0.2845593601465225
3,0.04128904640674591,0.25883946716785433,0.20787987112998962,0.17611705362796784,0.2482675403356552
4,0.048930734395980835,0.2499162256717682,0.21003614366054535,0.20706594437360765,0.24828120172023774
5,0.040814559906721115,0.25760253965854646,0.2116967886686325,0.1636231541633606,0.24691736102104186
6,0.07584145665168762,0.2350910037755966,0.16733714938163757,0.2325696676969528,0.26536903381347654
7,0.029707182198762894,0.27190362215042113,0.2137255072593689,0.19227918982505798,0.255846905708313
8,0.02542632631957531,0.28253649473190307,0.21503865718841553,0.17274467870593072,0.2971488684415817
9,0.019767016172409058,0.28781400322914125,0.2164950966835022,0.14308947026729585,0.29362817108631134
10,0.06798214465379715,0.25221359729766846,0.15279582142829895,0.2153915822505951,0.2792608231306076
11,0.05006922408938408,0.2582679748535156,0.2120538055896759,0.2812683507800102,0.3134002387523651
12,-0.0045660375617444515,0.3209103882312775,0.21496567130088806,0.18921107202768325,0.2652166306972504
13,0.017716819420456886,0.30041974782943726,0.2184315323829651,0.2435952566564083,0.3082705497741699
14,0.013343160971999168,0.29314081370830536,0.22229720652103424,0.24038198590278625,0.24729363322257997
15,0.05851837247610092,0.2639073431491852,0.17831215262413025,0.24213977009058,0.34926324486732485
16,0.13208089768886566,0.24879816230386495,0.006345364265143871,0.24133582338690757,0.2919784992933273
17,0.10859183967113495,0.2925202168524265,0.011907894164323807,0.17334950268268584,0.357202810049057
18,-0.030022239312529564,0.34121479392051696,0.19720900058746338,0.1687916789203882,0.2861127257347107
19,-0.05564793944358826,0.3722908765077591,0.19543714821338654,0.12346231061965227,0.2707918882369995
20,0.05986151844263077,0.2856507584452629,0.10664214938879013,0.1890424804762006,0.33897706866264343
21,0.034134622663259506,0.2841352254152298,0.15280838310718536,0.18362706080079078,0.3246021240949631
22,0.06029336154460907,0.2777371406555176,0.08771362900733948,0.0894731318578124,0.2925907611846924
23,0.06568405777215958,0.27604047358036043,0.08530484139919281,0.13108792640268802,0.35323638916015626
24,0.0523916557431221,0.2548666298389435,0.16805869340896606,0.17152538001537324,0.35218865871429444
25,0.06692672520875931,0.2687558323144913,0.0857212245464325,0.14386139661073685,0.30101784467697146
26,0.021302588284015656,0.29085872173309324,0.1912626326084137,0.07878937553614378,0.3175321459770203
27,0.023268001154065132,0.2809643387794495,0.1923702359199524,0.08543688841164113,0.2968398243188858
28,-0.026866022497415543,0.3587588399648666,0.15869183838367462,0.17874433118849992,0.29871253967285155
29,0.08404246717691422,0.24303305596113206,0.09371379762887955,0.19041571840643884,0.32748313546180724
30,0.017094340175390244,0.29051239490509034,0.17059344053268433,0.06220072088763118,0.3465250372886658
31,-0.12313385307788849,0.4138413190841675,0.2826615869998932,0.04335509901866317,0.33808196783065797
32,0.0419185571372509,0.2588267087936401,0.17554789781570435,0.10566140115261077,0.37461732029914857
33,0.07221078872680664,0.2757046401500702,0.06696736812591553,0.1521190244704485,0.389224773645401
34,0.061696235090494156,0.28668160140514376,0.06699861586093903,0.10995092317461967,0.37557083964347837
35,-0.07811736315488815,0.34619529247283937,0.29488706588745117,0.12647299151867628,0.34057337045669556
36,-0.1257118284702301,0.403760689496994,0.29774436354637146,0.04539787098765373,0.2963890939950943
37,0.10110851377248764,0.23015073239803313,0.06702394783496857,0.07806436130777002,0.366675865650177
38,0.019699083641171455,0.27631829082965853,0.20554278790950775,0.14441666454076768,0.3940060317516327
39,-0.08587289601564407,0.4014127850532532,0.19041430950164795,0.11816457165405155,0.3005692571401596
40,-0.08768390119075775,0.40000799894332884,0.21207639575004578,0.055605060700327155,0.33636276721954345
41,-0.08048278838396072,0.3961311846971512,0.19609637558460236,0.045040570106357335,0.32646910548210145
42,0.036275483667850494,0.31740922927856446,0.06646539270877838,0.10926398625597358,0.32172310054302217
43,-0.08034699410200119,0.3910315752029419,0.2039545178413391,0.08220902835018933,0.3115872800350189
44,0.0896996408700943,0.2427519753575325,0.06714809685945511,0.07287064846605062,0.3632196545600891
