theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.37448084354400635,0.10135506838560104,0.20813842117786407,0.31602561473846436
0.0,45.0,0.37448084354400635,0.10135506838560104,0.20813842117786407,0.31602561473846436
0.0,90.0,0.37448084354400635,0.10135506838560104,0.20813842117786407,0.31602561473846436
15.0,0.0,0.4005001187324524,0.06409354507923126,0.19957876205444336,0.33582746982574463
15.0,45.0,0.38869762420654297,0.08305210620164871,0.19586330652236938,0.3323870003223419
15.0,90.0,0.37545478343963623,0.10398286581039429,0.1932341307401657,0.3273282051086426
30.0,0.0,0.40460944175720215,0.004369639791548252,0.21890239417552948,0.3721185326576233
30.0,45.0,0.4081836938858032,0.03942735493183136,0.17192484438419342,0.3804640769958496
30.0,90.0,0.36347004771232605,0.11785788834095001,0.14189304411411285,0.3767790198326111
45.0,0.0,0.3338592052459717,0.026218604296445847,0.26345664262771606,0.37646549940109253
45.0,45.0,0.3956810235977173,0.005357333458960056,0.15475524961948395,0.4442063570022583
45.0,90.0,0.1976040005683899,0.1646951138973236,0.1281689703464508,0.5095319151878357
60.0,0.0,0.34671151638031006,0.05300850421190262,0.2262415885925293,0.37403836846351624
60.0,45.0,0.406930148601532,0.0007706797914579511,0.13305658102035522,0.459242582321167
60.0,90.0,0.17644518613815308,0.023888185620307922,0.48494991660118103,0.3147166669368744
75.0,0.0,0.4144534468650818,0.04704432189464569,0.08445074409246445,0.45405134558677673
75.0,45.0,0.5732489228248596,0.0024740882217884064,0.08633866906166077,0.33793824911117554
75.0,90.0,0.5941303968429565,0.004898330196738243,0.27973005175590515,0.12124130129814148
80.0,0.0,0.4390738606452942,0.07147480547428131,0.08947879076004028,0.39997246861457825
80.0,45.0,0.6806683540344238,0.001630301820114255,0.0630740225315094,0.2546272277832031
80.0,90.0,0.725965142250061,0.002460948657244444,0.18939171731472015,0.08218218386173248
