theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.3724166750907898,0.21059930324554443,0.1839977651834488,0.23298625648021698
0.0,45.0,0.3724166750907898,0.21059930324554443,0.1839977651834488,0.23298625648021698
0.0,90.0,0.3724166750907898,0.21059930324554443,0.1839977651834488,0.23298625648021698
15.0,0.0,0.3747464418411255,0.21625196933746338,0.16850998997688293,0.24049153923988342
15.0,45.0,0.3865893483161926,0.1798200011253357,0.185194730758667,0.2483958750963211
15.0,90.0,0.3929802477359772,0.14393845200538635,0.20662716031074524,0.256454199552536
30.0,0.0,0.37093502283096313,0.242132768034935,0.11408168077468872,0.27285054326057434
30.0,45.0,0.4011862874031067,0.10155037045478821,0.20615574717521667,0.29110753536224365
30.0,90.0,0.3520315885543823,0.01998947188258171,0.3307475447654724,0.29723137617111206
45.0,0.0,0.25336354970932007,0.3242206871509552,0.05322248116135597,0.36919325590133667
45.0,45.0,0.3728717565536499,0.03223390132188797,0.25090986490249634,0.3439844250679016
45.0,90.0,0.23792967200279236,0.027837825939059258,0.44017288088798523,0.2940596044063568
60.0,0.0,0.21767768263816833,0.15959346294403076,0.3642917573451996,0.25843706727027893
60.0,45.0,0.3489261865615845,0.010799594223499298,0.2746898829936981,0.3655843436717987
60.0,90.0,0.23956534266471863,0.06819166988134384,0.4231627583503723,0.2690802216529846
75.0,0.0,0.5399752259254456,0.016228126361966133,0.30810418725013733,0.13569241762161255
75.0,45.0,0.46679410338401794,0.007356909103691578,0.22835390269756317,0.29749512672424316
75.0,90.0,0.456966370344162,0.05274517834186554,0.286562442779541,0.20372602343559265
80.0,0.0,0.6543344259262085,0.005602139979600906,0.23761597275733948,0.10244742035865784
80.0,45.0,0.5741047859191895,0.004745420999825001,0.1837230622768402,0.2374267280101776
80.0,90.0,0.6015393733978271,0.03173079714179039,0.2088717520236969,0.1578579843044281
