order_x,order_y,geometry,F_co,S_ED,S_MD,balance,eval_time_s
15,15,projected,3.672018527984619,34.60053253173828,44.70869827270508,0.7739105224609375,19.709092140197754
15,15,binary,3.6603658199310303,34.196163177490234,44.19528579711914,0.7737513780593872,19.717314958572388
