h_nm,lam_nm,R_p0550,R_bare,clean,AR_gain
225.0,1392.0,0.0835214103581428,0.0349659484513376,False,-0.048555461906805195
225.0,1393.0,0.0815679574290776,0.0349659484513376,False,-0.04660200897774
225.0,1394.0,0.0804959808399012,0.0349659484513376,False,-0.045530032388563596
225.0,1395.0,0.080162748082682,0.0349659484513376,False,-0.0451967996313444
225.0,1396.0,0.0800056837568597,0.0349659484513376,False,-0.04503973530552209
225.0,1397.0,0.080146430119387,0.0349659484513376,False,-0.0451804816680494
225.0,1398.0,0.0805019314145446,0.0349659484513376,False,-0.045535982963207
225.0,1399.0,0.0809378959016368,0.0349659484513376,False,-0.0459719474502992
225.0,1400.0,0.0815103927688916,0.0349659484513376,True,-0.046544444317554
225.0,1401.0,0.0820954670389339,0.0349659484513376,True,-0.0471295185875963
225.0,1402.0,0.0828000931138128,0.0349659484513376,True,-0.047834144662475195
225.0,1403.0,0.0835554287003565,0.0349659484513376,True,-0.04858948024901889
225.0,1404.0,0.0843820788635523,0.0349659484513376,True,-0.049416130412214695
225.0,1405.0,0.0851696812730777,0.0349659484513376,True,-0.050203732821740094
225.0,1406.0,0.0861090827768873,0.0349659484513376,True,-0.05114313432554969
225.0,1407.0,0.0868752716670923,0.0349659484513376,True,-0.0519093232157547
225.0,1408.0,0.0878184435669713,0.0349659484513376,True,-0.052852495115633696
225.0,1409.0,0.0887481131991531,0.0349659484513376,True,-0.0537821647478155
225.0,1410.0,0.0897236886665117,0.0349659484513376,True,-0.0547577402151741
225.0,1411.0,0.0906702107461117,0.0349659484513376,True,-0.0557042622947741
225.0,1412.0,0.0916491533868573,0.0349659484513376,True,-0.05668320493551969
225.0,1413.0,0.0925831675285594,0.0349659484513376,True,-0.057617219077221796
225.0,1414.0,0.0936024349983642,0.0349659484513376,True,-0.05863648654702659
225.0,1415.0,0.0946363516673994,0.0349659484513376,True,-0.05967040321606179
225.0,1416.0,0.0955865980226403,0.0349659484513376,True,-0.0606206495713027
225.0,1417.0,0.096660408011187,0.0349659484513376,True,-0.061694459559849396
225.0,1418.0,0.0977370085928109,0.0349659484513376,True,-0.0627710601414733
225.0,1419.0,0.0987235429399659,0.0349659484513376,True,-0.06375759448862829
225.0,1420.0,0.0997771274432518,0.0349659484513376,True,-0.0648111789919142
227.2,1260.0,0.3613780748864796,0.0349659484513376,False,-0.326412126435142
227.2,1261.0,0.3183353771312227,0.0349659484513376,False,-0.28336942867988507
227.2,1262.0,0.2712149522509897,0.0349659484513376,False,-0.23624900379965208
227.2,1263.0,0.2342201019198207,0.0349659484513376,False,-0.1992541534684831
227.2,1264.0,0.1982445279218469,0.0349659484513376,False,-0.1632785794705093
227.2,1265.0,0.1680724456452402,0.0349659484513376,False,-0.1331064971939026
227.2,1266.0,0.1416924752502976,0.0349659484513376,False,-0.10672652679896
227.2,1267.0,0.1173846366345713,0.0349659484513376,False,-0.0824186881832337
227.2,1268.0,0.099093265871627,0.0349659484513376,False,-0.0641273174202894
227.2,1269.0,0.0793229871383251,0.0349659484513376,False,-0.044357038686987496
227.2,1270.0,0.0655985011790714,0.0349659484513376,False,-0.030632552727733797
227.2,1271.0,0.0523728860533855,0.0349659484513376,False,-0.017406937602047895
227.2,1272.0,0.0427256355608657,0.0349659484513376,False,-0.007759687109528096
227.2,1273.0,0.0334976762994879,0.0349659484513376,False,0.001468272151849706
227.2,1274.0,0.0266479239660421,0.0349659484513376,False,0.008318024485295502
227.2,1275.0,0.0204785557180388,0.0349659484513376,False,0.014487392733298802
227.2,1276.0,0.0157945059388968,0.0349659484513376,False,0.019171442512440802
227.2,1277.0,0.011806781577482,0.0349659484513376,False,0.0231591668738556
227.2,1278.0,0.0088625746820205,0.0349659484513376,False,0.026103373769317102
227.2,1279.0,0.0064993717916121,0.0349659484513376,False,0.028466576659725504
227.2,1280.0,0.0046770740154793,0.0349659484513376,False,0.0302888744358583
227.2,1281.0,0.003302314606637,0.0349659484513376,False,0.031663633844700605
227.2,1282.0,0.0022965741246523,0.0349659484513376,False,0.032669374326685305
227.2,1283.0,0.0017024094606842,0.0349659484513376,False,0.0332635389906534
227.2,1284.0,0.0013192118933175,0.0349659484513376,False,0.033646736558020106
227.2,1285.0,0.0011851834814198,0.0349659484513376,False,0.033780764969917804
227.2,1286.0,0.0012313335668887,0.0349659484513376,False,0.033734614884448906
227.2,1287.0,0.0014413172750134,0.0349659484513376,False,0.033524631176324204
227.2,1288.0,0.0017287843504308,0.0349659484513376,False,0.0332371641009068
227.2,1289.0,0.0020779917658246,0.0349659484513376,False,0.032887956685513
227.2,1290.0,0.002547956208665,0.0349659484513376,False,0.032417992242672604
227.2,1291.0,0.0030642225024727,0.0349659484513376,False,0.0319017259488649
227.2,1292.0,0.00364678936782,0.0349659484513376,False,0.0313191590835176
227.2,1293.0,0.0041937219962948,0.0349659484513376,False,0.030772226455042802
227.2,1294.0,0.0048229691724545,0.0349659484513376,False,0.030142979278883104
227.2,1295.0,0.0054371858218236,0.0349659484513376,False,0.029528762629514003
227.2,1296.0,0.0060306490725389,0.0349659484513376,True,0.028935299378798702
227.2,1297.0,0.0066387586702108,0.0349659484513376,True,0.028327189781126805
227.2,1298.0,0.0072289599298103,0.0349659484513376,True,0.027736988521527305
227.2,1299.0,0.0078165532078882,0.0349659484513376,True,0.027149395243449403
227.2,1300.0,0.008368209089023,0.0349659484513376,True,0.026597739362314604
227.2,1301.0,0.0089394414239231,0.0349659484513376,True,0.026026507027414502
