kind,name,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
smx_p0750,P0750_H0250_seed011,250.0,1302.0,9,0.011557599529623985,0.16362515091896057,-0.8366187810897827,-0.07328785210847855,0.11139236557045254,0.8883884785211826,0.011543186381459236,0.16362620890140533,-0.8832120299339294,-0.34840184450149536,0.04665420656269909,0.9532324476647994
smx_p0750,P0750_H0250_seed011,250.0,1306.0,9,0.03333762288093567,0.09083425998687744,-0.8538775444030762,0.025884153321385384,0.08921562825092465,0.91049011652107,0.03335579112172127,0.09087090939283371,-0.9180278182029724,-0.27738216519355774,0.02552695691721409,0.9743603076973719
smx_p0750,P0750_H0250_seed011,250.0,1310.0,9,0.04125853627920151,0.00863721501082182,-0.8522601127624512,0.13686800003051758,0.07630650163832095,0.923616130175253,0.04123794659972191,0.00863119587302208,-0.9424324035644531,-0.1975499987602234,0.014487706928395782,0.9854165843397873
smx_p0750,P0750_H0250_seed011,250.0,1314.0,9,0.03043927066028118,-0.08252370357513428,-0.8244813680648804,0.2588408887386322,0.07639587162450473,0.9235373805948814,0.03045017644762993,-0.08248017728328705,-0.9531335234642029,-0.10951122641563416,0.017107256801116213,0.982788760284971
smx_p0750,P0750_H0250_seed011,250.0,1318.0,9,-0.006891418714076281,-0.1827818602323532,-0.7572355270385742,0.39202943444252014,0.09615276560844783,0.9036195460894144,-0.006873352453112602,-0.1827838271856308,-0.9451007843017578,-0.013063222169876099,0.03949023788084338,0.9604077106972442
smx_p0750,P0750_H0250_seed011,250.0,1322.0,9,-0.08990040421485901,-0.2924287021160126,-0.6175905466079712,0.5362429022789001,0.1511176896174522,0.8488698237390516,-0.08995895087718964,-0.2923940420150757,-0.9071018695831299,0.09209051728248596,0.09624264135240286,0.9036742698934791
smx_p0750,P0750_H0250_seed011,250.0,1326.0,9,-0.29663845896720886,-0.3987031579017639,-0.2708657383918762,0.6578726768493652,0.30247533640217505,0.6967958565678529,-0.29663828015327454,-0.39872071146965027,-0.7942004203796387,0.2021966576576233,0.2477936302744031,0.7519037346065298
smx_p0750,P0750_H0250_seed011,250.0,1330.0,9,-0.7451452016830444,0.1342867910861969,0.3860478401184082,-0.3765707015991211,0.6150824525184737,0.38280658652574356,-0.7453457117080688,0.13418081402778625,-0.5058751106262207,-0.036714017391204834,0.6223110304338437,0.37717697118827437
smx_p0750,P0750_H0250_seed011,250.0,1334.0,9,0.013502277433872223,0.0011712221894413233,-0.9738996028900146,-0.03414364904165268,0.010765792536985872,0.9883654531108187,0.0134402671828866,0.0011251602554693818,-0.9300239086151123,0.03440532088279724,0.03231935050950207,0.9673290655597663
smx_p0750,P0750_H0250_seed011,250.0,1338.0,9,-0.07638654112815857,-0.255379319190979,-0.8298896551132202,0.39424338936805725,0.08162872140405524,0.9181388895967216,-0.07639753818511963,-0.2554401457309723,-0.8775992393493652,0.21797922253608704,0.08660966535202258,0.9132880455276134
smx_p0750,P0750_H0250_seed011,250.0,1342.0,9,-0.1954232156276703,-0.353641152381897,-0.6649717092514038,0.5511713027954102,0.17123749197045057,0.828694153436276,-0.19539964199066162,-0.35366424918174744,-0.7971112728118896,0.3105672597885132,0.17310506688103386,0.8268514940192091
smx_p0750,P0750_H0250_seed011,250.0,1346.0,9,-0.3104494512081146,-0.39706727862358093,-0.5178546905517578,0.6234272718429565,0.2592178769538764,0.7406526504059985,-0.31044474244117737,-0.3970445990562439,-0.7133827209472656,0.3684283196926117,0.26097895416903344,0.7389261496755319
smx_p0750,P0750_H0250_seed011,250.0,1350.0,9,-0.42049217224121094,-0.40756019949913025,-0.3852601945400238,0.6511627435684204,0.34588567799852094,0.6541466216976908,-0.4205150306224823,-0.407545268535614,-0.6295031905174255,0.40439772605895996,0.34828155195573324,0.6517544439587546
smx_p0750,P0750_H0250_seed011,250.0,1354.0,9,-0.5235565900802612,-0.39341261982917786,-0.2669905722141266,0.6482660174369812,0.4305583676606778,0.5694418157280706,-0.5235262513160706,-0.393388956785202,-0.5475637912750244,0.4233720600605011,0.43347398796481146,0.5664667512915644
smx_p0750,P0750_H0250_seed011,250.0,1358.0,9,-0.6183780431747437,-0.358731746673584,-0.16416481137275696,0.6227478981018066,0.5125081728381811,0.4874187303359934,-0.6184201240539551,-0.3587483763694763,-0.46912842988967896,0.4289662837982178,0.5160409736676363,0.48396114979834376
smx_p0750,P0750_H0250_seed011,250.0,1328.2,9,-0.5807546377182007,-0.34848400950431824,0.1976129710674286,0.508021354675293,0.5152498161121806,0.48457861367894617,-0.5807629823684692,-0.348359078168869,-0.628110945224762,0.2100139856338501,0.46839634137627806,0.5314440651090787
smx_p0750,P0750_H0250_seed011,250.0,1329.0,9,-0.7172396779060364,-0.21040576696395874,0.40518999099731445,0.238204225897789,0.6128858456970798,0.38561398798161295,-0.7171587347984314,-0.2101743221282959,-0.5421324968338013,0.146867036819458,0.5807057581809038,0.4186835674570242
smx_p0750,P0750_H0250_seed011,250.0,1329.8,9,-0.7662307620048523,0.05778920650482178,0.4375244677066803,-0.24442125856876373,0.6357504426046655,0.36101052616674023,-0.7661508917808533,0.05746886506676674,-0.4984888434410095,0.005728244781494141,0.6334463957058335,0.36532502255748245
smx_p0750,P0750_H0250_seed011,250.0,1330.6,9,-0.5852640271186829,0.32572677731513977,0.06703002750873566,-0.690045177936554,0.4778687411833256,0.519028425689258,-0.5855904817581177,0.3258262574672699,-0.5846441388130188,-0.14771419763565063,0.5105493283950322,0.48883229135307743
smx_p0750,P0750_H0250_seed011,250.0,1331.4,9,-0.2913784384727478,0.3759675621986389,-0.4675264060497284,-0.7324955463409424,0.2424553125743885,0.7572988363067638,-0.29148390889167786,0.3759860396385193,-0.7457709312438965,-0.18446755409240723,0.288538265225845,0.711463748450462
smx_p0750,P0750_H0250_seed011,250.0,1332.2,9,-0.0961071029305458,0.2653021216392517,-0.8018839359283447,-0.5097001791000366,0.09067958457982671,0.9076935691748997,-0.09606640785932541,0.2653445899486542,-0.8597230911254883,-0.12503975629806519,0.1317591079167429,0.8677526940292468
smx_p0750,P0750_H0250_seed011,250.0,1333.0,9,-0.012185485102236271,0.13343167304992676,-0.937836766242981,-0.2675836682319641,0.028083048124586292,0.9713231274227733,-0.012098399922251701,0.13352346420288086,-0.9117763042449951,-0.047708868980407715,0.05975960269325137,0.9399503474026467
smx_p0750,P0750_H0250_seed011,250.0,1333.8,9,0.01233154907822609,0.023186281323432922,-0.973192572593689,-0.07276014238595963,0.011139116268673217,0.9878794807909205,0.012269609607756138,0.02322298474609852,-0.928796648979187,0.020414024591445923,0.034419411477428836,0.9651125921386745
smx_p0750,P0750_H0250_seed011,250.0,1334.6,9,0.009966067969799042,-0.05909085273742676,-0.9658956527709961,0.06903553009033203,0.014422919938039349,0.9852243716213185,0.01006554625928402,-0.05907273665070534,-0.9292272925376892,0.07391083240509033,0.031589642042048394,0.9682290938295824
smx_p0750,P0750_H0250_seed011,250.0,1335.4,9,-0.004539466463029385,-0.12355984002351761,-0.9407917261123657,0.17815905809402466,0.026370882378804916,0.9735671189346378,-0.004620558116585016,-0.12353997677564621,-0.9216102957725525,0.11804252862930298,0.03900850713982721,0.9609583145571249
smx_p0750,P0750_H0250_seed011,250.0,1336.2,9,-0.024592163041234016,-0.17432604730129242,-0.9083390235900879,0.26236921548843384,0.042109511056283425,0.957696315369277,-0.02462230809032917,-0.17427220940589905,-0.909922182559967,0.15455496311187744,0.0514514079157198,0.9484756755985134
smx_p0750,P0750_H0250_seed011,250.0,1337.0,9,-0.04684518650174141,-0.21460852026939392,-0.8738884925842285,0.32804155349731445,0.0592170424656768,0.9403808233828301,-0.046740349382162094,-0.21458923816680908,-0.8963068723678589,0.1850632280111313,0.06620357402248593,0.9336196663923799
smx_p0750,P0750_H0250_seed011,250.0,1337.8,9,-0.07061419636011124,-0.2480771690607071,-0.8384841680526733,0.38259556889533997,0.07718667210216691,0.9225325368389652,-0.07060538232326508,-0.24804432690143585,-0.8813674449920654,0.21193358302116394,0.08248253399041915,0.9173520949631156
smx_p0750,P0750_H0250_seed011,250.0,1338.6,9,-0.09440165013074875,-0.2758086323738098,-0.8039090633392334,0.4269201457500458,0.09524828356925169,0.9047096983742187,-0.0944153293967247,-0.27576082944869995,-0.8659740686416626,0.23522771894931793,0.09930538197459438,0.9006239370211849
smx_p0750,P0750_H0250_seed011,250.0,1339.4,9,-0.11829482018947601,-0.299146443605423,-0.7699342966079712,0.46420571208000183,0.11326686720215956,0.8867992208305023,-0.11831801384687424,-0.2991218864917755,-0.8501350283622742,0.2560279965400696,0.1164604932370073,0.8835210156684576
