kind,name,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
smx_h,P0550_H0250_seed011,207.5,1332.5,9,-0.9298373460769653,0.0020181224681437016,0.17559054493904114,-0.3231275677680969,0.8646329104810262,0.1353774778945785,-0.9298375844955444,0.0020171338692307472,-0.17689311504364014,-0.32235971093177795,0.8646381954209935,0.13538090576385461
smx_h,P0550_H0250_seed011,217.5,1332.5,9,-0.9370048642158508,-0.26557600498199463,0.20115385949611664,-0.1041419729590416,0.9485341767783851,0.051480924139612534,-0.9370055198669434,-0.26557689905166626,-0.11648085713386536,-0.19415119290351868,0.9485408431167885,0.05148373747848074
smx_h,P0550_H0250_seed011,227.5,1332.5,9,-0.8328948020935059,-0.53484046459198,0.09938837587833405,0.10074387490749359,0.979808680078767,0.02021738343038627,-0.8328930139541626,-0.5348420143127441,-0.13284741342067719,-0.04833780229091644,0.9798030712917956,0.020225688990040316
smx_h,P0550_H0250_seed011,237.5,1332.5,9,-0.630346417427063,-0.7405403852462769,-0.09775668382644653,0.21088355779647827,0.9458208669774475,0.05421638137599449,-0.6303443312644958,-0.7405419945716858,-0.22370319068431854,0.06302431225776672,0.9457947245694086,0.05424021815977324
smx_h,P0550_H0250_seed011,247.5,1332.5,9,-0.3825792670249939,-0.8474337458610535,-0.3124556243419647,0.1938631236553192,0.864655035855991,0.13539714430395483,-0.3825746774673462,-0.8474337458610535,-0.35203319787979126,0.10642868280410767,0.8645930248089657,0.13544438257231287
smx_h,P0550_H0250_seed011,257.5,1332.5,9,-0.14074788987636566,-0.8636638522148132,-0.4779929220676422,0.07388584315776825,0.7659320863142941,0.2341281482920318,-0.1407429575920105,-0.8636623024940491,-0.4767839312553406,0.08205163478851318,0.7658246019129299,0.23421322210282056
smx_h,P0550_H0250_seed011,267.5,1332.5,9,0.07055696099996567,-0.8151454925537109,-0.5648412704467773,-0.10541187971830368,0.6697222514479186,0.3303459477660735,0.07056330144405365,-0.8151423335075378,-0.5747206211090088,0.007169704884290695,0.6695339203820913,0.3305044792435626
smx_h,P0550_H0250_seed011,277.5,1332.5,9,0.24739134311676025,-0.7206971049308777,-0.567880392074585,-0.31009694933891296,0.58127905453698,0.4187847816341865,0.24740147590637207,-0.7206946611404419,-0.6390581130981445,-0.10364510118961334,0.5806261928348588,0.4194100579327174
smx_h,P0550_H0250_seed011,287.5,1332.5,9,0.38211074471473694,-0.5930195450782776,-0.4855441153049469,-0.5120865702629089,0.498291943794586,0.501787712722475,0.3821425139904022,-0.5930070877075195,-0.6552758812904358,-0.23147976398468018,0.5066455534622507,0.4934024761606042
smx_h,P0550_H0250_seed011,297.5,1332.5,9,0.4823203980922699,-0.4049800932407379,-0.3105646073818207,-0.711407482624054,0.3968474499020258,0.6031958318509508,0.4823254346847534,-0.4049542546272278,-0.6476718187332153,-0.42841583490371704,0.3968330225004707,0.6031817163125146
