lam_nm,T_ypol,R_ypol
1300.0,0.7573112582721997,0.2426341755781894
1315.0,0.8121922430628723,0.18779357692337043
1330.0,0.8473285982738906,0.15261672122190437
1332.5,0.8524122501742821,0.14752218738305994
1345.0,0.8753472161517404,0.12459624985367483
1360.0,0.8992569134111257,0.10072407425165184
1375.0,0.9198277686165244,0.08015958709622602
1390.0,0.9370791090776968,0.06288595424462379
1405.0,0.9509048720198936,0.04907634385098162
1414.0,0.9573566704022346,0.04262790249962834
