lam_nm,r11_re,r11_im,r22_re,r22_im,t21_re,t21_im,t12_re,t12_im,R_f,R_b,T,reciprocity_resid,unitarity_resid
1335.0,-0.9547090530395508,0.1274036169052124,-0.926093816757202,0.0971205085515976,0.0036807442083954,-0.0934818089008331,0.0037632791791111,-0.0935155749320983,0.9277010575562057,0.867082150617243,0.008752396473299515,8.917491944736568e-05,0.0635465459704948
1335.2,-0.9476923942565918,0.154340922832489,-0.923835277557373,0.1082304716110229,-0.0003957184962928,-0.1095134764909744,-0.0004091704613529,-0.1095288172364234,0.9219419945925761,0.8651854550446527,0.011993358126267511,2.040328000369219e-05,0.06606464728115635
1335.4,-0.9407917261123656,0.1781590580940246,-0.9216102957725524,0.1180425286293029,-0.0045394664630293,-0.1235598400235176,-0.004620558116585,-0.1235399767756462,0.9168297219024346,0.8632995758391713,0.015287640822406228,8.348895072042967e-05,0.0678826372751592
1335.6,-0.9329221248626708,0.2011971920728683,-0.9188428521156312,0.1278465390205383,-0.0093496013432741,-0.1375544518232345,-0.0093743838369846,-0.1374891251325607,0.9108240011562875,0.8606169244235178,0.019008642261668696,6.986951058152186e-05,0.07016735658204387
1335.8,-0.9253191947937012,0.2223248928785324,-0.9161788821220398,0.1369352638721466,-0.0139880217611789,-0.1501658111810684,-0.0140147916972637,-0.1501466631889343,0.9056439702471145,0.8581350105381249,0.0227454356004595,3.2913144498082683e-05,0.07161059415242599
1336.0,-0.9167661666870116,0.2426990717649459,-0.9130497574806212,0.1459061205387115,-0.019293125718832,-0.1626186519861221,-0.0193100590258836,-0.1625216603279113,0.899363043817564,0.8549484556460784,0.026817050673786154,9.845871546077737e-05,0.07381990550864981
1336.2,-0.908339023590088,0.2623692154884338,-0.909922182559967,0.1545549631118774,-0.024592163041234,-0.1743260473012924,-0.0246223080903291,-0.174272209405899,0.8939173870126108,0.8518456149372079,0.03099434525073907,6.17028602686837e-05,0.07508826773665012
1336.4,-0.8996894359588623,0.2804887592792511,-0.9065721035003662,0.1627955734729766,-0.0301205310970544,-0.1854021251201629,-0.0301421843469142,-0.1854073405265808,0.8881150252579895,0.8483753775874743,0.035281194392641164,2.2272487368832452e-05,0.07660378034936932
1336.6,-0.890822172164917,0.297819584608078,-0.9031326174736024,0.1706533879041671,-0.0357700511813163,-0.1958180218935012,-0.0358259566128253,-0.1958093047142028,0.8822606473967488,0.8447711035478903,0.039624194259797706,5.658097283652552e-05,0.0781151583434535
1336.8,-0.8825392723083496,0.3130260109901428,-0.8998108506202698,0.1779273599386215,-0.0411657243967056,-0.2053089439868927,-0.0411318205296993,-0.2052817344665527,0.8768608507229523,0.8413177123087011,0.04384637934611857,4.3472177252968704e-05,0.07929276993092915
1337.0,-0.8738884925842285,0.3280415534973144,-0.8963068723678589,0.1850632280111313,-0.0468451865017414,-0.2146085202693939,-0.046740349382162,-0.214589238166809,0.8712923582920666,0.8376144078157532,0.04825128847060178,0.00010659559616513685,0.08045635323733158
1337.2,-0.8647645711898804,0.3431717157363891,-0.8925153017044067,0.1924064755439758,-0.0529556386172771,-0.2239314764738083,-0.0529202409088611,-0.2238886356353759,0.8655845900666747,0.8336038156077628,0.0529496058171034,5.5572791892208196e-05,0.08146580411622195
1337.4,-0.8561708927154541,0.3567063808441162,-0.8889193534851074,0.1990362107753753,-0.0586437322199344,-0.2322295308113098,-0.0586236268281936,-0.2322391122579574,0.8602680396680854,0.8297930302002009,0.05736964230952447,2.227175109667186e-05,0.08236231802239014
1337.6,-0.847247838973999,0.3701886534690857,-0.8851151466369629,0.2056612968444824,-0.0646563693881034,-0.240482747554779,-0.0646411478519439,-0.2404337674379348,0.8548685398033663,0.8257253918259267,0.06201239797394645,5.1290808232343023e-05,0.08311906222268728
1337.8,-0.8384841680526733,0.3825955688953399,-0.8813674449920654,0.2119335830211639,-0.0706141963601112,-0.2480771690607071,-0.070605382323265,-0.2480443269014358,0.8494350694133324,0.8217244167040302,0.06652864653675897,3.4004333122811394e-05,0.0840362840499087
1338.0,-0.8298896551132202,0.3942433893680572,-0.8775992393493652,0.217979222536087,-0.0763865411281585,-0.255379319190979,-0.0763975381851196,-0.2554401457309723,0.8441446897243531,0.8176953663640213,0.07105350033597178,6.181264619283454e-05,0.08480180993967512
1338.2,-0.8210389614105225,0.4057483375072479,-0.8736567497253418,0.2239912003278732,-0.0824754908680915,-0.2627173662185669,-0.0825192257761955,-0.2626680135726928,0.8387366895439652,0.8134481741649701,0.07582262110675322,6.59425950477946e-05,0.08544068934928162
1338.4,-0.8123551607131958,0.4165695011615753,-0.8698129057884216,0.2297557592391967,-0.0884106233716011,-0.2693431079387665,-0.0883904844522476,-0.2693393528461456,0.8334510564353659,0.8093621999796773,0.0803621481190691,2.0486014578690316e-05,0.08618679544556507
1338.6,-0.8039090633392334,0.4269201457500458,-0.8659740686416626,0.2352277189493179,-0.0944016501307487,-0.2758086323738098,-0.0944153293967247,-0.2757608294486999,0.8285305929662039,0.8052431673218944,0.08498207323931964,4.972164485117991e-05,0.08648733379447648
1338.8,-0.7954127788543701,0.4366030395030975,-0.8621118664741516,0.2405624091625213,-0.1001549065113067,-0.281766802072525,-0.1001387387514114,-0.2817602753639221,0.8233037028681746,0.8011071430176218,0.08942353604846606,1.7435434758537288e-05,0.08727276108335935
1339.0,-0.7869009971618652,0.4459399580955505,-0.8580877780914307,0.2457871884107589,-0.1061866283416748,-0.287799060344696,-0.1062297448515892,-0.2877929806709289,0.8180756255605994,0.7967259768967543,0.09410389917386296,4.3543034578594064e-05,0.0878204752655376
1339.2,-0.7781887054443359,0.4555492401123047,-0.8540794849395752,0.2510840892791748,-0.112383559346199,-0.2936355173587799,-0.1123557686805725,-0.2936754822731018,0.8131027714480299,0.7924949864838026,0.09885188146587896,4.8677669138123133e-05,0.08804534708609113
1339.4,-0.7699342966079712,0.4642057120800018,-0.8501350283622742,0.2560279965400696,-0.118294820189476,-0.299146443605423,-0.1183180138468742,-0.2991218864917755,0.8082857642209128,0.7882799014608466,0.10348225920543297,3.377865560082594e-05,0.08823197657365422
1339.6,-0.7616734504699707,0.4722745418548584,-0.8461539149284363,0.2607796490192413,-0.1241655796766281,-0.3043522834777832,-0.124190554022789,-0.3043655455112457,0.8031896880350475,0.7839824730913182,0.10804740363457396,2.8277190414284536e-05,0.08876290833037848
1339.8,-0.7533626556396484,0.4804124534130096,-0.8421664237976074,0.2655078172683716,-0.1301863044500351,-0.3092742264270782,-0.1301647573709488,-0.3092818558216095,0.7983514163067305,0.7797386864026663,0.11259902099842484,2.2857914998217607e-05,0.08904956269484465
1340.0,-0.7449649572372437,0.4881166219711303,-0.8380460739135742,0.2701344490051269,-0.1362158507108688,-0.3142184019088745,-0.1362188160419464,-0.3142347037792206,0.7932306241559957,0.7752938425412593,0.11728796208305266,1.6569374314676328e-05,0.08948141376095164
1341.0,-0.7039979696273804,0.5227755904197693,-0.8174614906311035,0.291648805141449,-0.1661729514598846,-0.3360812067985534,-0.1661517918109893,-0.336050271987915,0.7689074591782121,0.7533023142052606,0.14056402736006113,3.747923759373167e-05,0.09052851346172675
1342.0,-0.6649717092514038,0.5511713027954102,-0.7971112728118896,0.3105672597885132,-0.1954232156276703,-0.353641152381897,-0.1953996419906616,-0.3536642491817474,0.7459771791299233,0.7318384040963368,0.16325229786425502,3.3002704815628766e-05,0.09077052300582167
1343.0,-0.6266605854034424,0.5746644735336304,-0.7762913703918457,0.327497124671936,-0.2245821803808212,-0.3683297038078308,-0.224583014845848,-0.3683202862739563,0.7229427464398696,0.7098826584132355,0.18610392645176813,9.4544315618935e-06,0.09095332710836235
