kind,name,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
smx_p0750,P0750_H0250_seed011,250.0,1303.0,9,0.01799260638654232,0.14657782018184662,-0.8424551486968994,-0.04988627880811691,0.10524377830115136,0.8946799570256495,0.017981046810746193,0.1465875208377838,-0.8926559090614319,-0.3316952884197235,0.04067111233185153,0.9592636838083339
smx_p0750,P0750_H0250_seed011,250.0,1307.0,9,0.036806926131248474,0.07123863697052002,-0.8555502891540527,0.05244411528110504,0.0850586743683162,0.9148859531075015,0.03677797317504883,0.07124539464712143,-0.9252151250839233,-0.2582705020904541,0.021731969936645334,0.9782000078314437
smx_p0750,P0750_H0250_seed011,250.0,1311.0,9,0.04050721600651741,-0.013392693363130093,-0.8481730222702026,0.16617745161056519,0.07486968831022815,0.9249769810587163,0.04051137715578079,-0.013364146463572979,-0.9465432167053223,-0.17634865641593933,0.013691522535090435,0.9862131865854517
smx_p0750,P0750_H0250_seed011,250.0,1315.0,9,0.02406373620033264,-0.10675399005413055,-0.8121217489242554,0.29112064838409424,0.07910611947840485,0.920784888343624,0.024082811549305916,-0.1067698523402214,-0.9531770944595337,-0.08614635467529297,0.020517848103064958,0.9794328605563677
smx_p0750,P0750_H0250_seed011,250.0,1319.0,9,-0.02209656313061714,-0.2093527913093567,-0.7313390970230103,0.4273466467857361,0.10554436070233733,0.8944226352747029,-0.022116489708423615,-0.20935343205928802,-0.9391505122184753,0.012429803609848022,0.0495001624966145,0.9504718100907621
smx_p0750,P0750_H0250_seed011,250.0,1323.0,9,-0.12371398508548737,-0.3211365044116974,-0.5611521005630493,0.5730000734329224,0.1750165325021127,0.824950154659029,-0.1237017884850502,-0.3211183249950409,-0.8896422982215881,0.11992931365966797,0.12027437548782509,0.8796531096343542
smx_p0750,P0750_H0250_seed011,250.0,1327.0,9,-0.4004058241844177,-0.40503790974617004,-0.09729379415512085,0.6450503468513489,0.3804714850396223,0.6186617787435831,-0.4003745913505554,-0.40508708357810974,-0.7348116636276245,0.22088688611984253,0.326814073503631,0.672868061904005
smx_p0750,P0750_H0250_seed011,250.0,1331.0,9,-0.43428510427474976,0.38120919466018677,-0.21292802691459656,-0.7638269066810608,0.35555594191140777,0.6426406854054004,-0.4340399503707886,0.3811875581741333,-0.6658843755722046,-0.18335533142089844,0.3977271035210573,0.6014415263183859
smx_p0750,P0750_H0250_seed011,250.0,1335.0,9,0.003680744208395481,-0.09348180890083313,-0.9547090530395508,0.1274036169052124,0.01974709429550439,0.9801915671534747,0.003763279179111123,-0.09351557493209839,-0.9260938167572021,0.0971205085515976,0.0344614394189408,0.9655208924154357
smx_p0750,P0750_H0250_seed011,250.0,1339.0,9,-0.1061866283416748,-0.28779906034469604,-0.7869009971618652,0.44593995809555054,0.1041283167981731,0.8954927523445955,-0.1062297448515892,-0.28779298067092896,-0.8580877780914307,0.24578718841075897,0.10774061537990035,0.8920582802584065
smx_p0750,P0750_H0250_seed011,250.0,1343.0,9,-0.22458218038082123,-0.3683297038078308,-0.6266605854034424,0.5746644735336304,0.1933629007427361,0.8064383820468451,-0.22458301484584808,-0.3683202862739563,-0.7762913703918457,0.32749712467193604,0.1950440640816565,0.8048767638405483
smx_p0750,P0750_H0250_seed011,250.0,1347.0,9,-0.3384672701358795,-0.40225815773010254,-0.48343268036842346,0.6338662505149841,0.28092230183854167,0.7189811459398261,-0.33847010135650635,-0.40228331089019775,-0.6924084424972534,0.3792494535446167,0.2828654435098196,0.717108534381712
smx_p0750,P0750_H0250_seed011,250.0,1351.0,9,-0.4467628300189972,-0.4061046540737152,-0.3544217646121979,0.6529113054275513,0.3670690074134036,0.6328041680005445,-0.4467751979827881,-0.4060734510421753,-0.6088690757751465,0.41052985191345215,0.36960157106830716,0.630288322038301
smx_p0750,P0750_H0250_seed011,250.0,1355.0,9,-0.5481976270675659,-0.3864865005016327,-0.23977291584014893,0.6437123417854309,0.4514011986735894,0.5485824218596332,-0.548193633556366,-0.38647133111953735,-0.5275789499282837,0.42584580183029175,0.4544798801614216,0.5454893652513544
smx_p0750,P0750_H0250_seed011,250.0,1359.0,9,-0.6403612494468689,-0.3474023938179016,-0.141440749168396,0.6135563850402832,0.5323083451825479,0.4676162273041218,-0.6403665542602539,-0.34739312529563904,-0.4503879249095917,0.42860114574432373,0.53592773196532,0.4640173606195308
smx_p0750,P0750_H0250_seed011,250.0,1328.4,9,-0.615955650806427,-0.32415682077407837,0.25251537561416626,0.4583134949207306,0.540733473918642,0.4575770446952525,-0.615814745426178,-0.3240776062011719,-0.6065137386322021,0.20010952651500702,0.49631300377731447,0.502896121952251
smx_p0750,P0750_H0250_seed011,250.0,1329.2,9,-0.7448206543922424,-0.15384377539157867,0.44136741757392883,0.13351747393608093,0.6311369579545206,0.3668010431404869,-0.7446692585945129,-0.15386955440044403,-0.5230334401130676,0.11846420168876648,0.6050522707469916,0.3940580096593837
smx_p0750,P0750_H0250_seed011,250.0,1330.0,9,-0.7451452016830444,0.1342867910861969,0.3860478401184082,-0.3765707015991211,0.6150824525184737,0.38280658652574356,-0.7453457117080688,0.13418081402778625,-0.5058751106262207,-0.036714017391204834,0.6223110304338437,0.37717697118827437
smx_p0750,P0750_H0250_seed011,250.0,1330.8,9,-0.5100750923156738,0.3625418543815613,-0.07437729835510254,-0.7426154613494873,0.41673667072495457,0.5813729624687001,-0.5098388195037842,0.3627297580242157,-0.6245731115341187,-0.1707412600517273,0.4549295799730377,0.5444233794481601
smx_p0750,P0750_H0250_seed011,250.0,1331.6,9,-0.23063777387142181,0.3565356731414795,-0.5735955238342285,-0.6890655755996704,0.19462029767160846,0.8041248140974122,-0.23078854382038116,0.35661083459854126,-0.780550479888916,-0.17482617497444153,0.24055832042909686,0.7590956363967587
smx_p0750,P0750_H0250_seed011,250.0,1332.4,9,-0.06597473472356796,0.23045755922794342,-0.8514474630355835,-0.44447827339172363,0.06804745169907009,0.9309628839397325,-0.06595871597528458,0.2303340882062912,-0.8780595064163208,-0.1049809455871582,0.10667853423781681,0.8930214467444452
smx_p0750,P0750_H0250_seed011,250.0,1333.2,9,-0.0016993400640785694,0.10245169699192047,-0.9535819292068481,-0.2118847668170929,0.02069187258177034,0.9785456501755785,-0.00177445774897933,0.10238073021173477,-0.9186400175094604,-0.02895355224609375,0.04992972196987714,0.9497568606867262
smx_p0750,P0750_H0250_seed011,250.0,1334.0,9,0.013502277433872223,0.0011712221894413233,-0.9738996028900146,-0.03414364904165268,0.010765792536985872,0.9883654531108187,0.0134402671828866,0.0011251602554693818,-0.9300239086151123,0.03440532088279724,0.03231935050950207,0.9673290655597663
smx_p0750,P0750_H0250_seed011,250.0,1334.8,9,0.006994529161602259,-0.07767639309167862,-0.9604570865631104,0.10067534446716309,0.016999203051548173,0.9827752772886327,0.006992904003709555,-0.07766377180814743,-0.9277808666229248,0.08640193939208984,0.032840060364859404,0.9670744753073962
smx_p0750,P0750_H0250_seed011,250.0,1335.6,9,-0.009349601343274117,-0.13755445182323456,-0.9329221248626709,0.20119719207286835,0.030108625677823245,0.969548935970995,-0.009374383836984634,-0.13748912513256073,-0.9188428521156311,0.12784653902053833,0.04178636144404947,0.9579702315241114
smx_p0750,P0750_H0250_seed011,250.0,1336.4,9,-0.03012053109705448,-0.18540212512016296,-0.8996894359588623,0.2804887592792511,0.046382126914118235,0.9534190176569279,-0.03014218434691429,-0.1854073405265808,-0.9065721035003662,0.16279557347297668,0.05505873858437893,0.9448648941849758
smx_p0750,P0750_H0250_seed011,250.0,1337.2,9,-0.052955638617277145,-0.2239314764738083,-0.8647645711898804,0.34317171573638916,0.06384630840053726,0.9358236247998685,-0.05292024090886116,-0.22388863563537598,-0.8925153017044067,0.19240647554397583,0.07034957732413327,0.9294880176067197
smx_p0750,P0750_H0250_seed011,250.0,1338.0,9,-0.07638654112815857,-0.255379319190979,-0.8298896551132202,0.39424338936805725,0.08162872140405524,0.9181388895967216,-0.07639753818511963,-0.2554401457309723,-0.8775992393493652,0.21797922253608704,0.08660966535202258,0.9132880455276134
smx_p0750,P0750_H0250_seed011,250.0,1338.8,9,-0.10015490651130676,-0.281766802072525,-0.7954127788543701,0.43660303950309753,0.09957426862632703,0.9001392724756795,-0.10013873875141144,-0.2817602753639221,-0.8621118664741516,0.24056240916252136,0.1033965433062777,0.8964841886402626
smx_p0750,P0750_H0250_seed011,250.0,1339.6,9,-0.12416557967662811,-0.3043522834777832,-0.7616734504699707,0.4722745418548584,0.11771909046208709,0.8822744964730405,-0.124190554022789,-0.3043655455112457,-0.8461539149284363,0.26077964901924133,0.12073979733929954,0.8792423928405321
