kind,name,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
smx_h,P0550_H0250_seed011,205.0,1332.5,9,-0.9139963388442993,0.06211649253964424,0.1520017385482788,-0.3708098530769348,0.8392816050873809,0.16072743120049135,-0.9139953255653381,0.06211565062403679,-0.20068049430847168,-0.3468409776687622,0.8392837065208519,0.16073154150398866
smx_h,P0550_H0250_seed011,215.0,1332.5,9,-0.9449343085289001,-0.19600382447242737,0.20638340711593628,-0.16096985340118408,0.9313440039195391,0.0686697470002895,-0.9449341297149658,-0.1960047483444214,-0.12522195279598236,-0.22973966598510742,0.9313496133164046,0.06867213359700877
smx_h,P0550_H0250_seed011,225.0,1332.5,9,-0.8695967793464661,-0.4711150825023651,0.13619643449783325,0.05570827051997185,0.978182035701966,0.021840841324976983,-0.869595468044281,-0.4711161255836487,-0.12093710154294968,-0.08355820924043655,0.9781799046762539,0.0218470532801242
smx_h,P0550_H0250_seed011,235.0,1332.5,9,-0.6876112222671509,-0.6978389620780945,-0.04355320334434509,0.19516287744045258,0.9598594881497506,0.04017488372828889,-0.6876095533370972,-0.6978399157524109,-0.19568605720996857,0.04085308313369751,0.9598391419076808,0.0401936799863597
smx_h,P0550_H0250_seed011,245.0,1332.5,9,-0.4455587863922119,-0.8300849795341492,-0.26140639185905457,0.20937412977218628,0.887692319171006,0.11235631484295247,-0.4455549418926239,-0.8300852179527283,-0.3189172148704529,0.10241839289665222,0.8876398689515851,0.1123969609601359
smx_h,P0550_H0250_seed011,255.0,1332.5,9,-0.19884128868579865,-0.8667013049125671,-0.4434206783771515,0.1111140251159668,0.7909001248999821,0.2091581204356915,-0.19883659482002258,-0.8667000532150269,-0.44755104184150696,0.09362565726041794,0.7908055759988392,0.20923224709723184
smx_h,P0550_H0250_seed011,265.0,1332.5,9,0.021021271124482155,-0.8320541977882385,-0.5509902238845825,-0.05717603862285614,0.693015159899745,0.3070520115260911,0.021027332171797752,-0.832051694393158,-0.5533148646354675,0.029656115919351578,0.6928546652987482,0.30718427540872734
smx_h,P0550_H0250_seed011,275.0,1332.5,9,0.2062510997056961,-0.7482728958129883,-0.5750048160552979,-0.2576737403869629,0.6028978858295816,0.397171173778112,0.20626062154769897,-0.7482693791389465,-0.626112163066864,-0.07290787994861603,0.602503553315898,0.397533983181012
smx_h,P0550_H0250_seed011,285.0,1332.5,9,0.3510221540927887,-0.6238374710083008,-0.5138043165206909,-0.4611436426639557,0.5172919736703695,0.4827643946392171,0.35101112723350525,-0.6238310933113098,-0.6545801758766174,-0.21434196829795837,0.5204144078806581,0.4795872844196057
smx_h,P0550_H0250_seed011,295.0,1332.5,9,0.46472859382629395,-0.45725980401039124,-0.36553218960762024,-0.6637026071548462,0.42525053320103773,0.5747964766605337,0.4647365212440491,-0.45723554491996765,-0.6583593487739563,-0.3755236864089966,0.4253133325960443,0.5747057611389639
