lam_nm,f_ED,f_MD,f_EQ,f_MQ,C_total_exact,px_given_ED,py_given_ED,pz_given_ED,mx_given_MD,my_given_MD,mz_given_MD,Qxx_given_EQ,Qyy_given_EQ,Qzz_given_EQ,Qxy_given_EQ,Qxz_given_EQ,Qyz_given_EQ,Cpx_total_fraction,Cmy_total_fraction,CQxz_total_fraction,ED_EQ_balance,CT_diag_over_CED,class,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxx_re,Qxx_im,Qyy_re,Qyy_im,Qzz_re,Qzz_im,Qxy_re,Qxy_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qmxx_re,Qmxx_im,Qmyy_re,Qmyy_im,Qmzz_re,Qmzz_im,Qmxy_re,Qmxy_im,Qmxz_re,Qmxz_im,Qmyz_re,Qmyz_im,Tx_re,Tx_im,Ty_re,Ty_im,Tz_re,Tz_im,txx_re,txx_im,rxx_re,rxx_im,tyx_re,tyx_im,ryx_re,ryx_im,tbg_re,tbg_im,rbg_re,rbg_im,E_up_re,E_up_im,E_dn_re,E_dn_im,I0_re,I0_im,I1_re,I1_im,I2_re,I2_im,T,R,en_res,U_proxy,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im
1300.0,0.546552386541969,0.11274059935974949,0.24061882785511862,0.10008818624316279,3.598909283476697e-12,0.6648955452312026,0.1302156612868007,0.20488879348199648,0.2709556556212905,0.6479007884346248,0.08114355594408476,0.01697959357509443,0.00906107610979627,0.0012343835549776395,0.045087394536837196,0.900309070202212,0.027328482021082484,0.36340024704723756,0.07304472321377385,0.21663131317938797,0.4402484259148722,0.041026791325941135,mixed_higher_order,-1.0585719217127048e-31,1.8789541486584774e-30,-8.119724643493883e-32,8.288678664747822e-31,-1.2778582314697524e-31,1.036843440317133e-30,1.587452092918776e-22,3.9462970948318827e-23,2.39493621202016e-22,8.138916151569396e-23,7.569836571296726e-23,-4.7778994155580794e-23,-2.408660700825597e-37,3.8279025232860976e-37,1.7874361787190365e-37,-2.7785798808278723e-37,6.212246240453181e-38,-1.0493242253880669e-37,-2.492555158336646e-37,4.576511320703695e-37,4.025980117920724e-37,-2.2936228711837243e-36,-7.027527339192388e-38,3.99584533821679e-37,7.777936705885338e-29,1.0845317529985079e-29,-2.8248948357749653e-31,-8.875473287622278e-30,-7.749688439871692e-29,-1.9698432675855122e-30,4.29998415863354e-28,4.994804578429146e-29,-7.411333105172889e-29,-1.6119484961344648e-28,-3.560193064455094e-30,-1.2937899230064623e-29,-9.56009449161678e-38,1.4682892499766178e-38,-2.408962665869211e-39,1.4628306673504281e-37,3.0553948403031165e-37,3.5247916968145015e-38,-0.0034890389069914818,0.19644317030906677,-0.8225330114364624,-0.11835643649101257,-0.2897739112377167,0.050202492624521255,-0.4267881512641907,0.04559420794248581,0.3483501374721527,0.918523907661438,0.1869918406009674,0.0,-1.0330376999429989,-0.640756845505178,-1.113824721417988,0.5851686619651331,3.298850239010808e-15,8.833588570567441e-17,-3.919897300030267e-22,-2.5776698007955623e-23,8.064950891474212e-30,4.652270681890045e-31,0.12509130245329073,0.8747957588189952,0.00011293872771411806,31.14811134338379,-0.9116989319798727,-0.05136362114734992,0.15735920587092003,-0.8964839939727622,-0.13172892118780566,0.3876220833927528
1301.0,0.5476941366709215,0.1073242165727682,0.2422725307305426,0.10270911602576775,3.595423511673267e-12,0.6613901897643755,0.12926679119114123,0.20934301904448321,0.2914315381360938,0.620723146861218,0.0878453150026882,0.01714805431543717,0.009099644777951462,0.0012695907800311151,0.04521833050388265,0.8992166945572191,0.028047685065478528,0.36223952898561657,0.06661862544546356,0.21785550426553082,0.4423500536324173,0.04130699394697295,mixed_higher_order,-9.5939299181435e-32,1.8784576355480835e-30,-6.511102690891148e-32,8.289841616208353e-31,-1.094456533885048e-31,1.0525242842263782e-30,1.6164683023214663e-22,3.639826124369833e-23,2.301060083282516e-22,7.434328587642752e-23,7.567692197072301e-23,-5.048305287791377e-23,-2.302463974592061e-37,3.946390232031426e-37,1.7354671158067147e-37,-2.840015365625864e-37,5.669968281517126e-38,-1.106373448950508e-37,-2.4064511369456086e-37,4.66180877380575e-37,3.5838956868678775e-37,-2.3119048561047676e-36,-6.055222082899307e-38,4.087223031880204e-37,7.694329167057897e-29,8.998456497879987e-30,2.6493694008359857e-30,-8.390075222114766e-30,-7.959266367882847e-29,-6.083830683620084e-31,4.382606125912417e-28,4.199057460465821e-29,-7.774040405473508e-29,-1.6015903985884846e-28,-4.337865530530608e-30,-1.274068546395579e-29,-9.622822632820067e-38,1.4604411035381492e-38,8.33987667340347e-40,1.4636372733814133e-37,3.1120646300182244e-37,2.995975564334609e-38,0.004317959770560265,0.18039031326770782,-0.8299515247344971,-0.09629879891872406,-0.28683847188949585,0.05730501562356949,-0.4251478612422943,0.054047342389822006,0.34920307993888855,0.9181999564170837,0.1869918406009674,0.0,-1.040836308646822,-0.6591233685690467,-1.106102709330079,0.6127479776485942,3.2991461022144267e-15,7.402276820881684e-17,-4.0699317000845835e-22,-2.0833282278671258e-23,8.093474947005815e-30,4.174741103597703e-31,0.11811948366892058,0.881764811220605,0.00011570511047442888,31.776737213134766,-0.9107574331501691,-0.046515517947901694,0.13986466241830267,-0.9022410820358471,-0.12023263605973294,0.3721419039841076
1302.0,0.5492506965168082,0.10166183567455188,0.24345073911498302,0.10563672869365685,3.589441885849331e-12,0.6575115338834545,0.12821049313955768,0.2142779729769877,0.31525595150558955,0.589211528177424,0.09553252031698661,0.0174135926937703,0.009166140853246076,0.0013238357132196166,0.045475150078965736,0.8977689978010611,0.028852282859737045,0.3611386679533224,0.05990032555512487,0.21856252606918591,0.4432415664811686,0.04162703214440619,mixed_higher_order,-8.578154022974332e-32,1.877409950409896e-30,-4.924420946353297e-32,8.28430643761417e-31,-9.021504009339067e-32,1.0690751431605222e-30,1.6453830680229358e-22,3.314841484741028e-23,2.1935822521351176e-22,6.733987496340168e-23,7.57767762595241e-23,-5.2865748869750966e-23,-2.193849296452247e-37,4.068357771410441e-37,1.6815198843135727e-37,-2.9014323198382264e-37,5.123297334393068e-38,-1.1669254515722151e-37,-2.324312782131075e-37,4.742784442060434e-37,3.115595803643539e-37,-2.325991397607092e-36,-4.995968473699952e-38,4.177277546628164e-37,7.619360312775559e-29,7.172053350591393e-30,5.6511596458094724e-30,-8.018890128003291e-30,-8.184476211970521e-29,8.468389024564119e-31,4.468842705606837e-28,3.358376410481756e-29,-8.132112499707125e-29,-1.5898990394886533e-28,-5.130204656282049e-30,-1.2467063382179235e-29,-9.68991966148891e-38,1.4576344363491092e-38,4.050959128085866e-39,1.4632411116958585e-37,3.1726645675418303e-37,2.4387825215499873e-38,0.011557599529623985,0.16362515091896057,-0.8366187810897827,-0.07328785210847855,-0.2834963798522949,0.06415138393640518,-0.42333516478538513,0.06223923712968826,0.35005438327789307,0.9178757071495056,0.1869918406009674,0.0,-1.0496826807947766,-0.6775823582954067,-1.0969716552720172,0.6408174333537542,3.29889291648862e-15,5.909302317617338e-17,-4.222047892226312e-22,-1.5095195948024552e-23,8.12123345194916e-30,3.6758276951031115e-31,0.11139236557045254,0.8883884785211826,0.0002191559083648542,32.44874572753906,-0.9095503537863706,-0.04155865385035809,0.12140214936008784,-0.9063446379416272,-0.10882263423393151,0.3544874403403334
1303.0,0.5509506504742384,0.09613697460610594,0.24419467312230608,0.10871770179734953,3.5832795457068634e-12,0.6534735601312398,0.12718017939285153,0.21934626047590858,0.3414095270990722,0.5540504521206554,0.10454002078027244,0.01772944555569652,0.009248938081270513,0.0013893341660695527,0.04585786918398219,0.8960656322648355,0.029708780748145806,0.36003168302202293,0.05326473424602497,0.21881445416704404,0.44322422146541096,0.04196669114777951,mixed_higher_order,-7.534913385072175e-32,1.8762433276894166e-30,-3.323424948761639e-32,8.277229734948106e-31,-7.016575905037311e-32,1.0856379866728953e-30,1.6733590783608732e-22,2.980808503646522e-23,2.0779441418098492e-22,6.086732419877902e-23,7.596752196373628e-23,-5.545301415527214e-23,-2.0801859284507444e-37,4.189800711700148e-37,1.625939840120676e-37,-2.961641136156019e-37,4.5424590661965e-38,-1.2281574637493036e-37,-2.240410830739354e-37,4.8248677954912355e-37,2.643547510511415e-37,-2.336603907316011e-36,-3.916114592838544e-38,4.263785119149853e-37,7.542804530381597e-29,5.397790059845363e-30,8.72021422521702e-30,-7.807851164248704e-30,-8.414826412012966e-29,2.4100609404356032e-30,4.555965067124579e-28,2.4768229300580575e-29,-8.495295481453294e-29,-1.576995845411983e-28,-5.927180561854586e-30,-1.2155354732709505e-29,-9.7601009414751e-38,1.4572636630253186e-38,7.339333973523221e-39,1.4620391607482273e-37,3.234150363167727e-37,1.851777319646864e-38,0.01799260638654232,0.14657782018184662,-0.8424551486968994,-0.04988627880811691,-0.27996569871902466,0.07109285891056061,-0.4212699830532074,0.07065578550100327,0.3509041368961334,0.9175512194633484,0.1869918406009674,0.0,-1.0595407493291558,-0.6955968110873831,-1.0868295422545422,0.6687901050677003,3.2986495938640112e-15,4.361921190783605e-17,-4.372644425589086e-22,-8.699859358437592e-24,8.149834553545177e-30,3.153651977355707e-31,0.10524377830115136,0.8946799570256495,7.626467319910013e-05,33.15277099609375,-0.9082875496255142,-0.0364764415903127,0.10285029048671357,-0.9090829261220648,-0.09828736845958055,0.3355423689030648
1304.0,0.5528971925416631,0.09048028708083501,0.2444720753727193,0.11215044500478252,3.5741481628775456e-12,0.6489516939842439,0.1261268785688725,0.22492142744688365,0.37174274728313267,0.5131267444463059,0.1151305082705615,0.018137754303504065,0.009352298198614125,0.0014764822441528582,0.0463113438474304,0.8940941777589885,0.030627943647310172,0.358803569699045,0.04642785514635603,0.21858105921540494,0.4421655213130736,0.0423724193552743,mixed_higher_order,-6.470981920873037e-32,1.8739181120471078e-30,-1.7381491720229602e-32,8.264393721597918e-31,-4.865286824220401e-32,1.1027990533771186e-30,1.7010965302164823e-22,2.614802046629884e-23,1.9471834133343878e-22,5.45111639807807e-23,7.620712718710818e-23,-5.801933546711453e-23,-1.957851787143892e-37,4.3155305205726075e-37,1.564179572574115e-37,-3.0220439130076784e-37,3.9367242947936247e-38,-1.2934860917819239e-37,-2.1523112689994885e-37,4.902795387918064e-37,2.1388826887300802e-37,-2.3429250956409643e-36,-2.7068887061803594e-38,4.345974123830025e-37,7.471841230168881e-29,3.542313575542546e-30,1.1889396664857436e-29,-7.685367828670719e-30,-8.660781422963977e-29,4.143055897844896e-30,4.646624422011096e-28,1.5222320367610267e-29,-8.844847592375157e-29,-1.5630714056029552e-28,-6.789344579002102e-30,-1.1849381364882221e-29,-9.835940565489595e-38,1.4590955287798775e-38,1.0535278419640882e-38,1.4600149465824415e-37,3.2990012599770754e-37,1.218248812667675e-38,0.023948047310113907,0.12843474745750427,-0.8472741842269897,-0.02512078918516636,-0.2761234641075134,0.07762870192527771,-0.4192220866680145,0.07887458056211472,0.3517521917819977,0.9172264337539673,0.1869918406009674,0.0,-1.0705583195525945,-0.7140508889284094,-1.0746325065379947,0.6974574114846734,3.29702879164301e-15,2.7753828661526306e-17,-4.527098325435035e-22,-1.2635847110450668e-24,8.174969017474595e-30,2.620460943134342e-31,0.09933937611777724,0.9004729547159303,0.00018766916629253672,33.903472900390625,-0.9064662387047521,-0.03130193686069019,0.08308813611067156,-0.9101447230811228,-0.08795606212413884,0.3141862561047431
1305.0,0.5551264821987305,0.08492083754999807,0.24409189842492277,0.11586078182634867,3.5638562047241964e-12,0.6440615180874268,0.12506061237225405,0.23087786954031905,0.40570515651076827,0.4667203762768583,0.12757446721237348,0.018641475623190015,0.009494702857403222,0.001580017283827412,0.04687940589780537,0.8917502487351634,0.03165414960261048,0.35753560485544733,0.03963428525508106,0.2176690111346631,0.4397050154374368,0.042771769992835364,mixed_higher_order,-5.399631318197466e-32,1.871111004750181e-30,-1.0216236729417368e-33,8.248530409741035e-31,-2.62422279905903e-32,1.1204402584384891e-30,1.7276302257884514e-22,2.234642549097223e-23,1.8038589038931817e-22,4.8695435237505745e-23,7.639158180298887e-23,-6.088345782698844e-23,-1.8316691814174437e-37,4.44177113087541e-37,1.502289629362969e-37,-3.082324415493706e-37,3.293796279627339e-38,-1.3594468048535881e-37,-2.05895647335972e-37,4.978638493283485e-37,1.6280646633662693e-37,-2.3441224517050744e-36,-1.461881186344166e-38,4.424681700547422e-37,7.399089227414593e-29,1.7997130764166633e-30,1.5161399224468273e-29,-7.79085493722851e-30,-8.915229413824248e-29,5.991141860811846e-30,4.739213946857294e-28,5.226841452987576e-30,-9.207694947529701e-29,-1.5480543481157542e-28,-7.627778702347709e-30,-1.1506195086538375e-29,-9.911393026214899e-38,1.4647012940120088e-38,1.387199153759567e-38,1.4573159436690487e-37,3.3665378869522153e-37,5.52467986665564e-39,0.02904907613992691,0.10995693504810333,-0.8511391878128052,7.15619171387516e-05,-0.2720722556114197,0.08437857031822205,-0.41688376665115356,0.08737990260124207,0.35259881615638733,0.9169013500213623,0.1869918406009674,0.0,-1.0824862845211616,-0.7320969626244118,-1.0610838317642355,0.7259198238502251,3.294709104010585e-15,1.156990770422022e-17,-4.679801466445793e-22,6.91016658288274e-24,8.196630311142372e-30,2.07221865771599e-31,0.09407743179218893,0.9058652444276056,5.73237802053983e-05,34.70326232910156,-0.9044147933113025,-0.026099501473761104,0.06314774707557125,-0.9092148182147375,-0.07851192997974414,0.2908372073584401
1306.0,0.5574714774230765,0.0795601144536776,0.24315410709500088,0.11981430102824507,3.552313299878645e-12,0.6389385648325902,0.123863927352675,0.237197507814735,0.4435490746337198,0.41491379457812244,0.1415371307881578,0.019252200632890588,0.009662082394489483,0.0017092814516138253,0.04748478556912581,0.8891158606468116,0.03277578930506865,0.3561900257198041,0.033010588985045095,0.2161921731995787,0.43617318005036926,0.043223445111704416,mixed_higher_order,-4.3173294484132576e-32,1.8676969829051935e-30,1.5269076143936314e-32,8.22413916034452e-31,-2.663199693106759e-33,1.1382737952017672e-30,1.7532795843072097e-22,1.8365294523936112e-23,1.6487498298517045e-22,4.34406707588122e-23,7.656880839806501e-23,-6.367093758236423e-23,-1.697355589796917e-37,4.571666908663532e-37,1.4353226110320469e-37,-3.142431031655477e-37,2.620330376182921e-38,-1.429236638312884e-37,-1.961434795098524e-37,5.047812220757186e-37,1.1066093847555695e-37,-2.340753463798879e-36,-1.4842036428851595e-39,4.4992020287592515e-37,7.324643000117012e-29,-2.5611724989445845e-32,1.8532112968757162e-29,-7.971148506534667e-30,-9.177854826538408e-29,7.99676263102797e-30,4.833212554085941e-28,-5.3837869950690124e-30,-9.557908701266444e-29,-1.5306871588052688e-28,-8.533298974924416e-30,-1.1177887164055568e-29,-9.992405714484803e-38,1.4694351535078157e-38,1.716030608277751e-38,1.4525095764246808e-37,3.435892939212014e-37,-1.5513272549290613e-39,0.03333762288093567,0.09083425998687744,-0.8538775444030762,0.025884153321385384,-0.2675744593143463,0.09086956083774567,-0.4141753911972046,0.09577061980962753,0.35344356298446655,0.916576087474823,0.1869918406009674,0.0,-1.095581427868632,-0.7499881693167166,-1.0459863425888072,0.7542983339571043,3.291816422053411e-15,-4.7256903900211374e-18,-4.831954739344453e-22,1.5968850720860484e-23,8.218072225121895e-30,1.517252589133005e-31,0.08921562825092465,0.91049011652107,0.00029425522800530235,35.540706634521484,-0.9020733576529442,-0.020852139866747176,0.04285635482827668,-0.9065182565051219,-0.06998601389367125,0.2656253379231766
1307.0,0.5601450349086357,0.0743202787639937,0.2412774508484731,0.12425723547889755,3.539021285238187e-12,0.6330585203861901,0.1227547296097626,0.2441867500040474,0.48613282473815983,0.3553507027144897,0.1585164725473505,0.020024314244418643,0.00987997812996225,0.0018716737470611648,0.04845061791407281,0.8857380400503525,0.03403537591413257,0.35460458700093167,0.02640976328472193,0.21370861642287184,0.4307410327895301,0.04371195729810626,mixed_higher_order,-3.2272557729770664e-32,1.8631136494733796e-30,3.1553196893201807e-32,8.199367347978653e-31,2.2159870529145548e-32,1.1570815783325109e-30,1.7774649951270273e-22,1.4208326226406542e-23,1.4744564970074397e-22,3.875077598614845e-23,7.706767555162445e-23,-6.654623249804147e-23,-1.5556564358501389e-37,4.7058098958311485e-37,1.3652595204750807e-37,-3.2025417210553554e-37,1.9039688156321704e-38,-1.5032678277452073e-37,-1.8645962326199734e-37,5.122649803104644e-37,5.751609279610774e-38,-2.3301421498727227e-36,1.225267320162962e-38,4.567421505351685e-37,7.264743719668594e-29,-1.842283977039712e-30,2.196723410419254e-29,-8.319548734990742e-30,-9.461468192426706e-29,1.0161830222173758e-29,4.932121460850132e-28,-1.6617399198829084e-29,-9.911198724111258e-29,-1.5131708215220408e-28,-9.4229967858549e-30,-1.0773921985130677e-29,-1.0077087089487778e-37,1.481499775831535e-38,2.048161089053655e-38,1.4476266567421959e-37,3.5102810865649527e-37,-9.066560978509355e-39,0.036806926131248474,0.07123863697052002,-0.8555502891540527,0.05244411528110504,-0.26298344135284424,0.09730719774961472,-0.41147083044052124,0.10421624779701233,0.35428696870803833,0.9162504076957703,0.1869918406009674,0.0,-1.1095330088720154,-0.7675559912398309,-1.0290875940941229,0.7826699418993223,3.287444773629947e-15,-2.151220319416165e-17,-4.983258494545453e-22,2.5895543779282438e-23,8.23354752868718e-30,9.444573625320135e-32,0.0850586743683162,0.9148859531075015,5.537252418230665e-05,36.45735549926758,-0.899171174724237,-0.015575299796357519,0.022240545472678733,-0.9010283891460148,-0.06238249338469729,0.23736369228701149
1308.0,0.5629967172353729,0.06941133937979435,0.23852774847856764,0.12906419490626503,3.5248816508975333e-12,0.6267568829180848,0.12152722541126733,0.25171589167064784,0.532500275768307,0.2897167244999929,0.17778299973169998,0.02095749216368865,0.010147526391694032,0.002069003617740297,0.04946047657087514,0.8819376239246697,0.035427877331332194,0.3528620675875567,0.020109625888271386,0.2103665957332892,0.4236752030275977,0.04423340671069105,mixed_higher_order,-2.137779662992844e-32,1.8578089441242865e-30,4.803474155588942e-32,8.167086858269027e-31,4.867611721095321e-32,1.176424670774858e-30,1.800038487997665e-22,9.789822225569507e-24,1.2832726719677917e-22,3.4825789314385757e-23,7.744189715074761e-23,-6.965936039647337e-23,-1.4072033510364652e-37,4.842639143379804e-37,1.2928376912284612e-37,-3.262258687137951e-37,1.1436567283996697e-38,-1.5803806233096662e-37,-1.7622240147251468e-37,5.186913493320696e-37,3.203996990480555e-39,-2.313229843677161e-36,2.697958456889591e-38,4.628457302155506e-37,7.211984251142686e-29,-3.655416364860394e-30,2.5457198826307174e-29,-8.894997779949311e-30,-9.757704400171858e-29,1.2550414810805842e-29,5.033519093580349e-28,-2.871112275023283e-29,-1.025964064683018e-28,-1.4939832060151097e-28,-1.037979820459391e-29,-1.0371086975127917e-29,-1.016568466476969e-37,1.4950590559960284e-38,2.38155977877625e-38,1.4416409276359062e-37,3.5879604295976287e-37,-1.7180208240028922e-38,0.03932628780603409,0.05082765221595764,-0.855862021446228,0.07990366965532303,-0.2580212652683258,0.103559210896492,-0.40857994556427,0.1126483902335167,0.3551287055015564,0.9159244298934937,0.1869918406009674,0.0,-1.12493840754042,-0.7850632281883545,-1.0102043803299987,0.8110304561160103,3.282264270196408e-15,-3.837818327374304e-17,-5.134547186631237e-22,3.6943341299958706e-23,8.24760413797384e-30,3.6497000361616687e-32,0.08142949063456122,0.9185116279179151,5.888144752375091e-05,37.43827438354492,-0.8959255488698197,-0.010309410039106098,0.0012370402923179312,-0.8931214762445091,-0.056021036188097485,0.20642824243414334
1309.0,0.5660037825680331,0.06497327847011251,0.2346614427696991,0.13436149619215534,3.5100435026568175e-12,0.6197364447789198,0.12029985197750682,0.2599637032435734,0.5814463009497716,0.2190044377366326,0.1995492613135959,0.02211084582909652,0.010476889820853794,0.00231597810776964,0.05076441191548369,0.87733924658475,0.03699262774204633,0.3507731719401335,0.014229436319252648,0.20587769340205825,0.41459341791853316,0.04482950162229514,mixed_higher_order,-1.0267555922335167e-32,1.8513204711576174e-30,6.446694512765586e-32,8.131237337159168e-31,7.674687607170452e-32,1.1966019251493113e-30,1.8207296885811833e-22,5.1330845833177805e-24,1.0718753769991467e-22,3.1734366680706955e-23,7.807216769691367e-23,-7.273841004701633e-23,-1.2512002414901793e-37,4.983996650735438e-37,1.2170181615358047e-37,-3.3212678270981447e-37,3.418181436566205e-39,-1.6627304158569752e-37,-1.6610497298617462e-37,5.249136848540013e-37,-5.169391964162057e-38,-2.288254654916787e-36,4.2383322805278387e-38,4.680754241533883e-37,7.16000403875596e-29,-5.42215078881335e-30,2.912474032854804e-29,-9.694109370795049e-30,-1.0072478071610764e-28,1.5116260827643555e-29,5.139475158421885e-28,-4.150162545433443e-29,-1.0604440347285142e-28,-1.4733604142750434e-28,-1.1405390987867635e-29,-9.907311455660776e-30,-1.0262256313884817e-37,1.515317008592347e-38,2.7142957571010917e-38,1.4344822704271134e-37,3.67042976971163e-37,-2.584952197324383e-38,0.04083503410220146,0.02993650734424591,-0.854720950126648,0.10807686299085617,-0.25276756286621094,0.10961911082267761,-0.4053982198238373,0.1211872547864914,0.3559688627719879,0.9155982732772827,0.1869918406009674,0.0,-1.1415216036143654,-0.8020386445873714,-0.9893266730481665,0.8392929685184161,3.27583560564728e-15,-5.592046983392689e-17,-5.284019844152951e-22,4.902903824066421e-23,8.259166253186363e-30,-2.4148470891304583e-32,0.0784714847769784,0.9212625782583663,0.00026593696465526673,38.50368881225586,-0.8921144479262098,-0.004947730620338219,-0.01992816930816362,-0.8821293974129314,-0.05100915181677394,0.17229098782441266
