lam_nm,T,R,en_res,abs_t_sc,abs_r_sc,abs_tbg,abs_rbg,arg_tbg_deg,arg_rbg_deg,g_up_abs,g_up_arg_deg,g_dn_abs,g_dn_arg_deg,A_ED_top_abs,A_EQ_top_abs,A_MD_top_abs,A_ED_bot_abs,A_EQ_bot_abs,A_MD_bot_abs,dphi_top_deg,dphi_bot_deg,sum_top_abs,sum_bot_abs,xi_top,xi_bot,ratio_EQ_ED_top,eta_dir,ladder_resid_up,ladder_resid_dn,f_ED,f_EQ,f_MD,f_MQ,ED_EQ_balance,px_given_ED,Qxz_given_EQ
1260.0,0.1263945255624006,0.8710135238305059,0.0025919506070934,0.6610492758104853,1.0531750170753278,0.9823614865889478,0.1869918406009674,71.42856818229937,0.0,1.477269503646348,-49.81426618490859,1.2546300633312197,-34.462086704522044,0.28732649806063615,1.4083283125718478,0.7756329193872779,0.292626985508514,1.4343086053525809,0.7899414937134283,-110.67020412187702,69.32979587812297,1.3342682137459845,1.5617882121939737,0.7868749024739881,0.9043696941906361,4.901491237590764,-0.45548528629665697,0.32197385554414526,0.3084496649055571,0.0087890721969643,0.109468160242946,0.8812174935973417,0.0005252739627479,0.0802888454273686,0.8055134856905758,0.932257186539408
1261.0,0.1490341600176025,0.8488922590947474,0.0020735808876499,0.6465492917532276,1.0285527696435637,0.9823614715005646,0.1869918406009674,71.37192672894436,0.0,1.4406680017718485,-51.42019576997854,1.2569078493234171,-34.323426049769914,0.22363973730794162,1.373831115585484,0.7386997160410258,0.22776535617166813,1.399175017497824,0.7523269610012177,-114.1329214590323,65.86707854096771,1.2985341229602811,1.5067045113331157,0.8128687422423426,0.9260969459715418,6.143054593619835,-0.47540026235850635,0.3467232876883789,0.3280803450104593,0.0067173430405605,0.1096711349930889,0.8830977685319928,0.0005137534343577,0.0612498725483588,0.6593633329190697,0.9144289816775456
1262.0,0.178461463167781,0.8199037344503456,0.0016348023818734,0.6359219739175321,0.9972568289447157,0.9823614770159569,0.1869918406009674,71.31537138923494,0.0,1.3874733109394308,-53.032852879350926,1.260095276591449,-34.17073570150282,0.15158195582310924,1.334388490861074,0.6994788057108237,0.15437828076907922,1.3590047705781958,0.7123825185766812,-120.03967728277242,59.960322717227584,1.2653291882169901,1.4424905663613414,0.8515170614869662,0.9531562845752619,8.803082686294522,-0.4951450608235269,0.3747138144852802,0.35086464550754276,0.005351171736932,0.1099558869988296,0.8841881049149192,0.0005048363493192,0.0486665323975692,0.3898984120457264,0.8822723766510167
1263.0,0.2078538816251435,0.7911556442245349,0.0009904741503216,0.6354351580452041,0.9648711312795425,0.9823614413127946,0.1869918406009674,71.25891198753071,0.0,1.3286715888808178,-54.04679524505146,1.2629033158016039,-34.01655349308605,0.08264851036964725,1.2949884340017475,0.6610893422030593,0.08417317793340137,1.3188778767990652,0.6732848611820769,-130.64502548991268,49.35497451008733,1.2427368548350883,1.375189693584399,0.9020786353854205,0.9801423041206578,15.6686240104012,-0.5051051526369669,0.3994085219197363,0.37408049076062894,0.0057586189207209,0.112478186185949,0.8812455843497967,0.0005176105435333,0.0511976509934184,0.1099655915683587,0.8293155701144899
1264.0,0.2437191908025546,0.7542294371900498,0.0020513720073955,0.6451196997419604,0.923687666252354,0.9823613703254395,0.1869918406009674,71.20253582283047,0.0,1.2575295106579671,-54.465769404418516,1.2678146670615973,-33.827885854819165,0.02428616607593786,1.2495587852351164,0.6197162811984909,0.024734187818838228,1.2726101595470203,0.6311485660448571,151.36518842760114,-28.634811572398885,1.228298153069345,1.2943734319048195,0.9642446294622968,0.9977100023852022,51.451463410404195,-0.505228459028959,0.42279448650552687,0.40220611306219567,0.0091382692578599,0.1181962346014342,0.8720989078794701,0.0005665882612357,0.0773143855950637,0.0060490688519778,0.7428404605119093
1265.0,0.2794038678227808,0.7159024412225065,0.0046936909547126,0.6682120785939107,0.8778896436898014,0.9823614579546703,0.1869918406009674,71.14624126954476,0.0,1.192543282278687,-53.80493628390681,1.2733518372244614,-33.66807618692727,0.0849896031617877,1.2004146855090132,0.5757861950391163,0.08655745829453675,1.2225594685893608,0.5864080747476217,74.70524135582384,-105.29475864417614,1.2255785421965857,1.202628606363395,0.9534576420807813,0.9186563718383983,14.124253330420695,-0.48361941413858295,0.4355628035412901,0.4326458016725147,0.0196114501923597,0.1312982449965387,0.8483650471557784,0.000725257655323,0.149365668923273,0.0338295131444946,0.6048236755163342
1266.0,0.3201026353609938,0.6795932686773702,0.0003040959616359,0.7083143723240213,0.8184422983178817,0.9823613956963142,0.1869918406009674,71.09004794180814,0.0,1.1363728487739937,-52.118382615050734,1.2857773938167814,-33.55450348181336,0.18026401834466851,1.1280986496600784,0.5139950440821798,0.18358945882088346,1.1489093746466383,0.5234770246785326,60.8606628062418,-119.1393371937582,1.2260275939453478,1.071579049686479,0.9370701441787849,0.8041876081031463,6.258035630289405,-0.4278444234660493,0.43674552433751346,0.4715972408678948,0.0558214068638608,0.1683428576961635,0.7745166522980655,0.0013190831419101,0.3315935563159504,0.0442221997043556,0.3445670441903007
1267.0,0.3826080447612343,0.6021479208572318,0.0152440343815338,0.8013645786792689,0.5467638746527581,0.9823614637839574,0.1869918406009674,71.03393942291063,0.0,1.156468415607098,-48.402615626472866,1.3733368180520904,-36.16925351428339,0.3706891021306757,0.9320614472746697,0.5928819926726769,0.37752743046506443,0.9492557542226061,0.60381924900457,17.652115099431803,-162.3478849005682,1.2902026796913448,0.6005171207795998,0.9903681716198638,0.45261134427247335,2.5144020741837143,0.02120504494870738,0.33884620809088745,0.6563454363610295,0.1709645147917237,0.2572203559550932,0.5684245534139366,0.0033905758392463,0.6646616833916971,0.0105214721150864,0.0265275935405477
1268.0,0.4281674257594784,0.5682460452131229,0.0035865290273986,0.704719925422712,0.7767592377358656,0.9823614500430974,0.1869918406009674,70.97791885492094,0.0,1.0380604376291371,-50.726103220397135,1.2410694183036073,-32.41246627700716,0.2049753373026908,1.2748215342113909,0.7217967801225197,0.2087566425767632,1.2983389458875874,0.7351122062972077,55.30575823226013,-124.69424176773988,1.4016615388326494,1.191938192194925,0.9471986093594814,0.790884268601334,6.219389859224083,-0.4342866013986717,0.4508070799744722,0.5318433840530848,0.0966490817136802,0.1675789198810216,0.7336668509317456,0.0021051474735525,0.576737705328925,0.0237347151731533,0.3176941240092376
1269.0,0.4682889847748703,0.5253938713911571,0.0063171438339726,0.795274056705002,0.7079138729238599,0.9823614550882753,0.1869918406009674,70.92197909252143,0.0,1.0253061347369046,-46.5228797836448,1.2627082406243622,-32.127839806620976,0.33147266026429895,1.176939804287638,0.609222416282344,0.33758753893683546,1.1986515318924407,0.6204611143915203,49.72498059892872,-130.2750194010713,1.4140217633153946,1.0136830183335164,0.937423812481833,0.6598471797663112,3.5506391487889464,-0.2739426907574825,0.41511113613146083,0.5825650844542797,0.0393052362659907,0.1266574065343584,0.8331076919008645,0.0009296652987863,0.3103271837113485,0.2672812531928247,0.6274117443102503
