kind,name,h_nm,order,lam_nm,f_ED,f_MD,f_EQ,f_MQ,C_total_exact,px_given_ED,py_given_ED,pz_given_ED,mx_given_MD,my_given_MD,mz_given_MD,Qxx_given_EQ,Qyy_given_EQ,Qzz_given_EQ,Qxy_given_EQ,Qxz_given_EQ,Qyz_given_EQ,Cpx_total_fraction,Cmy_total_fraction,CQxz_total_fraction,ED_EQ_balance,CT_diag_over_CED,class,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxx_re,Qxx_im,Qyy_re,Qyy_im,Qzz_re,Qzz_im,Qxy_re,Qxy_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Qmxx_re,Qmxx_im,Qmyy_re,Qmyy_im,Qmzz_re,Qmzz_im,Qmxy_re,Qmxy_im,Qmxz_re,Qmxz_im,Qmyz_re,Qmyz_im,Tx_re,Tx_im,Ty_re,Ty_im,Tz_re,Tz_im,txx_re,txx_im,rxx_re,rxx_im,tyx_re,tyx_im,ryx_re,ryx_im,tbg_re,tbg_im,rbg_re,rbg_im,E_up_re,E_up_im,E_dn_re,E_dn_im,I0_re,I0_im,I1_re,I1_im,I2_re,I2_im,T,R,en_res,U_proxy,even_px_re,even_px_im,odd_Q_re,odd_Q_im,odd_m_re,odd_m_im
p0750_fine,P0750_H0250_seed011,250.0,9,1328.2,0.10991763101986289,0.6454439454411897,0.1550571262662198,0.08958129727272765,5.133350103766992e-11,0.0893527441836288,0.03625649639911334,0.8743907594172579,0.00020320713435692208,0.9697235313447111,0.03007326152093199,0.027445468670540624,0.002284733774619242,0.01453484601778443,0.0026557348907651755,0.950621680772606,0.0024575358736845807,0.009821441965788312,0.6259021820582934,0.14740066598696405,0.7088847424602964,0.03818186099728417,MD_contaminated,-6.124996406339379e-31,1.0547620196825493e-30,6.0917055655915585e-31,4.8224874962338465e-31,3.414032090058247e-30,1.7036889175472298e-30,-3.355536808010931e-23,2.5682492916525884e-23,-1.3140643306222463e-21,2.606542224311384e-21,1.1957772487908072e-22,-4.99950782277473e-22,1.6306116761689066e-36,8.931241063390827e-37,-3.787739048163773e-37,-3.798375863692616e-37,-1.2518383961623285e-36,-5.132864489179192e-37,2.0781368007635781e-38,4.08416167707311e-37,6.865668708757077e-36,3.567166115255207e-36,-2.479079235208446e-37,-3.054445968394908e-37,1.155460926858103e-28,-2.336811351837439e-28,9.720030750680379e-29,-2.230298599379283e-28,-2.127464115222152e-28,4.567109951216722e-28,7.457196935752354e-28,-1.574285962412033e-27,-1.7708401080073536e-28,-5.665448615350103e-29,-5.457030972507067e-29,8.48919138173384e-29,-1.3174577244285037e-37,1.051192853186057e-37,1.3399589539007688e-37,7.896783006215397e-38,6.76258982072735e-37,-1.3545616307177125e-36,-0.5807546377182007,-0.34848400950431824,0.1976129710674286,0.508021354675293,-0.08061735332012177,0.22368192672729492,-0.13912509381771088,0.40998321771621704,0.3717971444129944,0.9092859029769897,0.1869918406009674,0.0,-1.9313504889732447,-0.6469322340757815,0.459377317963928,0.46806189722434954,2.263914553097809e-15,2.6642730720252407e-16,-3.6386754182462775e-22,7.802328772487076e-22,5.967407869776323e-30,-7.287936996643894e-32,0.5152498161121806,0.48457861367894617,0.0001715702088732618,452.2320556640625,-0.5009214433313106,-0.2908847667065248,2.5707694225204674,1.3356836694512397,-4.12913613769253,-2.081666072475972
p0750_fine,P0750_H0250_seed011,250.0,9,1329.0,0.09055678836120638,0.6479383011683426,0.18796824264928505,0.07353666782116597,8.30370983822996e-11,0.10222599944315386,0.0238004561181433,0.8739735444387029,0.0014729480320212398,0.9715407481617053,0.026986303806273402,0.01911773665308524,0.0012098949811925426,0.011089267320141316,0.001126600613547607,0.9630092377020073,0.004447262730025741,0.009257258196586486,0.6294984618797159,0.18101515406587396,0.481766425460332,0.029748343100714683,MD_contaminated,-1.0141068968591119e-30,1.1159253413629666e-30,6.45232857770147e-31,3.362176705941312e-31,4.305047263813667e-30,9.515328912415645e-31,-5.73298410225117e-23,1.3334474971164742e-22,-8.275342218255958e-22,3.6347085484452474e-21,2.0845463563231175e-23,-6.20926554971964e-22,2.112292451299654e-36,5.2607081753631074e-37,-4.73513304387964e-37,-2.750821836989283e-37,-1.6387785265457785e-36,-2.50988454245684e-37,-3.4355198134669046e-38,3.7207467156406822e-37,1.062626844885958e-35,2.5354186175721393e-36,-6.703952659060771e-37,-3.1893628354541745e-37,6.888349631604259e-29,-3.10957383165235e-28,4.7855729480830913e-29,-2.761628634590398e-28,-1.167392428322564e-28,5.871203374796502e-28,3.9698138772187636e-28,-1.9706703555566766e-27,-1.7532027902854482e-28,-3.7156256923530303e-29,-3.710904903830396e-29,1.1708395948355253e-28,-1.1007125413576234e-37,1.3223691904301778e-37,1.4115411863486385e-37,5.088423001539387e-38,3.876534706617133e-37,-1.7475487137012867e-36,-0.7172396779060364,-0.21040576696395874,0.40518999099731445,0.238204225897789,-0.04743290692567825,0.22788730263710022,-0.03828296810388565,0.40401512384414673,0.37244439125061035,0.9090209007263184,0.1869918406009674,0.0,-1.9407970789448534,-0.4512055025492832,0.49372639572993127,0.005129193829751585,2.2235055479132662e-15,6.755451804519638e-16,-1.489648323983383e-22,7.948389977949785e-22,5.6795890722450115e-30,8.410370875505984e-31,0.6128858456970798,0.38561398798161295,0.001500166321307228,657.8792114257812,-0.5296497542332803,-0.48132383841348636,3.9740932675739846,0.948215274916807,-5.754432823757634,-1.3101435852106738
p0750_fine,P0750_H0250_seed011,250.0,9,1329.8,0.0770827187798388,0.6433432388420678,0.22009862019000856,0.059475422188084916,1.2450742925329796e-10,0.15417310963698438,0.012643699182113957,0.8331831911809016,0.0038455765855498966,0.9717672257622736,0.024387197652176656,0.013627082330262929,0.0006070200405603691,0.008692634179909432,0.0007325632032065494,0.9696661864894198,0.006674513756640886,0.011884082453560922,0.6251798744224719,0.21342218969122884,0.35021900052482924,0.02042939441617043,MD_contaminated,-1.4572214687890057e-30,1.5045545904002275e-30,5.840752667972061e-31,1.365560621092248e-31,4.82701964847455e-30,-6.396080625068072e-31,2.2236609563232814e-25,2.865052076816698e-22,5.592064552243137e-22,4.519958661665835e-21,-1.9115651338296903e-22,-6.957105178168393e-22,2.4229531727013255e-36,-2.8443335105429377e-37,-5.087478299476206e-37,-7.931322770552325e-38,-1.914205137516432e-36,3.6374646122886065e-37,-1.3198630517742721e-37,3.775612070139184e-37,1.445669130591793e-35,-1.6595430720547658e-36,-1.2072803698089661e-36,3.9015154801994544e-39,-4.7197880533259847e-29,-3.7157666897758825e-28,-5.217150130180232e-29,-3.0218633477741886e-28,9.936938752720823e-29,6.73762889912086e-28,-3.268755173931049e-28,-2.191127599587559e-27,-1.6038548198470703e-28,-1.5937892272091572e-29,8.806322011678658e-30,1.430976602761227e-28,-6.273241893719223e-38,1.4867714133047535e-37,1.2970151117552919e-37,1.229877561171985e-38,-2.6328370897048374e-37,-2.010210834123415e-36,-0.7662307620048523,0.05778920650482178,0.4375244677066803,-0.24442125856876373,-0.004761916119605303,0.2127876728773117,0.07738526165485382,0.3222617506980896,0.3730906844139099,0.908755898475647,0.1869918406009674,0.0,-1.7975936513335946,-0.2193383885866687,0.1704584434769287,-0.570739562663992,2.496520546758579e-15,1.2039718215704607e-15,1.147846153863961e-22,6.426795457230986e-22,6.0561486067800865e-30,2.179305826379417e-30,0.6357504426046655,0.36101052616674023,0.003239031228594258,891.3399047851562,-0.7136745953497324,-0.691222471227375,5.400120916218524,-0.6199020968995823,-7.151646629626645,0.8847972426580777
p0750_fine,P0750_H0250_seed011,250.0,9,1330.6,0.06872887658445989,0.6334447702756303,0.2501911386716265,0.047635214468283255,1.4606676816852155e-10,0.24407391176549867,0.004746358771889853,0.7511797294626116,0.007134591807064112,0.9706524562575424,0.022212951935393455,0.00994115537213763,0.00027897894247757877,0.006988302465631975,0.0009116878809860723,0.9729722847227203,0.008907590616046457,0.01677492575921731,0.6148547221715353,0.24342904381071137,0.27470547897647923,0.011718310889614173,MD_contaminated,-1.539059797752406e-30,2.216710854674156e-30,3.7623604716303375e-31,8.066924091296536e-33,4.0289056538160296e-30,-2.4861840731692742e-30,1.81663253653119e-22,3.785947978566764e-22,2.5251634304237296e-21,4.1968781163665574e-21,-4.418289571289629e-22,-5.948051057176185e-22,2.0555260015847214e-36,-1.2592643925492843e-36,-3.85136366036934e-37,1.21418260680427e-37,-1.6703891762502353e-36,1.13784612887921e-36,-2.149200485471685e-37,4.693242220620055e-37,1.4513215186256977e-35,-8.586839791954652e-36,-1.429801395018493e-36,7.477021891184931e-37,-2.0124434977772446e-28,-3.3411093243013964e-28,-1.616825127983246e-28,-2.4463464487137576e-28,3.6292682834091384e-28,5.7874555447809185e-28,-1.1516963330265536e-27,-1.8119242025168522e-27,-1.3220188467849442e-28,-8.774123521418605e-30,7.093896606216231e-29,1.2953170389449144e-28,-6.847170877350987e-39,1.2503449810892604e-37,8.990374405868726e-38,-1.2875590093567895e-38,-1.0596474749564379e-36,-1.7265865271157917e-36,-0.5852640271186829,0.32572677731513977,0.06703002750873566,-0.690045177936554,0.02353725954890251,0.16936004161834717,0.11375432461500168,0.15947729349136353,0.37373605370521545,0.9084907174110413,0.1869918406009674,0.0,-1.4855209964808604,-0.1444627954711883,-0.5854588976317754,-0.8063651422002819,3.1751756529837043e-15,1.4537676990176319e-15,2.161137132233947e-22,2.9377677027460455e-22,7.50110267959232e-30,3.071889010849682e-30,0.4778687411833256,0.519028425689258,0.0031028331274163268,953.8961181640625,-1.0508485875499023,-0.7296029661300554,5.414717837477684,-3.203653635142674,-6.636464121441307,3.993005286818071
p0750_fine,P0750_H0250_seed011,250.0,9,1331.4,0.06439047833556277,0.6199775954311784,0.27785763733881846,0.03777428889444035,1.271465811509702e-10,0.3603496306416263,0.0012425829776608881,0.6384077863807127,0.011141178161931926,0.9683844620516177,0.020474359786450406,0.007368369446278529,0.00010590631953052388,0.00573614308221774,0.001370686860354958,0.9743887349614802,0.011030159330138038,0.023203085085057685,0.6003766702356772,0.27074135174595704,0.23173909831042466,0.005106073483288437,MD_contaminated,-1.1295478647743876e-30,2.741097025732232e-30,1.6449715786009422e-31,5.70019998613778e-32,2.326922675661466e-30,-3.187035551182118e-30,3.636482366333426e-22,3.208140047616856e-22,3.613647362467753e-21,2.7169214885138548e-21,-5.432115040384734e-22,-3.7024644276678124e-22,1.1909660912153165e-36,-1.6614415152077612e-36,-1.7617915899107593e-37,1.7036152334773538e-37,-1.0147868484977505e-36,1.4910798289023113e-36,-2.0589018849375558e-37,5.884596617351429e-37,1.0072590784778719e-35,-1.3222826000253009e-35,-1.0910406129931472e-36,1.3918948041751974e-36,-2.7955889263238824e-28,-2.1115110391723136e-28,-1.9539653781636148e-28,-1.3636915195755686e-28,4.749553846920262e-28,3.4752023299642647e-28,-1.4486108278683358e-27,-1.0360391075816683e-27,-1.110095174879854e-28,-2.1546463599761526e-29,1.0300824515606601e-28,8.066925222704851e-29,1.4542884317334148e-38,7.335340786932686e-38,4.908499408525561e-38,-3.8433368786205175e-39,-1.4014447268908129e-36,-1.0309469056759223e-36,-0.2913784384727478,0.3759675621986389,-0.4675264060497284,-0.7324955463409424,0.016536908224225044,0.12620951235294342,0.033260464668273926,0.03258699178695679,0.37438035011291504,0.908225417137146,0.1869918406009674,0.0,-1.2389444620552799,-0.30586699591468086,-1.2304268395318667,-0.45998144927402607,3.786972334269381e-15,1.1734970002575773e-15,4.988924469387783e-23,2.3916466950716525e-24,9.046083114286599e-30,2.7130852278799e-30,0.2424553125743885,0.7572988363067638,0.0002458511188477841,765.7725219726562,-1.2986570329370324,-0.5351489804474956,3.7534559132617544,-4.927361341402023,-4.293648116275344,5.71077605898361
p0750_fine,P0750_H0250_seed011,250.0,9,1332.2,0.0631461558887175,0.6040424351931624,0.3031179116682655,0.02969349724985455,9.497432552958545e-11,0.48438976713051135,0.001976091707828858,0.5136341411616597,0.015879897480632413,0.9651367318485636,0.018983370670803912,0.0055341523938406455,2.6966363788167944e-05,0.004788556681299027,0.001968656939119675,0.9745819520419307,0.013099715580021811,0.03058735174612284,0.5829835418001765,0.2954132460525317,0.2083220867456527,0.001388782928255566,MD_contaminated,-6.51882023887909e-31,2.8724132273761123e-30,6.557512511515212e-32,1.7633172451219212e-31,1.0205980853591045e-30,-2.856198793465469e-30,4.503306229375898e-22,2.04267624211621e-22,3.608104544096999e-21,1.3575774624048588e-21,-5.048144574142454e-22,-1.9358050184308153e-22,5.074418976360163e-37,-1.5196275305143448e-36,-3.416274222870334e-38,1.0648957465640794e-37,-4.732792749155603e-37,1.413138757586341e-36,-1.4574045053834685e-37,6.597694695140486e-37,5.365245815112929e-36,-1.404357196821236e-35,-5.973191595843897e-37,1.6373954091804294e-36,-2.7302138274543553e-28,-1.0420952616965778e-28,-1.6660281983820977e-28,-5.796571429947763e-29,4.39624133783448e-28,1.621752404691354e-28,-1.2831467980561499e-27,-4.508124677486425e-28,-1.0528893246639703e-28,-3.7365146397925583e-29,1.0038258399043509e-28,3.7686741453892067e-29,4.324565571948841e-39,3.3158835077303253e-38,2.980057068335636e-38,1.8906780073763946e-38,-1.299137528740958e-36,-4.713515688056116e-37,-0.0961071029305458,0.2653021216392517,-0.8018839359283447,-0.5097001791000366,-0.003185726236552,0.10510777682065964,-0.06972730904817581,-0.004421795252710581,0.37502366304397583,0.9079599380493164,0.1869918406009674,0.0,-1.174248492069993,-0.5181106856228416,-1.4503795560942152,0.04119551603693027,4.027101094353881e-15,7.319813741663991e-16,-1.8369974699673902e-22,-9.061357085460829e-23,9.814060030731971e-30,1.8036132173079664e-30,0.09067958457982671,0.9076935691748997,0.0016268462452735388,533.9735107421875,-1.3600538515753062,-0.3086584649143054,1.996907737830631,-5.226921281241302,-2.144139824258203,5.698592424612777
p0750_fine,P0750_H0250_seed011,250.0,9,1333.0,0.06416053645904066,0.5868118152538062,0.3258377706137301,0.02318987767342287,6.977734227544532e-11,0.5983109361037486,0.005785683533133207,0.39590338036311806,0.021167734143446817,0.961093093569129,0.017739172287424096,0.004203648621909228,4.466083458394603e-06,0.004057523971255287,0.0026183785477180265,0.9740633265989835,0.015052656176675665,0.03838795062972731,0.5639807828651968,0.3173866227756065,0.19690945079261807,0.0005314462304222131,MD_contaminated,-3.1899488467792643e-31,2.8137228544584163e-30,4.4075484372032274e-32,2.74953295910186e-31,3.277727835990801e-31,-2.2800471211542388e-30,4.7123985931545775e-22,1.0551355054315451e-22,3.2107387912709852e-21,5.284888945479525e-22,-4.309351374424446e-22,-9.86069735079701e-23,1.3617990068940073e-37,-1.235635082940819e-36,3.120985443473215e-38,2.5841050908549125e-38,-1.6738975691207773e-37,1.20979401848153e-36,-8.375820537095678e-38,6.886702891470638e-37,2.2280002953226088e-36,-1.31938571623655e-35,-2.1573938911281667e-37,1.6493253162581007e-36,-2.3907111661270555e-28,-4.124981820352151e-29,-1.254970028683253e-28,-1.9025807876820705e-29,3.6456806200969145e-28,6.027563039069267e-29,-1.0135286790920664e-27,-1.4615537465743682e-28,-1.0727468023554654e-28,-4.756497299724108e-29,8.628431376027062e-29,1.2352307787833553e-29,-1.367389438317289e-38,1.1558924515420331e-38,2.54796085974504e-38,3.780930898074709e-38,-1.0760946794921169e-36,-1.6203646146899622e-37,-0.012185485102236271,0.13343167304992676,-0.937836766242981,-0.2675836682319641,-0.018580220639705658,0.0989208072423935,-0.1419781595468521,0.005148787517100573,0.375666081905365,0.9076943397521973,0.1869918406009674,0.0,-1.2055697291650698,-0.6699689141708833,-1.429477132759491,0.417758519191069,4.044782092663476e-15,3.877056930143817e-16,-3.5688394783181054e-22,-7.342936216691608e-23,1.0021839491592227e-29,1.0111277877219565e-30,0.028083048124586292,0.9713231274227733,0.0005938244526404457,370.94305419921875,-1.3314650921713775,-0.1509496761050566,0.8282514011342851,-4.904770750720446,-0.8341874068868618,5.0679548692737555
p0750_fine,P0750_H0250_seed011,250.0,9,1333.8,0.06683471629130477,0.5687592474357288,0.3464734016543588,0.017932634618607637,5.261925589099504e-11,0.6946732904496153,0.011295651964516616,0.2940310575858681,0.02709624697588922,0.9561197906926303,0.016783962331480544,0.0032052023078637,1.612160940409248e-05,0.0034759977368664444,0.003278253621242423,0.973060917980779,0.016963506743844448,0.0464282922823472,0.543801972612747,0.33713972626971356,0.19289999166510033,0.001906096711877112,MD_contaminated,-1.0944815377820466e-31,2.705388141440357e-30,5.330956211945102e-32,3.411226007519435e-31,-1.5477755578057146e-33,-1.761533156027025e-30,4.664202588546652e-22,3.406835579650389e-23,2.7772712772168496e-21,6.423268409203681e-23,-3.6432127781688823e-22,-5.2368624649238895e-23,-4.536953239493305e-38,-9.72714935803966e-37,5.534392451881388e-38,-4.130975145059913e-38,-9.974396359920782e-39,1.0140245818863956e-36,-3.3960501823825176e-38,6.955349522749294e-37,3.1581643413371243e-37,-1.1993177005392483e-35,4.568400816811732e-38,1.5834045428164398e-36,-2.0460152437422036e-28,-6.962085132204894e-30,-8.975291575505796e-29,-2.5292678226049136e-30,2.943544574121071e-28,9.491350794456208e-30,-7.741963449035771e-28,-5.016680954565658e-30,-1.112896766643697e-28,-5.287296063995927e-29,7.175303391099129e-29,-1.3271650762069237e-30,-3.0089673300571667e-38,1.0419454571876901e-39,2.7115772330036606e-38,5.054890049166358e-38,-8.667003682411686e-37,-6.814417650400569e-39,0.01233154907822609,0.023186281323432922,-0.973192572593689,-0.07276014238595963,-0.027541281655430794,0.09844248741865158,-0.1862691044807434,0.028026413172483444,0.3763074278831482,0.9074285626411438,0.1869918406009674,0.0,-1.265678457904414,-0.7655696250759398,-1.3287838710092357,0.666007370909381,3.983721842777304e-15,1.5342961505779376e-16,-4.697523052281418e-22,-2.068422316509835e-23,9.99409981855816e-30,4.347752917495906e-31,0.011139116268673217,0.9878794807909205,0.000981402940406273,267.5978088378906,-1.2794328139524973,-0.05176024734691148,0.11726287382482531,-4.453075425918791,-0.10132655335457673,4.381123570172187
p0750_fine,P0750_H0250_seed011,250.0,9,1334.6,0.07052540452235695,0.5511286155070184,0.36446281865745794,0.013883161313166598,4.1572436205816833e-11,0.7677505396892379,0.017110927688226918,0.21513853262253527,0.03329782634295512,0.9507143836239468,0.015987790033098075,0.0024773884752166274,4.752192631939021e-05,0.00302256660861295,0.00390758993696371,0.9718215103989077,0.018723422653979818,0.054145917383841356,0.5239659019892742,0.354192806911934,0.1935050735275155,0.004639285666987654,MD_contaminated,1.9054594744976836e-32,2.6020506595886996e-30,7.048044110055305e-32,3.8201976218979747e-31,-1.4762912778346825e-31,-1.3695178892791508e-30,4.538786461471948e-22,-1.5707340968175543e-23,2.4192229085572487e-21,-1.9039770550609943e-22,-3.131527512065978e-22,-3.108882979239952e-23,-1.288727529290022e-37,-7.711678984156767e-37,6.059740737725187e-38,-8.974535901742268e-38,6.827535498388288e-38,8.609134955290976e-37,3.441206726752633e-39,6.94332003300261e-37,-8.310444590628387e-37,-1.0918346816175639e-35,2.2057753051428843e-37,1.5037935656136604e-36,-1.7710288757692063e-28,1.1507178284793451e-29,-6.296078604577185e-29,3.066271494580072e-30,2.400636620731389e-28,-1.4573447613832222e-29,-5.939978841228088e-28,5.462948090995793e-29,-1.1495522475303417e-28,-5.509103572035247e-29,5.993564612078598e-29,-8.485005151387798e-30,-4.279648894892871e-38,-3.800786860022618e-39,3.031121066618903e-38,5.845559762816176e-38,-7.049783981289889e-37,6.779646846629267e-38,0.009966067969799042,-0.05909085273742676,-0.9658956527709961,0.06903553009033203,-0.03194043040275574,0.09905391186475754,-0.21193446218967438,0.050870805978775024,0.37694793939590454,0.9071626663208008,0.1869918406009674,0.0,-1.3263617009307036,-0.8222964638111124,-1.2185352786826242,0.8221700952449129,3.908496415690409e-15,6.261445005068654e-19,-5.398026310249186e-22,3.54130734151546e-23,9.896803207708678e-30,4.054791525745636e-32,0.014422919938039349,0.9852243716213185,0.0003527084406421688,204.7324981689453,-1.2298247903491486,0.009005901903206319,-0.3081975990990797,-4.049131473268111,0.3001708416569584,3.8140174782419365
p0750_fine,P0750_H0250_seed011,250.0,9,1335.4,0.07499517507514825,0.5335368953944409,0.3807998441017222,0.010668085428688481,3.390763869155186e-11,0.8231913325515375,0.02271792659598755,0.15409074085247507,0.040058150562326825,0.9444872904235886,0.015454559014084563,0.0019140475891068908,9.146106318724276e-05,0.0026506193047010937,0.00451752645930634,0.9703570842297133,0.02046926135398508,0.06173537810504714,0.5039188166721091,0.36951182639767655,0.19694119164375223,0.008158931419656517,MD_contaminated,1.0523562438736453e-31,2.5101333558365776e-30,8.944790014442964e-32,4.0766340321630495e-31,-2.0887576801530297e-31,-1.0667081359560183e-30,4.399620200861642e-22,-5.313387976980458e-23,2.124724105541676e-21,-3.405985240551633e-22,-2.7440950510906925e-22,-2.161514145153295e-23,-1.6612035993609903e-37,-6.134681111866767e-37,5.741862029466943e-38,-1.2651076185954535e-37,1.087017585509666e-37,7.399787432865135e-37,3.4263452933761304e-38,6.89574963883683e-37,-1.5824821333507227e-36,-9.994370822452667e-36,3.485500912855507e-37,1.42773290232338e-36,-1.5525335918871084e-28,2.2362891349116072e-29,-4.21516951301195e-29,3.5812519080371144e-30,1.97405045635877e-28,-2.594414072462513e-29,-4.550203293867799e-28,7.662174930596879e-29,-1.1823827639527829e-28,-5.543215360492501e-29,5.044127885150554e-29,-1.2410477200154649e-29,-5.282142323762004e-38,-5.980343120754707e-39,3.391832495889982e-38,6.338988559073165e-38,-5.780840584213933e-37,1.0422199817732916e-37,-0.004539466463029385,-0.12355984002351761,-0.9407917261123657,0.17815905809402466,-0.03302907571196556,0.09996160119771957,-0.22718442976474762,0.07158653438091278,0.3775874972343445,0.906896710395813,0.1869918406009674,0.0,-1.383846800094561,-0.8575054071779215,-1.1121475688118678,0.927942041695452,3.834011166494018e-15,-1.0793899758671422e-16,-5.863413404561695e-22,8.924211059764806e-23,9.776037073295838e-30,-2.5201283338140707e-31,0.026370882378804916,0.9735671189346378,6.199868655731855e-05,163.275390625,-1.1856705666639134,0.049708427685911646,-0.5861696193937778,-3.7020301320387614,0.5366477376801112,3.3477196872663693
