lam,T,R,A
1350.0,0.3188803872836613,0.11423383262510411,0.5668857800912346
1351.0,0.31484995570279306,0.11746096180784728,0.5676890824893597
1352.0,0.31092458263943523,0.120762460462803,0.5683129568977617
1353.0,0.3071047607640303,0.12413770579423751,0.5687575334417321
1354.0,0.303392726608298,0.12758627340078643,0.5690209999909155
1355.0,0.29979268450036345,0.1311059746475468,0.5691013408520897
1356.0,0.2963104047310008,0.13469334401557165,0.5689962512534276
1357.0,0.29295315925906984,0.13834302365600512,0.568703817084925
1358.0,0.289729045185354,0.14204962316262318,0.5682213316520228
1359.0,0.2866472884747723,0.14580595497898458,0.5675467565462432
1360.0,0.2837179161200567,0.14960365337811163,0.5666784305018316
1361.0,0.2809515913151243,0.15343322074704505,0.5656151879378306
1362.0,0.2783595572267536,0.15728336930641937,0.5643570734668271
1363.0,0.27595301913674325,0.16114394752068456,0.5629030333425722
1364.0,0.2737437470603512,0.16500101995955455,0.5612552329800943
1365.0,0.2717432106709966,0.16884124857427263,0.5594155407547308
1366.0,0.2699626298740089,0.1726520949196208,0.5573852752063703
1367.0,0.26841302635968434,0.1764182029324955,0.5551687707078202
1368.0,0.2671047523189818,0.1801237493323014,0.5527714983487169
1369.0,0.2660474768765886,0.18375409995528724,0.5501984231681242
1370.0,0.26525000622868,0.1872937091949477,0.5474562845763723
1371.0,0.2647201184538069,0.19072702692629218,0.544552854619901
1372.0,0.264464199223795,0.19403796222759243,0.5414978385486127
1373.0,0.2644876917753983,0.19721218607972776,0.5383001221448739
1374.0,0.2647945038005233,0.20023512288824222,0.5349703733112345
1375.0,0.26538705251897465,0.20309283703526598,0.5315201104457593
1376.0,0.2662661962854021,0.20577218097146394,0.5279616227431341
1377.0,0.2674311893539222,0.20826093280564917,0.5243078778404286
1378.0,0.26887911791552244,0.21054739797753147,0.5205734841069461
1379.0,0.2706064140695935,0.2126221635774666,0.5167714223529399
1380.0,0.27260748085372655,0.21447646796106515,0.5129160511852083
1381.0,0.27487516921282473,0.2161028647777563,0.509021966009419
1382.0,0.2774008460718885,0.21749527303300534,0.5051038808951063
1383.0,0.2801736635777074,0.2186487138781168,0.5011776225441757
1384.0,0.2831830085491548,0.21956030051457148,0.4972566909362738
1385.0,0.2864163813061302,0.2202281468106561,0.49335547188321366
1386.0,0.2898602299274471,0.22065172942379763,0.4894880406487553
1387.0,0.2935000844003166,0.22083184113782856,0.4856680744618549
1388.0,0.29732069295128755,0.2207705309337236,0.4819087761149889
1389.0,0.30130506425535075,0.220471062129653,0.4782238736149962
1390.0,0.30543782132147623,0.21993784468556563,0.4746243339929581
1391.0,0.3097021998927464,0.21917621686784663,0.471121583239407
1392.0,0.3140811883702691,0.21819242809982908,0.4677263835299018
1393.0,0.31855641730854656,0.21699378810303974,0.46444979458841373
1394.0,0.3231131480681495,0.21558762600548487,0.46129922592636563
1395.0,0.32773181344583535,0.21398287573310731,0.4582853108210574
1396.0,0.332396704495583,0.21218819201470385,0.45541510348971315
1397.0,0.3370911077537475,0.21021290704843454,0.45269598519781795
1398.0,0.3417985872820449,0.20806669859755264,0.45013471412040246
1399.0,0.34650171550250974,0.205760052161125,0.4477382323363652
1400.0,0.3511873513685316,0.2033020849960715,0.44551056363539693
1401.0,0.35583748232939166,0.20070420438854386,0.4434583132820645
1402.0,0.36043841306577906,0.19797625628782967,0.44158533064639127
1403.0,0.36497550848111604,0.19512867977482362,0.43989581174406034
1404.0,0.36943449330403616,0.19217194048900665,0.4383935662069572
1405.0,0.3738001665771137,0.1891172675386285,0.43708256588425776
1406.0,0.3780614426598877,0.18597364648803089,0.43596491085208144
1407.0,0.38220246772924504,0.18275308042548002,0.43504445184527496
1408.0,0.38621138628033164,0.1794652775453419,0.43432333617432645
1409.0,0.3900752671533524,0.1761207252910288,0.43380400755561876
1410.0,0.39378019998621655,0.17273083202219533,0.43348896799158815
1411.0,0.39731575333045316,0.16930448545319732,0.4333797612163495
1412.0,0.400667075175464,0.1658541805823857,0.4334787442421503
1413.0,0.40382261681887205,0.16238994649313962,0.4337874366879883
1414.0,0.406769657281307,0.15892290780560686,0.4343074349130861
1415.0,0.40949537737593233,0.1554644715018742,0.4350401511221934
1416.0,0.4119868238944341,0.1520263896557233,0.4359867864498427
1417.0,0.4142301342913436,0.14862174161540934,0.4371481240932471
1418.0,0.4162135774170611,0.14526133520860413,0.4385250873743348
1419.0,0.4179222570915711,0.14196018109953318,0.44011756180889566
1420.0,0.41934327594364135,0.1387311681020935,0.44192555595426514
1421.0,0.42046283961221165,0.13558878513599418,0.4439483752517942
1422.0,0.42126670446775993,0.13254910132009534,0.4461841942121447
1423.0,0.42174173523507835,0.12962645089862995,0.44863181386629164
1424.0,0.42187348481415704,0.12683933418050938,0.45128718100533355
1425.0,0.4216486609299127,0.1242046372363263,0.45414670183376094
1426.0,0.4210539902682475,0.12174094951414807,0.45720506021760443
1427.0,0.4200767683084776,0.11946771083758652,0.4604555208539358
1428.0,0.4187051047993714,0.11740516159183527,0.4638897336087934
1429.0,0.4169286318544249,0.11557475657685781,0.4674966115687173
1430.0,0.41473727576090524,0.11399696732595754,0.4712657569131372
1431.0,0.4121244594634172,0.11269466062121938,0.47518087991536345
1432.0,0.4090844304044945,0.11168945820585623,0.4792261113896493
1433.0,0.4056145155506704,0.11100338176200675,0.48338210268732285
1434.0,0.40171517113386923,0.11065800919939857,0.48762681966673216
1435.0,0.3973916971496989,0.1106740118772894,0.49193429097301167
1436.0,0.39264993134652854,0.1110708033654832,0.4962792652879882
1437.0,0.38750517964966086,0.11186572627492744,0.5006290940754117
1438.0,0.3819738731718447,0.11307402192648928,0.504952104901666
1439.0,0.37607896630129045,0.11470790370291939,0.5092131299957902
1440.0,0.36984894125676565,0.11677602034588488,0.5133750383973494
1441.0,0.3633179142201576,0.1192828770601565,0.5173992087196859
1442.0,0.3565276556755266,0.12222731899158973,0.5212450253328837
