lam,T,R,A
1350.0,0.8153498915813486,0.18465010841854584,1.0547118733938987e-13
1351.0,0.7857732150600195,0.21422678494035102,-3.7048142331741474e-13
1352.0,0.7607726679069198,0.23922733209310407,-2.3869795029440866e-14
1353.0,0.7389589925681592,0.26104100743159886,2.419175970658216e-13
1354.0,0.7195766524168605,0.28042334758323195,-9.248157795127554e-14
1355.0,0.7022061179267791,0.29779388207335866,-1.3777867735598193e-13
1356.0,0.6866086187585702,0.31339138124143967,-9.880984919163893e-15
1357.0,0.6726457361561093,0.32735426384409094,-2.0028423364237824e-13
1358.0,0.6602241124071052,0.33977588759247185,4.2288395007972213e-13
1359.0,0.6492710967507008,0.3507289032491911,1.0802470029602773e-13
1360.0,0.639712086519588,0.36028791348065575,-2.438049762076844e-13
1361.0,0.6314574035237276,0.3685425964767662,-4.937161790508071e-13
1362.0,0.6243955261478772,0.37560447385203066,9.214851104388799e-14
1363.0,0.6183843372864872,0.3816156627138963,-3.8347103270552907e-13
1364.0,0.6132579237508894,0.3867420762484845,6.260547635861258e-13
1365.0,0.6088195783949195,0.39118042160444005,6.403766406037903e-13
1366.0,0.6048430221195188,0.39515697788002274,4.584110868677271e-13
1367.0,0.6010748977795108,0.3989251022203157,1.7341683644644945e-13
1368.0,0.5972272978632451,0.40277270213639504,3.5982328228101323e-13
1369.0,0.5929655353555794,0.4070344646449433,-5.226929999935237e-13
1370.0,0.587889653769639,0.4121103462304757,-1.1468603844377867e-13
1371.0,0.5814965870154098,0.4185034129841799,4.1022740759899534e-13
1372.0,0.5731171475917747,0.42688285240910145,-8.761880110341735e-13
1373.0,0.5617973508217873,0.43820264917772467,4.880540416252188e-13
1374.0,0.5461003401655538,0.45389965983485325,-4.070077608275824e-13
1375.0,0.5237553041094408,0.4762446958894643,1.0949019468853294e-12
1376.0,0.4911505168770589,0.5088494831239494,-1.0083045509645672e-12
1377.0,0.44341800074402515,0.5565819992570977,-1.1228795671058833e-12
1378.0,0.38182757952827884,0.6181724204710672,6.539213615042172e-13
1379.0,0.3621762316626203,0.6378237683402155,-2.835787160648806e-12
1380.0,0.5199717915762045,0.4800282084164379,7.357559006493375e-12
1381.0,0.6982114276413405,0.3017885723527966,5.862865748440527e-12
1382.0,0.7565232572534246,0.24347674274615969,4.156675004196586e-13
1383.0,0.7625168940633976,0.2374831059395991,-2.9967139880682225e-12
1384.0,0.7548478332313979,0.24515216676193485,6.6672223297814526e-12
1385.0,0.7445081143596831,0.2554918853982473,2.420695865978928e-10
1386.0,0.7343057886285052,0.26569421136271526,8.779643678735738e-12
1387.0,0.724846810052937,0.2751531899518927,-4.829692201724356e-12
1388.0,0.7161450396191076,0.2838549603795756,1.3168355295078982e-12
1389.0,0.7080723596851093,0.2919276403160173,-1.1266543253896089e-12
1390.0,0.7004819113128098,0.2995180886859997,1.1904921493055554e-12
1391.0,0.6932462396275365,0.30675376037009516,2.368327756130384e-12
1392.0,0.6862612220931523,0.31373877790567306,1.1746159600534156e-12
1393.0,0.6794450662772475,0.3205549337210227,1.7297274723659939e-12
1394.0,0.6727280186253822,0.32727198137484725,-2.2948309919001986e-13
1395.0,0.6660591756702441,0.3339408243296498,1.0613732115416497e-13
1396.0,0.6593925810899319,0.3406074189104871,-4.189981694935341e-13
1397.0,0.6526911813637672,0.3473088186368958,-6.630251903061435e-13
1398.0,0.6459239051797167,0.35407609482001695,2.6634250360757505e-13
1399.0,0.6390669404525794,0.36093305954775395,-3.333999742949345e-13
1400.0,0.632096409221924,0.36790359077748513,5.908606937055083e-13
1401.0,0.6250022822493577,0.3749977177518072,-1.1648459974367142e-12
1402.0,0.6177765571466978,0.382223442853279,2.3203661214665772e-14
1403.0,0.6104227366024504,0.3895772633974511,9.85878045867139e-14
1404.0,0.6029560695040709,0.3970439304960735,-1.4444001550373287e-13
1405.0,0.5954078258175163,0.4045921741827336,-2.4991120284312274e-13
1406.0,0.5878178365461915,0.412182163453775,3.352873534367973e-14
1407.0,0.5802506934572098,0.4197493065419019,8.882894420025877e-13
1408.0,0.5727791191811893,0.4272208808189773,-1.6653345369377348e-13
1409.0,0.5654905158661617,0.43450948413369084,1.474376176702208e-13
1410.0,0.5584828198072267,0.44151718019324127,-4.679590048795035e-13
1411.0,0.5518503729126479,0.44814962708781914,-4.670708264598034e-13
1412.0,0.5456933511659786,0.45430664883430616,-2.8477220581635265e-13
1413.0,0.5400969182266618,0.45990308177332995,8.215650382226158e-15
1414.0,0.5351351933895732,0.46486480660981655,6.102895966364486e-13
1415.0,0.5308658848511041,0.46913411514862957,2.6634250360757505e-13
1416.0,0.5273288642962037,0.4726711357042676,-4.714006962558415e-13
1417.0,0.524547580176732,0.47545241982317876,8.926193117986259e-14
1418.0,0.522525782103165,0.4774742178964629,3.7214675785435247e-13
1419.0,0.5212583391781881,0.4787416608214155,3.964606420936434e-13
1420.0,0.520726117251916,0.4792738827480818,2.220446049250313e-15
1421.0,0.5209033293341951,0.47909667066588496,-8.01581023779363e-14
1422.0,0.5217592294135325,0.47824077058641323,5.4289905904170155e-14
1423.0,0.523259059791094,0.4767409402081832,7.227551890309769e-13
1424.0,0.5253677902963617,0.4746322097035529,8.537615059367454e-14
1425.0,0.5280496585468428,0.4719503414530771,8.004708007547379e-14
1426.0,0.5312699097479686,0.4687300902520418,-1.0436096431476471e-14
1427.0,0.5349950594460755,0.46500494055433833,-4.1389114358025836e-13
1428.0,0.5391931810945259,0.46080681890542863,4.551914400963142e-14
1429.0,0.5438332934280196,0.456166706572065,-8.448797217397441e-14
1430.0,0.548888161277482,0.45111183872240446,1.1357581541915351e-13
1431.0,0.554329252429601,0.44567074757068836,-2.893241202173158e-13
1432.0,0.5601318395211585,0.4398681604795208,-6.793454687681333e-13
1433.0,0.5662718382192659,0.43372816178057017,1.6397994073713562e-13
1434.0,0.572726406592795,0.4272735934073554,-1.503241975342462e-13
1435.0,0.5794724754181024,0.4205275245816249,2.7267077484793845e-13
1436.0,0.5864919196533915,0.41350808034639586,2.1260770921571748e-13
1437.0,0.5937621333868391,0.4062378666129898,1.7108536809473662e-13
1438.0,0.6012654141595657,0.3987345858407625,-3.2818192607919627e-13
1439.0,0.6089833942203919,0.3910166057793185,2.8954616482224083e-13
1440.0,0.6168982817347963,0.3831017182646851,5.185851748024106e-13
1441.0,0.6249927531586803,0.3750072468412651,5.46229728115577e-14
1442.0,0.6332479748468065,0.36675202515366934,-4.758415883543421e-13
1443.0,0.6416508590904361,0.35834914091005865,-4.947153797729698e-13
1444.0,0.6501809495199874,0.3498190504801719,-1.5931700403370996e-13
1445.0,0.6588233284325049,0.3411766715679654,-4.702904732312163e-13
1446.0,0.6675608999349842,0.33243910006509836,-8.260059303211165e-14
1447.0,0.6763760017129687,0.32362399828702665,4.6629367034256575e-15
1448.0,0.6852479603919219,0.3147520396078829,1.9517720772910252e-13
1449.0,0.6941612833238766,0.3058387166759087,2.1471713296250527e-13
1450.0,0.7030902498205192,0.29690975017992993,-4.490852134608758e-13
1451.0,0.7120134315179942,0.28798656848177673,2.290390099801698e-13
1452.0,0.7209044433735711,0.27909555662596386,4.650724250154781e-13
1453.0,0.7297333243473096,0.27026667565277906,-8.870681966755001e-14
1454.0,0.7384656109118217,0.2615343890881153,6.294964549624638e-14
1455.0,0.7470590303431773,0.2529409696576878,-8.651968030903845e-13
1456.0,0.7554709130017121,0.24452908699831302,-2.5091040356528538e-14
1457.0,0.7636412519605136,0.23635874803923482,2.5157653738006047e-13
1458.0,0.771505933131067,0.22849406686944826,-5.152545057285352e-13
1459.0,0.7789856068709415,0.22101439312960214,-5.436762151589392e-13
1460.0,0.7859849496235605,0.21401505037684476,-4.0523140398818214e-13
1461.0,0.7923891537574002,0.20761084624254497,5.484501741648273e-14
1462.0,0.7980584083479592,0.20194159165170159,3.3928415632544784e-13
1463.0,0.8028285573516813,0.19717144264757375,7.4495964952348e-13
