lam,R,T,A,T00,R00,n_orders
1400.0,0.5774241415049275,0.42257585849846535,-3.3928415632544784e-12,0.42257585849846535,0.5774241415049275,1
1401.0,0.5733974529686121,0.42660254702895467,2.4332202919197243e-12,0.42660254702895467,0.5733974529686121,1
1402.0,0.5690223660858266,0.43097763391437693,-2.035038804137912e-13,0.43097763391437693,0.5690223660858266,1
1403.0,0.5643110960978486,0.4356889039009937,1.1577405700791132e-12,0.4356889039009937,0.5643110960978486,1
1404.0,0.5592710083562362,0.4407289916447436,-9.79827330382932e-13,0.4407289916447436,0.5592710083562362,1
1405.0,0.5539075549847745,0.4460924450162107,-9.85211912052364e-13,0.4460924450162107,0.5539075549847745,1
1406.0,0.5482214284660819,0.4517785715351066,-1.18849374786123e-12,0.4517785715351066,0.5482214284660819,1
1407.0,0.5422168436239326,0.4577831563775987,-1.5313306178654784e-12,0.4577831563775987,0.5422168436239326,1
1408.0,0.5358946616373037,0.46410533836259504,1.0125233984581428e-13,0.46410533836259504,0.5358946616373037,1
1409.0,0.5292571367602179,0.4707428632380487,1.733391208347257e-12,0.4707428632380487,0.5292571367602179,1
1410.0,0.5223085726274614,0.47769142737247766,6.089573290068984e-14,0.47769142737247766,0.5223085726274614,1
1411.0,0.5150497560690713,0.48495024393128705,-3.5837999234900053e-13,0.48495024393128705,0.5150497560690713,1
1412.0,0.5074881044339751,0.4925118955662049,-1.7996715229173788e-13,0.4925118955662049,0.5074881044339751,1
1413.0,0.49962745231852956,0.5003725476825153,-1.0448308884747348e-12,0.5003725476825153,0.49962745231852956,1
1414.0,0.49147390693683773,0.5085260930625293,6.330491686412643e-13,0.5085260930625293,0.49147390693683773,1
1415.0,0.48303434765053055,0.5169656523489212,5.482281295599023e-13,0.5169656523489212,0.48303434765053055,1
1416.0,0.47431635938422834,0.525683640616003,-2.313704783318826e-13,0.525683640616003,0.47431635938422834,1
1417.0,0.4653301531821079,0.534669846818006,-1.1390888232654106e-13,0.534669846818006,0.4653301531821079,1
1418.0,0.45608058648213845,0.5439194135172054,6.561418075534675e-13,0.5439194135172054,0.45608058648213845,1
1419.0,0.4465809796521095,0.5534190203484763,-5.858646900946951e-13,0.5534190203484763,0.4465809796521095,1
1420.0,0.43683901623138477,0.5631609837699842,-1.3690160116652805e-12,0.5631609837699842,0.43683901623138477,1
1421.0,0.42686475294120296,0.5731352470606237,-1.82664994241577e-12,0.5731352470606237,0.42686475294120296,1
1422.0,0.4166709568268045,0.5833290431737604,-5.649924972317422e-13,0.5833290431737604,0.4166709568268045,1
1423.0,0.40626373334820387,0.59373626665234,-5.438982597638642e-13,0.59373626665234,0.40626373334820387,1
1424.0,0.3956589927439481,0.6043410072567879,-7.359668430240163e-13,0.6043410072567879,0.3956589927439481,1
1425.0,0.38486592674388864,0.6151340732560377,7.360778653264788e-14,0.6151340732560377,0.38486592674388864,1
1426.0,0.37389661229418547,0.6261033877059786,-1.6409096303959814e-13,0.6261033877059786,0.37389661229418547,1
1427.0,0.36276379593666014,0.6372362040629664,3.7347902548390266e-13,0.6372362040629664,0.36276379593666014,1
1428.0,0.35148109239207753,0.648518907606729,1.1934897514720433e-12,0.648518907606729,0.35148109239207753,1
1429.0,0.340066037468534,0.6599339625329648,-1.4988010832439613e-12,0.6599339625329648,0.340066037468534,1
1430.0,0.32852932394888273,0.6714706760503901,7.271960811294775e-13,0.6714706760503901,0.32852932394888273,1
1431.0,0.31689470171476725,0.6831052982851866,4.618527782440651e-14,0.6831052982851866,0.31689470171476725,1
1432.0,0.30517995991152536,0.694820040088169,3.056443986793056e-13,0.694820040088169,0.30517995991152536,1
