h,si_pole,si_Q,with_main,with_main_Q,shift_main,si2_pole,si2_Q,with_low,with_low_Q,shift_low
220.0,1447.8686964380959,55.687684455366934,1416.034976567897,26.000918996707274,-31.83371987019882,1389.0890341664535,14.002652140691357,1343.5825151055897,16.743598957184197,-45.506519060863866
230.0,1457.0134166009898,56.83417440857992,1425.1249422580497,25.490512973746057,-31.88847434294007,1395.829180869426,13.501407386657402,1349.7285256502205,16.793928874319256,-46.100655219205464
240.0,1465.8350213433987,58.143055767761766,1433.980625099656,25.001657461108483,-31.854396243742713,1402.8875158379506,13.248576239473584,1358.5985582978176,16.598370775358823,-44.28895754013297
250.0,1474.344893403846,59.64753220892238,1442.5892534538095,24.535567756857358,-31.75563995003654,1410.110304938467,13.293616447187501,1368.1759740517723,16.09346125610042,-41.934330886694624
260.0,1482.5638254179023,61.410540216851636,1450.9110253301742,24.105108441680773,-31.65280008772811,1417.0405769387048,13.766777114310003,1377.3910720350596,15.218103428351002,-39.649504903645266
