lam,R,T,A,T00,R00,n_orders
1400.0,0.16058704503653637,0.454896798355815,0.3845161566076487,0.454896798355815,0.16058704503653637,1
1401.0,0.15627543709977348,0.4568532462996163,0.38687131660061025,0.4568532462996163,0.15627543709977348,1
1402.0,0.1520828984619733,0.45849472363192023,0.38942237790610645,0.45849472363192023,0.1520828984619733,1
1403.0,0.14802816751576187,0.45980101090954156,0.39217082157469657,0.45980101090954156,0.14802816751576187,1
1404.0,0.144131070961257,0.4607513517381412,0.3951175773006018,0.4607513517381412,0.144131070961257,1
1405.0,0.14041354058328415,0.4613243668446656,0.39826209257205025,0.4613243668446656,0.14041354058328415,1
1406.0,0.13689588586912038,0.4614989972847101,0.4016051168461695,0.4614989972847101,0.13689588586912038,1
1407.0,0.13360339966630666,0.4612533769988676,0.4051432233348258,0.4612533769988676,0.13360339966630666,1
1408.0,0.13055986687644014,0.46056618953434403,0.4088739435892158,0.46056618953434403,0.13055986687644014,1
1409.0,0.12779120424735518,0.45941638591941986,0.4127924098332249,0.45941638591941986,0.12779120424735518,1
1410.0,0.12532502596337036,0.45778417919293424,0.4168907948436954,0.45778417919293424,0.12532502596337036,1
1411.0,0.1231879386822809,0.4556499256915825,0.4211621356261365,0.4556499256915825,0.1231879386822809,1
1412.0,0.1214096284967229,0.45299756789493445,0.4255928036083427,0.45299756789493445,0.1214096284967229,1
1413.0,0.12001835020104348,0.44981208810517825,0.4301695616937783,0.44981208810517825,0.12001835020104348,1
1414.0,0.11904285207576418,0.4460820756871471,0.43487507223708877,0.4460820756871471,0.11904285207576418,1
1415.0,0.11851123292553617,0.4418000633896604,0.4396887036848034,0.4418000633896604,0.11851123292553617,1
1416.0,0.1184503072548974,0.43696334278204746,0.4445863499630552,0.43696334278204746,0.1184503072548974,1
1417.0,0.11888467208842612,0.4315763307781825,0.44953899713339135,0.4315763307781825,0.11888467208842612,1
1418.0,0.11983654340497778,0.42564545462000103,0.45451800197502124,0.42564545462000103,0.11983654340497778,1
1419.0,0.1213235991759236,0.4191904462248406,0.4594859545992358,0.4191904462248406,0.1213235991759236,1
1420.0,0.12335962009556872,0.41223416450241335,0.464406215402018,0.41223416450241335,0.12335962009556872,1
1421.0,0.12595261720512932,0.40480938929411847,0.46923799350075224,0.40480938929411847,0.12595261720512932,1
1422.0,0.12910315731352767,0.3969598913104644,0.4739369513760079,0.3969598913104644,0.12910315731352767,1
1423.0,0.13280738536396208,0.388731460780208,0.47846115385582993,0.388731460780208,0.13280738536396208,1
1424.0,0.13704961366194415,0.38018748109234246,0.4827629052457134,0.38018748109234246,0.13704961366194415,1
1425.0,0.14180901838505233,0.3713922147283173,0.4867987668866304,0.3713922147283173,0.14180901838505233,1
1426.0,0.14705534623843283,0.3624191051774363,0.49052554858413083,0.3624191051774363,0.14705534623843283,1
1427.0,0.1527500513001147,0.3533471688186566,0.49390277988122866,0.3533471688186566,0.1527500513001147,1
1428.0,0.15884676502731065,0.34425935274112474,0.4968938822315646,0.34425935274112474,0.15884676502731065,1
1429.0,0.1652901105647162,0.3352433456312969,0.4994665438039869,0.3352433456312969,0.1652901105647162,1
1430.0,0.17202465889297808,0.3263786249057773,0.5015967162012446,0.3263786249057773,0.17202465889297808,1
1431.0,0.17898253559526645,0.31775327494339056,0.503264189461343,0.31775327494339056,0.17898253559526645,1
1432.0,0.18609896208317886,0.30944296313948444,0.5044580747773366,0.30944296313948444,0.18609896208317886,1
1433.0,0.1933058988821618,0.301519831020732,0.5051742700971062,0.301519831020732,0.1933058988821618,1
1434.0,0.2005357490974734,0.2940480918069406,0.505416159095586,0.2940480918069406,0.2005357490974734,1
1435.0,0.20772077709599185,0.2870848525764705,0.5051943703275377,0.2870848525764705,0.20772077709599185,1
1436.0,0.21480360875253227,0.28067030483111266,0.5045260864163551,0.28067030483111266,0.21480360875253227,1
1437.0,0.22172286019053952,0.27484254568233263,0.5034345941271279,0.27484254568233263,0.22172286019053952,1
1438.0,0.2284298116672267,0.2696224165345153,0.5019477717982579,0.2696224165345153,0.2284298116672267,1
1439.0,0.23488019887291045,0.26502233815115267,0.5000974629759369,0.26502233815115267,0.23488019887291045,1
1440.0,0.24103690014645443,0.26104474960034774,0.49791835025319786,0.26104474960034774,0.24103690014645443,1
1441.0,0.24687010016666736,0.2576829921386763,0.4954469076946564,0.2576829921386763,0.24687010016666736,1
1442.0,0.2523554220545442,0.25492334640576936,0.49272123153968644,0.25492334640576936,0.2523554220545442,1
1443.0,0.2574808103886809,0.2527422323451099,0.4897769572662091,0.2527422323451099,0.2574808103886809,1
1444.0,0.2622335423495385,0.25111434749128214,0.4866521101591793,0.25111434749128214,0.2622335423495385,1
1445.0,0.2666119123815422,0.25000738551977936,0.4833807020986784,0.25000738551977936,0.2666119123815422,1
1446.0,0.27061755479259497,0.24938686769297191,0.4799955775144331,0.24938686769297191,0.27061755479259497,1
1447.0,0.27425649141212943,0.24921627501518767,0.47652723357268284,0.24921627501518767,0.27425649141212943,1
1448.0,0.2775372847835069,0.24945804004354996,0.4730046751729431,0.24945804004354996,0.2775372847835069,1
1449.0,0.28047491457477935,0.2500741639769898,0.46945092144823086,0.2500741639769898,0.28047491457477935,1
1450.0,0.28308217589486656,0.25102722626207463,0.46589059784305886,0.25102722626207463,0.28308217589486656,1
1451.0,0.2853768054012166,0.25228089387921726,0.46234230071956606,0.25228089387921726,0.2853768054012166,1
1452.0,0.2873765834495771,0.25380032091350163,0.4588230956369212,0.25380032091350163,0.2873765834495771,1
1453.0,0.2890999901710677,0.25555245008955957,0.45534755973937274,0.25555245008955957,0.2890999901710677,1
1454.0,0.29056581380682944,0.2575062357374333,0.45192795045573725,0.2575062357374333,0.29056581380682944,1
1455.0,0.2917923568888682,0.25963214735981766,0.44857549575131417,0.25963214735981766,0.2917923568888682,1
1456.0,0.292799118384115,0.2619047227102875,0.44529615890559754,0.2619047227102875,0.292799118384115,1
1457.0,0.29360322718759824,0.26429819733000454,0.4420985754823972,0.26429819733000454,0.29360322718759824,1
1458.0,0.29422248987343363,0.26679097630463033,0.4389865338219361,0.26679097630463033,0.29422248987343363,1
1459.0,0.2946734826455861,0.2693629512641677,0.43596356609024617,0.2693629512641677,0.2946734826455861,1
1460.0,0.2949719392435637,0.2719960434974153,0.433032017259021,0.2719960434974153,0.2949719392435637,1
1461.0,0.2951327016601668,0.2746740921226401,0.4301932062171931,0.2746740921226401,0.2951327016601668,1
1462.0,0.2951696463805219,0.27738180849277894,0.42744854512669916,0.27738180849277894,0.2951696463805219,1
1463.0,0.2950959149397968,0.2801083235017675,0.4247957615584357,0.2801083235017675,0.2950959149397968,1
1464.0,0.29492353659568643,0.2828406186252553,0.42223584477905834,0.2828406186252553,0.29492353659568643,1
1465.0,0.2946637482548642,0.2855698826081073,0.4197663691370285,0.2855698826081073,0.2946637482548642,1
1466.0,0.294326879481223,0.2882876663353102,0.41738545418346673,0.2882876663353102,0.294326879481223,1
1467.0,0.2939224375010857,0.29098668859575344,0.41509087390316085,0.29098668859575344,0.2939224375010857,1
1468.0,0.2934591484198386,0.293660724012618,0.41288012756754344,0.293660724012618,0.2934591484198386,1
1469.0,0.2929451879852668,0.29630349321235855,0.41075131880237464,0.29630349321235855,0.2929451879852668,1
1470.0,0.2923874994225265,0.29891258487350225,0.40869991570397124,0.29891258487350225,0.2923874994225265,1
