tag,method,P,H,seed,iters,n_grid,order_opt,order_final,stage,padding_nm,design_radius_nm,runtime_s,sha256_rho,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im,f_ED_x,f_MD_x,f_EQ_x,f_MQ_x,px_in_ED_x,py_in_ED_x,mx_in_MD_x,my_in_MD_x,f_ED_y,f_MD_y,f_EQ_y,f_MQ_y,px_in_ED_y,py_in_ED_y,mx_in_MD_y,my_in_MD_y,n_components,n_air_components,min_si_linewidth_nm,min_air_gap_nm,radial_extent_nm,edge_clearance_nm,fill
B_P208_H110_s11_g80_o7,B,208.0,110.0,11,150,80,7,9,coarse,20.8,83.2,211.3267228603363,52cfc97e373a3d96ed579954f938fd06a70b38860cc9691ad92ef1cd42506f60,0.039748236536979675,0.08704591542482376,0.039719875901937485,0.08723855018615723,0.1434967815876007,0.5686002969741821,0.4523293077945709,0.22169966995716095,0.0002372942108195275,0.00013724416203331202,61.786922454833984,118.21308898925781,0.20460182428359985,0.049150798469781876,0.5824931263923645,0.8422060608863831,0.21290504932403564,0.10864311456680298,-0.2382618635892868,0.3844906687736511,-0.00020117859821766615,-0.00012584002979565412,8.056768274400383e-05,0.00011110719060525298,0.11085379123687744,0.1919952630996704,-0.7522286772727966,0.1290159672498703,-0.42589271068573,0.8129091858863831,0.5769729034398162,0.4215511710223901,0.00145548599278459,2.0439545009018532e-05,0.9986739353932584,6.462885432349784e-06,1.3677063428748408e-09,0.9999192321819625,0.5545131325294466,0.4376459605559231,0.007669813899543989,0.00017109301508641897,1.3985105702873794e-05,0.9871557234875804,0.999995961066662,1.1844117714532089e-07,1,1,96.2,2.6,83.1390401676613,0.060959832338696174,0.345625
A_P190_H230_s11_g80_o7,A,190.0,230.0,11,120,80,7,9,coarse,20.0,75.0,971.7317128181458,779753dd3ebebc8b86135b2f93c1c382dc4eb652b02ba310fb806df376b1d730,0.0032178261317312717,0.07215235382318497,0.0031821730080991983,0.07231517881155014,0.04758216440677643,0.8027825355529785,0.21382898092269897,0.3242601156234741,2.5710231057018973e-05,0.00030919781420379877,-5.35340690612793,174.64659118652344,0.04572293162345886,0.10514461994171143,0.9161890745162964,0.7860033512115479,0.03808796405792236,0.10885202884674072,-0.1613503098487854,0.1403171867132187,-1.9977534975623712e-05,1.6183759726118296e-05,0.0001392039266647771,0.0002760897623375058,-0.26346418261528015,0.1890270859003067,-0.9554353356361389,0.05772142484784126,-0.8125155568122864,-0.3547137677669525,0.595842617480453,0.3382990648518765,0.06360279598130737,0.0022555216863632934,0.9971044276900225,0.0001211972884468723,1.9710929699130794e-05,0.9999002871747439,0.44671738710057596,0.5179842033721155,0.030957074332181637,0.004341335195127008,3.8924295764712636e-05,0.995741418407902,0.9999660270954932,3.3269640082288755e-06,1,1,64.125,49.875,52.492335750088316,22.507664249911684,0.180625
B_P208_H140_s11_g80_o7,B,208.0,140.0,11,150,80,7,9,coarse,20.8,83.2,217.7090916633606,dffccea0662b9e83ccfbe6039364a4b9d55cdc3df0e304cf4c6263a6e55e0a11,0.18273401260375977,0.24741961061954498,0.18288610875606537,0.2468077838420868,0.18308396637439728,0.22161424160003662,0.8353608250617981,0.40251657366752625,0.0005708335665985942,0.00012796961527783424,78.97486877441406,101.02513885498047,0.6978276968002319,0.16201992332935333,0.1052243635058403,0.7033228874206543,0.19694793224334717,0.13465720415115356,-0.7918040156364441,0.26622191071510315,0.0004327083006501198,0.00037230970337986946,5.4906522564124316e-05,-0.00011559194535948336,0.05294739827513695,0.3990190029144287,-0.2211400419473648,-0.2373213768005371,-0.688387393951416,0.4790046215057373,0.476148649623392,0.5229605616376845,0.0006604179639042151,0.00023037077501942245,0.998132930742203,9.872823225580379e-06,4.329661789628914e-09,0.9998941078983619,0.500819740687837,0.4918797775518501,0.007013405483742678,0.00028707627657026895,9.543675978488588e-06,0.9876905910538435,0.9999979704866957,3.666914643531646e-07,1,1,85.8,2.6,83.1390401676613,0.060959832338696174,0.32125
B_P208_H170_s11_g80_o7,B,208.0,170.0,11,150,80,7,9,coarse,20.8,83.2,228.12872743606567,aee7b14f7f058e2749d98d9b18200872d2804ff198cf1c17629f33acbeb4fcb3,0.22822599112987518,0.2425823211669922,0.22810165584087372,0.24279829859733582,0.20898771286010742,0.1571304053068161,0.861175000667572,0.4473095238208771,0.0002818266220856458,5.889901876798831e-05,-272.1611633300781,92.16114044189453,0.7416223883628845,0.20008587837219238,0.06269574165344238,0.6700102686882019,0.1956818699836731,0.1299038529396057,-0.8423529863357544,-0.17906378209590912,-0.00012747642176691443,-0.0002513483923394233,-3.052222018595785e-05,-5.037348819314502e-05,-0.10944230854511261,0.4337144196033478,0.012081163004040718,-0.2500995397567749,-0.8009124398231506,0.1689656674861908,0.4866454143419215,0.5073744516493714,0.003538669727281926,0.002441464281425163,0.998363356666583,4.520656220464588e-06,4.092560306524242e-09,0.999929407687134,0.37444490763778604,0.603808370456153,0.020253296326848535,0.0014934255792125092,1.3895164723931044e-05,0.9652464626226511,0.999998716080058,7.104231483476513e-08,1,1,80.60000000000001,2.6,83.1390401676613,0.060959832338696174,0.305
A_P208_H110_s11_g80_o7,A,208.0,110.0,11,120,80,7,9,coarse,20.8,83.2,724.1119084358215,37a92b55c22181986900e97d069a8e3881cc981fc88f085f282551b47221a432,0.03727753087878227,0.27214759588241577,0.03725985437631607,0.2720625400543213,0.0549914687871933,0.41830435395240784,0.618518054485321,0.485986590385437,0.00010693589865695685,1.1223361070733517e-05,38.62505340576172,141.37493896484375,0.38256457448005676,0.23618298768997192,0.3904012143611908,0.5560852885246277,0.22703424096107483,0.2077317237854004,-0.38688674569129944,0.4825797379016876,9.617680916562676e-05,-4.6747270971536636e-05,-1.1087021448474843e-05,1.7440706869820133e-06,-0.0007997676730155945,0.4859859347343445,-0.6227717995643616,-0.05056188628077507,-0.6172328591346741,0.4184601306915283,0.5219810909181809,0.4768931182833863,0.0010826204722129541,4.317032621993014e-05,0.998001213365974,7.937008363480197e-06,8.304403438376363e-10,0.999933490387477,0.4701052054345586,0.5278419191861844,0.001969437715092026,8.343766416489175e-05,8.57675391049058e-06,0.9903932471361188,0.9999850881767562,2.2449551195922683e-08,1,1,117.0,2.6,83.1390401676613,0.060959832338696174,0.39625
A_P190_H260_s11_g80_o7,A,190.0,260.0,11,120,80,7,9,coarse,20.0,75.0,1293.327168226242,bf35dc019c5611cc0b49f25b2722a5509f7d1ad163ca11e1b62f61a5c1a2f3c9,0.0015745535492897034,0.05214851349592209,0.0015699348878115416,0.05220949649810791,0.13854311406612396,0.7385153770446777,0.19093379378318787,0.2665460407733917,3.943276169593446e-05,9.51979891397059e-05,-6.075835704803467,173.92416381835938,0.03645572066307068,0.07104679197072983,0.945338785648346,0.8097468614578247,0.018205463886260986,0.11920636892318726,-0.17734873294830322,0.07073286175727844,-1.812654227251187e-05,-3.501958417473361e-05,1.90205464605242e-05,9.327848965767771e-05,-0.2566419243812561,0.07198414206504822,-0.9722578525543213,-0.007301523815840483,-0.6126005053520203,-0.6591414213180542,0.5421337696198266,0.3488232571318703,0.10376961710996974,0.0052733561383333126,0.9954374454679985,0.00021937277344835786,3.71738884056117e-05,0.9999624810236972,0.43600580652759846,0.5178123914965223,0.03666033241545135,0.00952146956042778,3.8934912194360375e-05,0.9981677163243763,0.9999512468552697,6.0243896030726195e-06,1,1,59.375,54.625,54.49577105152289,20.504228948477113,0.154375
A_P208_H140_s11_g80_o7,A,208.0,140.0,11,120,80,7,9,coarse,20.8,83.2,736.594660282135,6b457b02c50a9b98d61371b27d0647cc0e2351679918ba91c5447d6de1af1c85,0.1783207654953003,0.3288349509239197,0.17821398377418518,0.3287033140659332,0.1260060966014862,0.1839476227760315,0.8583283424377441,0.5266361236572266,5.010982931707986e-05,0.00016562105156481266,70.55213928222656,109.44786834716797,0.7367275357246399,0.27734559774398804,0.0753050148487091,0.5444462299346924,0.187967449426651,0.17820817232131958,-0.8310714960098267,0.21458730101585388,1.535568844701629e-05,4.769903534906916e-05,7.112171442713588e-05,-0.000149572835653089,-0.04562452435493469,0.5246560573577881,-0.1725573092699051,-0.21337519586086273,-0.6824108958244324,0.2806450128555298,0.48648531575913345,0.5123745005115424,0.0008534558748899232,0.00028672785443419204,0.9981970943149463,6.703255423724676e-06,4.553373987965767e-09,0.9999288711924578,0.3817814751114511,0.6108377107981029,0.007031446027661424,0.00034936806278469326,1.1070744125530167e-05,0.9755896500270761,0.9999947315534169,2.578174301120813e-09,1,1,91.0,2.6,83.1390401676613,0.060959832338696174,0.33875
B_P208_H200_s11_g80_o7,B,208.0,200.0,11,150,80,7,9,coarse,20.8,83.2,232.2379457950592,be4787a67affa16a17d5b06d2f8a940058206ff43968385ffd700ea69b7c9da7,0.18753093481063843,0.16472364962100983,0.18746158480644226,0.1647852063179016,0.33972012996673584,0.11282406747341156,0.3906249403953552,0.7429088950157166,3.321400436107069e-05,7.069709681672975e-05,265.5053405761719,85.50532531738281,0.15258784592151642,0.5519136190414429,0.7359981536865234,0.16924698650836945,0.11141401529312134,0.2788394093513489,-0.22044171392917633,0.32247990369796753,-2.6670340957934968e-05,-1.9795526895904914e-05,-4.583506233757362e-05,5.382589006330818e-05,-0.5785664319992065,-0.4660198390483856,-0.8505712747573853,-0.11192258447408676,0.30339688062667847,-0.27784404158592224,0.4311731052000645,0.5373931583800704,0.02711415563469706,0.004319580785168027,0.9838033621389211,3.871394192110492e-05,1.596828347867477e-06,0.9999883678703145,0.4051014503095767,0.5699600711481635,0.012026650301757381,0.012911828240502502,4.78223563255303e-06,0.9983303057965925,0.9999136028453045,1.4378509376015518e-08,1,1,85.8,2.6,83.1390401676613,0.060959832338696174,0.289375
B_P208_H230_s11_g80_o7,B,208.0,230.0,11,150,80,7,9,coarse,20.8,83.2,264.49258041381836,bce606283f9cf6f91986672a5a1de4ad4b48143dcba3954b42a07d05daa0a3db,0.09438960999250412,0.1299414187669754,0.09437301754951477,0.1301267147064209,0.4790034592151642,0.135769784450531,0.22811180353164673,0.6299171447753906,4.608926610671915e-05,0.00047873318544588983,284.3663024902344,104.36628723144531,0.05203522741794586,0.3967956006526947,0.9055590033531189,0.32434895634651184,0.042405784130096436,0.27885541319847107,-0.16469910740852356,0.1578264832496643,1.6124495232361369e-06,4.606104994309135e-05,0.00028811616357415915,0.0003823277947958559,-0.5350464582443237,-0.33244678378105164,-0.9513745903968811,0.021098602563142776,0.3508048355579376,-0.4486478865146637,0.47628870901937487,0.4432931365918104,0.07228989009320638,0.00812826429560827,0.9836007243064133,0.00018086271774078662,2.436543862899949e-05,0.9999755446015962,0.3380439588412601,0.6449768723832179,0.002990012686937645,0.01398915608858443,1.1535391267739605e-05,0.9983743343021917,0.9999564285163954,6.531824897301928e-07,1,1,70.2,2.6,82.73149339882606,0.46850660117394227,0.22875
A_P208_H170_s11_g80_o7,A,208.0,170.0,11,120,80,7,9,coarse,20.8,83.2,769.6820690631866,64babb0fda29334f9a0ce4008014f6bce285366617bcba7aebcfdc6a8e8b5ab1,0.22911538183689117,0.2631746232509613,0.22906987369060516,0.2631447911262512,0.18835851550102234,0.1489991396665573,0.8636027574539185,0.4885643422603607,4.548899960354902e-05,7.948410348035395e-05,-274.6311950683594,94.63121032714844,0.7458097338676453,0.23869511485099792,0.058041058480739594,0.6166064739227295,0.19614920020103455,0.1446983814239502,-0.8399100303649902,-0.20090007781982422,-4.548733704723418e-05,3.8884536479599774e-07,5.575779505306855e-05,-5.6646189477760345e-05,-0.1516491174697876,0.46443262696266174,0.02018335834145546,-0.2400701642036438,-0.7790398001670837,0.09850600361824036,0.4820113697480807,0.511078704746951,0.004170994804781299,0.00273893070018685,0.9982177676923969,6.259885493359753e-06,8.17279619563117e-09,0.9999095000387159,0.4005224392909003,0.5839373725142843,0.014312781958787338,0.0012274062360279154,9.905505278426046e-06,0.9765005386544152,0.9999967153031578,1.081745355884765e-08,1,1,85.8,2.6,83.1390401676613,0.060959832338696174,0.310625
B_P208_H260_s11_g80_o7,B,208.0,260.0,11,150,80,7,9,coarse,20.8,83.2,327.4586796760559,4858ebfcf63170a3d547d994c5a2b36cd15a3e74cfa14b66ca9593fabda6d523,0.028923939913511276,0.09314335137605667,0.028962695971131325,0.09311094135046005,0.031968384981155396,0.5359504222869873,0.13550502061843872,0.47516241669654846,5.309880361892283e-05,0.00012773668277077377,4.5514607429504395,175.44854736328125,0.01836162805557251,0.22577932476997375,0.6324611306190491,0.5045744180679321,0.3491772413253784,0.2696462869644165,-0.13550202548503876,0.0008998438715934753,-4.751912274514325e-05,-2.3694217816228047e-05,-0.00010482492507435381,-7.299587014131248e-05,-0.47340312600135803,0.040850911289453506,-0.22906573116779327,0.7615703344345093,0.12333511561155319,0.6995447278022766,0.010914002088581823,0.6812188057675842,0.2468892922561072,0.06097789988772689,0.8227062677483632,0.00021113952528586615,9.384688919914973e-06,0.9999884573067094,0.012124933195191505,0.841778763704681,0.05457043147019958,0.09152587162992809,0.0005636480827139819,0.3853788765591034,0.9999989249712254,1.8501125825670786e-07,1,1,96.2,2.6,83.1390401676613,0.060959832338696174,0.42125
A_P208_H200_s11_g80_o7,A,208.0,200.0,11,120,80,7,9,coarse,20.8,83.2,783.9337379932404,86f71296122213345853a7c2ac96796f4e9f05834b4d9ba1c848e41629129e21,0.15074531733989716,0.1509345918893814,0.15098708868026733,0.15069818496704102,0.4265073239803314,0.133818581700325,0.2177746742963791,0.7456134557723999,2.9491879104170948e-05,0.00031212385511025786,269.982421875,89.98242950439453,0.04742590710520744,0.5559394359588623,0.916318416595459,0.2033744752407074,0.03625565767288208,0.2406860888004303,-0.06852162629365921,0.20671379566192627,2.840304841811303e-05,7.93963590695057e-06,0.00010529872088227421,-0.0002938256075140089,-0.7076714038848877,-0.23482033610343933,-0.869383692741394,0.4006121754646301,0.13868282735347748,-0.4291171729564667,0.5893277186950653,0.3586672656342792,0.05040700769549657,0.0015980079751590599,0.9927570828735071,3.507141070442982e-05,2.555354860308694e-07,0.9999928926280988,0.4131845179853689,0.57910299039653,0.0011411062373414922,0.00657138538075962,7.936817887271002e-06,0.9980372368279561,0.9999119316682293,1.8908812664475182e-08,1,1,65.0,2.6,83.1390401676613,0.060959832338696174,0.23625
B_P226_H110_s11_g80_o7,B,226.0,110.0,11,150,80,7,9,coarse,22.6,90.4,208.78667831420898,1248a8af471f2da62c5dc81cf72eadffaa6d9b525eb3fe7ccc5ed904b1fa5b74,0.08090046048164368,0.17229124903678894,0.08093875646591187,0.17228949069976807,0.14206397533416748,0.3976131081581116,0.3455112874507904,0.6221269369125366,3.6799483495997265e-05,3.1900704925647005e-05,-64.84457397460938,115.1554183959961,0.11937805265188217,0.38704192638397217,0.715050995349884,0.3642941415309906,0.16557097434997559,0.24866393208503723,0.12477274984121323,0.32219529151916504,-1.048752892529592e-05,-3.527341323206201e-05,-1.5741334209451452e-05,-2.7746447813115083e-05,-0.4296223223209381,0.44996288418769836,-0.4941236078739166,0.6862162947654724,-0.6005746722221375,-0.06003481149673462,0.48469165021673977,0.5113633970718222,0.00378968843887768,0.0001552642725602702,0.9839625018139959,9.818501211529611e-06,4.692638543470238e-08,0.9999916239480529,0.5387020008609554,0.460516314733877,0.0007551606922694255,2.652371289822432e-05,7.115814883613451e-06,0.9986310607410807,0.9998769857434419,4.782233949494978e-10,1,1,104.525,2.825,90.33376479755508,0.06623520244492909,0.33875
A_P208_H230_s11_g80_o7,A,208.0,230.0,11,120,80,7,9,coarse,20.8,83.2,851.5917866230011,8206dfe18c2b84c23ef928b686dba1459e26d5c25f932f9dd98ed3e6c9019a5a,0.07865413278341293,0.1293361335992813,0.07849514484405518,0.1297404170036316,0.4848117232322693,0.16919581592082977,0.19722141325473785,0.6142711639404297,1.3604233572550584e-05,0.0006924510234966874,294.877197265625,114.87718200683594,0.03889676555991173,0.3773290514945984,0.9393706917762756,0.37008506059646606,0.021732568740844727,0.25258588790893555,-0.1316714882850647,0.1468295156955719,-6.759997631888837e-06,1.1805829672084656e-05,0.00036102792364545166,0.0005908868624828756,-0.587407112121582,-0.17967180907726288,-0.9375838041305542,0.24557368457317352,0.18544161319732666,-0.579393208026886,0.5878023287851691,0.3287855700758399,0.08057057220965881,0.002841528929332024,0.994979268876418,4.1141894417803436e-05,2.374591287138656e-05,0.9999680926541581,0.3550836715934696,0.6332279057821409,0.0018031913786201049,0.009885231245769332,1.6115492377917464e-05,0.9981091338315973,0.9999366923797718,7.075242943128575e-07,1,1,59.800000000000004,2.6,82.1575316084898,1.042468391510198,0.19625
B_P226_H140_s11_g80_o7,B,226.0,140.0,11,150,80,7,9,coarse,22.6,90.4,211.4706130027771,d07c64b070ebd2def591c83cacdee82b189f7a523f02c9afe5954efa5c68e948,0.2534942328929901,0.24803893268108368,0.25330206751823425,0.247990220785141,0.15141865611076355,0.17140254378318787,0.4598424732685089,0.8895899653434753,0.00016937368491198868,0.00011439705122029409,-90.75406646728516,89.2459487915039,0.21145512163639069,0.7913703322410583,0.6243008375167847,0.021510690450668335,0.16424405574798584,0.18711897730827332,0.04715891554951668,0.45741790533065796,4.8956488171825185e-05,0.00016214408969972283,6.879942520754412e-05,9.13965268409811e-05,-0.8860235214233398,0.07957792282104492,-0.6580300331115723,0.43737542629241943,-0.10092876106500626,-0.10641448944807053,0.37114040521205033,0.6176279491238281,0.010845456411262076,0.0003861892528594238,0.960677696561192,1.1347689896641993e-05,1.5182915946078416e-09,0.9999966514118644,0.5217862639920254,0.4743953299834509,0.0035563379017194505,0.00026206812280408164,4.770518052195399e-06,0.9986634133802135,0.9999015848747199,1.0802286503922547e-08,1,1,87.575,2.825,90.33376479755508,0.06623520244492909,0.300625
