tag,method,P,H,seed,iters,n_grid,order_opt,order_final,stage,padding_nm,design_radius_nm,runtime_s,sha256_rho,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im,f_ED_x,f_MD_x,f_EQ_x,f_MQ_x,px_in_ED_x,py_in_ED_x,mx_in_MD_x,my_in_MD_x,f_ED_y,f_MD_y,f_EQ_y,f_MQ_y,px_in_ED_y,py_in_ED_y,mx_in_MD_y,my_in_MD_y,n_components,n_air_components,min_si_linewidth_nm,min_air_gap_nm,radial_extent_nm,edge_clearance_nm,fill,T_tot_mean,A_mean,score,fab_ok
A_P190_H230_s11_g80_o7,A,190.0,230.0,11,120,80,7,9,coarse,20.0,75.0,971.7317128181458,779753dd3ebebc8b86135b2f93c1c382dc4eb652b02ba310fb806df376b1d730,0.0032178261317312717,0.07215235382318497,0.0031821730080991983,0.07231517881155014,0.04758216440677643,0.8027825355529785,0.21382898092269897,0.3242601156234741,2.5710231057018973e-05,0.00030919781420379877,-5.35340690612793,174.64659118652344,0.04572293162345886,0.10514461994171143,0.9161890745162964,0.7860033512115479,0.03808796405792236,0.10885202884674072,-0.1613503098487854,0.1403171867132187,-1.9977534975623712e-05,1.6183759726118296e-05,0.0001392039266647771,0.0002760897623375058,-0.26346418261528015,0.1890270859003067,-0.9554353356361389,0.05772142484784126,-0.8125155568122864,-0.3547137677669525,0.595842617480453,0.3382990648518765,0.06360279598130737,0.0022555216863632934,0.9971044276900225,0.0001211972884468723,1.9710929699130794e-05,0.9999002871747439,0.44671738710057596,0.5179842033721155,0.030957074332181637,0.004341335195127008,3.8924295764712636e-05,0.995741418407902,0.9999660270954932,3.3269640082288755e-06,1,1,64.125,49.875,52.492335750088316,22.507664249911684,0.180625,0.8510962128639221,0.07346999645233154,-0.7494841091893614,True
A_P190_H260_s11_g80_o7,A,190.0,260.0,11,120,80,7,9,coarse,20.0,75.0,1293.327168226242,bf35dc019c5611cc0b49f25b2722a5509f7d1ad163ca11e1b62f61a5c1a2f3c9,0.0015745535492897034,0.05214851349592209,0.0015699348878115416,0.05220949649810791,0.13854311406612396,0.7385153770446777,0.19093379378318787,0.2665460407733917,3.943276169593446e-05,9.51979891397059e-05,-6.075835704803467,173.92416381835938,0.03645572066307068,0.07104679197072983,0.945338785648346,0.8097468614578247,0.018205463886260986,0.11920636892318726,-0.17734873294830322,0.07073286175727844,-1.812654227251187e-05,-3.501958417473361e-05,1.90205464605242e-05,9.327848965767771e-05,-0.2566419243812561,0.07198414206504822,-0.9722578525543213,-0.007301523815840483,-0.6126005053520203,-0.6591414213180542,0.5421337696198266,0.3488232571318703,0.10376961710996974,0.0052733561383333126,0.9954374454679985,0.00021937277344835786,3.71738884056117e-05,0.9999624810236972,0.43600580652759846,0.5178123914965223,0.03666033241545135,0.00952146956042778,3.8934912194360375e-05,0.9981677163243763,0.9999512468552697,6.0243896030726195e-06,1,1,59.375,54.625,54.49577105152289,20.504228948477113,0.154375,0.8775428235530853,0.06870591640472412,-0.7531447213391462,True
A_P208_H110_s11_g80_o7,A,208.0,110.0,11,120,80,7,9,coarse,20.8,83.2,724.1119084358215,37a92b55c22181986900e97d069a8e3881cc981fc88f085f282551b47221a432,0.03727753087878227,0.27214759588241577,0.03725985437631607,0.2720625400543213,0.0549914687871933,0.41830435395240784,0.618518054485321,0.485986590385437,0.00010693589865695685,1.1223361070733517e-05,38.62505340576172,141.37493896484375,0.38256457448005676,0.23618298768997192,0.3904012143611908,0.5560852885246277,0.22703424096107483,0.2077317237854004,-0.38688674569129944,0.4825797379016876,9.617680916562676e-05,-4.6747270971536636e-05,-1.1087021448474843e-05,1.7440706869820133e-06,-0.0007997676730155945,0.4859859347343445,-0.6227717995643616,-0.05056188628077507,-0.6172328591346741,0.4184601306915283,0.5219810909181809,0.4768931182833863,0.0010826204722129541,4.317032621993014e-05,0.998001213365974,7.937008363480197e-06,8.304403438376363e-10,0.999933490387477,0.4701052054345586,0.5278419191861844,0.001969437715092026,8.343766416489175e-05,8.57675391049058e-06,0.9903932471361188,0.9999850881767562,2.2449551195922683e-08,1,1,117.0,2.6,83.1390401676613,0.060959832338696174,0.39625,0.47324325144290924,0.2173829823732376,-0.5710427910586198,False
A_P208_H140_s11_g80_o7,A,208.0,140.0,11,120,80,7,9,coarse,20.8,83.2,736.594660282135,6b457b02c50a9b98d61371b27d0647cc0e2351679918ba91c5447d6de1af1c85,0.1783207654953003,0.3288349509239197,0.17821398377418518,0.3287033140659332,0.1260060966014862,0.1839476227760315,0.8583283424377441,0.5266361236572266,5.010982931707986e-05,0.00016562105156481266,70.55213928222656,109.44786834716797,0.7367275357246399,0.27734559774398804,0.0753050148487091,0.5444462299346924,0.187967449426651,0.17820817232131958,-0.8310714960098267,0.21458730101585388,1.535568844701629e-05,4.769903534906916e-05,7.112171442713588e-05,-0.000149572835653089,-0.04562452435493469,0.5246560573577881,-0.1725573092699051,-0.21337519586086273,-0.6824108958244324,0.2806450128555298,0.48648531575913345,0.5123745005115424,0.0008534558748899232,0.00028672785443419204,0.9981970943149463,6.703255423724676e-06,4.553373987965767e-09,0.9999288711924578,0.3817814751114511,0.6108377107981029,0.007031446027661424,0.00034936806278469326,1.1070744125530167e-05,0.9755896500270761,0.9999947315534169,2.578174301120813e-09,1,1,91.0,2.6,83.1390401676613,0.060959832338696174,0.33875,0.30987562239170074,0.1830878108739853,-0.3234476350744565,False
A_P208_H170_s11_g80_o7,A,208.0,170.0,11,120,80,7,9,coarse,20.8,83.2,769.6820690631866,64babb0fda29334f9a0ce4008014f6bce285366617bcba7aebcfdc6a8e8b5ab1,0.22911538183689117,0.2631746232509613,0.22906987369060516,0.2631447911262512,0.18835851550102234,0.1489991396665573,0.8636027574539185,0.4885643422603607,4.548899960354902e-05,7.948410348035395e-05,-274.6311950683594,94.63121032714844,0.7458097338676453,0.23869511485099792,0.058041058480739594,0.6166064739227295,0.19614920020103455,0.1446983814239502,-0.8399100303649902,-0.20090007781982422,-4.548733704723418e-05,3.8884536479599774e-07,5.575779505306855e-05,-5.6646189477760345e-05,-0.1516491174697876,0.46443262696266174,0.02018335834145546,-0.2400701642036438,-0.7790398001670837,0.09850600361824036,0.4820113697480807,0.511078704746951,0.004170994804781299,0.00273893070018685,0.9982177676923969,6.259885493359753e-06,8.17279619563117e-09,0.9999095000387159,0.4005224392909003,0.5839373725142843,0.014312781958787338,0.0012274062360279154,9.905505278426046e-06,0.9765005386544152,0.9999967153031578,1.081745355884765e-08,1,1,85.8,2.6,83.1390401676613,0.060959832338696174,0.310625,0.33732376620173454,0.17042379081249237,-0.22885249676803748,False
A_P208_H200_s11_g80_o7,A,208.0,200.0,11,120,80,7,9,coarse,20.8,83.2,783.9337379932404,86f71296122213345853a7c2ac96796f4e9f05834b4d9ba1c848e41629129e21,0.15074531733989716,0.1509345918893814,0.15098708868026733,0.15069818496704102,0.4265073239803314,0.133818581700325,0.2177746742963791,0.7456134557723999,2.9491879104170948e-05,0.00031212385511025786,269.982421875,89.98242950439453,0.04742590710520744,0.5559394359588623,0.916318416595459,0.2033744752407074,0.03625565767288208,0.2406860888004303,-0.06852162629365921,0.20671379566192627,2.840304841811303e-05,7.93963590695057e-06,0.00010529872088227421,-0.0002938256075140089,-0.7076714038848877,-0.23482033610343933,-0.869383692741394,0.4006121754646301,0.13868282735347748,-0.4291171729564667,0.5893277186950653,0.3586672656342792,0.05040700769549657,0.0015980079751590599,0.9927570828735071,3.507141070442982e-05,2.555354860308694e-07,0.9999928926280988,0.4131845179853689,0.57910299039653,0.0011411062373414922,0.00657138538075962,7.936817887271002e-06,0.9980372368279561,0.9999119316682293,1.8908812664475182e-08,1,1,65.0,2.6,83.1390401676613,0.060959832338696174,0.23625,0.5598464459180832,0.1384708732366562,-0.3546159174044927,False
A_P208_H230_s11_g80_o7,A,208.0,230.0,11,120,80,7,9,coarse,20.8,83.2,851.5917866230011,8206dfe18c2b84c23ef928b686dba1459e26d5c25f932f9dd98ed3e6c9019a5a,0.07865413278341293,0.1293361335992813,0.07849514484405518,0.1297404170036316,0.4848117232322693,0.16919581592082977,0.19722141325473785,0.6142711639404297,1.3604233572550584e-05,0.0006924510234966874,294.877197265625,114.87718200683594,0.03889676555991173,0.3773290514945984,0.9393706917762756,0.37008506059646606,0.021732568740844727,0.25258588790893555,-0.1316714882850647,0.1468295156955719,-6.759997631888837e-06,1.1805829672084656e-05,0.00036102792364545166,0.0005908868624828756,-0.587407112121582,-0.17967180907726288,-0.9375838041305542,0.24557368457317352,0.18544161319732666,-0.579393208026886,0.5878023287851691,0.3287855700758399,0.08057057220965881,0.002841528929332024,0.994979268876418,4.1141894417803436e-05,2.374591287138656e-05,0.9999680926541581,0.3550836715934696,0.6332279057821409,0.0018031913786201049,0.009885231245769332,1.6115492377917464e-05,0.9981091338315973,0.9999366923797718,7.075242943128575e-07,1,1,59.800000000000004,2.6,82.1575316084898,1.042468391510198,0.19625,0.6547278761863708,0.13715922832489014,-0.5048398421208063,False
A_P208_H260_s11_g80_o7,A,208.0,260.0,11,120,80,7,9,coarse,20.8,83.2,973.2552988529205,5c07ccc4a11d57388b1e3d480a9f2e6ab98dc0e196cb0f96ce32e1bff4f8489d,0.00029105314752086997,0.10817413777112961,0.0002921732375398278,0.10818382352590561,0.007808643858879805,0.6547290086746216,0.32020312547683716,0.3382471799850464,3.707996438606642e-05,9.110707651416305e-06,5.050050735473633,174.949951171875,0.10253003984689713,0.11441115289926529,0.6677097678184509,0.6571139097213745,0.22976016998291016,0.2284749150276184,-0.2956215441226959,-0.12303636968135834,-3.2199357519857585e-05,-1.838817843236029e-05,-6.115671567386016e-06,6.753039997420274e-06,-0.32250887155532837,-0.10197638720273972,-0.6075567007064819,0.5464289784431458,-0.4716663956642151,0.6592758893966675,0.09658148470451998,0.5161213157455532,0.3393980897091505,0.047899109840776256,0.9528895673118933,0.00010748931192879666,4.1049804409043464e-06,0.9999599461572741,0.03746339916789254,0.6723116613469119,0.22224101894582762,0.06798392053936811,0.00031464351311087115,0.7767384599793253,0.9999883101729866,3.029785712355122e-06,1,1,137.8,2.6,82.32192903473535,0.878070965264655,0.45625,0.6624118387699127,0.22911754250526428,-0.6765851870761252,False
A_P226_H110_s11_g80_o7,A,226.0,110.0,11,120,80,7,9,coarse,22.6,90.4,726.9504308700562,cdeac43ed3de132c6e17cf60aa1af7eca9d7006419a71b8da1c366b6c0be5abd,0.0033064703457057476,0.486598938703537,0.0032957266084849834,0.4865764081478119,0.0036593687254935503,0.2843702733516693,0.7306069135665894,0.6678256392478943,0.00015595673175994307,0.00011544342851266265,7.900684833526611,172.0993194580078,0.5337864756584167,0.4459911286830902,0.23897425830364227,0.33696845173835754,0.22723926603794098,0.21704038977622986,-0.5285972952842712,0.5043524503707886,0.0001521703670732677,-3.415670289541595e-05,0.00011422905663494021,-1.6700545529602095e-05,-0.4152190685272217,0.5230527520179749,-0.4775727689266205,-0.10439590364694595,-0.5791962742805481,-0.03873012587428093,0.5209645499087076,0.477053622330662,0.0019559445354152844,2.588322521520529e-05,0.9979819168988737,1.1369609753691736e-05,9.846347507259632e-08,0.9998842135463568,0.4759325833093731,0.523171996313294,0.0006733119078046092,0.00022210846952821283,2.413658559557624e-05,0.9957688156083944,0.9999390683347272,1.270233702749706e-07,1,3,87.575,2.825,90.24537557404258,0.15462442595742232,0.449375,0.2879713550209999,0.22213982790708542,-0.6708108756132424,False
A_P226_H140_s11_g80_o7,A,226.0,140.0,11,120,80,7,9,coarse,22.6,90.4,731.2970683574677,25a495f739a1b61874181618078e251a19705ccfd44018879e4dd6a6cc141654,0.22978374361991882,0.18300697207450867,0.22976736724376678,0.18305879831314087,0.22370947897434235,0.21118290722370148,0.29029756784439087,0.8610134720802307,5.061026968178339e-05,3.907421705662273e-05,-100.7782211303711,79.22177124023438,0.08427267521619797,0.7413442134857178,0.8199546337127686,0.04984722286462784,0.09577268362045288,0.20880857110023499,0.11873343586921692,0.26490575075149536,-4.5940018026158214e-05,-2.1234736777842045e-05,-1.9567160052247345e-05,3.382189606782049e-05,-0.8376976847648621,0.19901444017887115,-0.5741251111030579,0.7002392411231995,-0.16357582807540894,-0.1519545018672943,0.4988832599626549,0.4884290094938264,0.01240097579180707,0.00028675475171144,0.9756306921511361,1.1566619962190494e-05,7.025882044302002e-08,0.9999985356765866,0.4861221886587368,0.5126531994998393,0.0010303583539344246,0.00019425348748955133,9.99608763314303e-06,0.998088352943629,0.9999098675210399,1.4780329797325305e-08,1,1,81.92500000000001,2.825,90.33376479755508,0.06623520244492909,0.273125,0.4349009282886982,0.15229062736034393,-0.21120649196207522,False
