tag,method,P,H,seed,iters,n_grid,order_opt,order_final,stage,padding_nm,design_radius_nm,runtime_s,sha256_rho,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im,f_ED_x,f_MD_x,f_EQ_x,f_MQ_x,px_in_ED_x,py_in_ED_x,mx_in_MD_x,my_in_MD_x,f_ED_y,f_MD_y,f_EQ_y,f_MQ_y,px_in_ED_y,py_in_ED_y,mx_in_MD_y,my_in_MD_y,n_components,n_air_components,min_si_linewidth_nm,min_air_gap_nm,radial_extent_nm,edge_clearance_nm,fill,T_tot_mean,A_mean,score,fab_ok
B_P244_H170_s11_g80_o7,B,244.0,170.0,11,150,80,7,9,coarse,24.400000000000002,97.6,221.55403900146484,73ee09405f9c90d4dcff8484977a0c87478ef77ff29eebbf4cf2fc18a88187dd,0.38809990882873535,0.20373453199863434,0.3881019949913025,0.20379167795181274,0.09223642200231552,0.10321749001741409,0.8882666826248169,0.6282598972320557,2.3215474357130006e-05,5.6138349464163184e-05,-250.71192932128906,70.71194458007812,0.7890176773071289,0.394710510969162,0.0004474211309570819,0.3905075788497925,0.21053490042686462,0.21478188037872314,-0.6300007700920105,-0.6261922717094421,2.2431328034144826e-05,-5.982788934488781e-06,-9.299914381699637e-06,5.536267417483032e-05,-0.27085113525390625,0.566877543926239,-0.017315644770860672,0.012148083187639713,-0.6246479749679565,0.01795756258070469,0.6016264764882128,0.356071908974028,0.03809501096663254,0.004206603571126666,0.9993104211095416,2.098813227295218e-06,1.731087115460254e-07,0.9997556793760529,0.2938446160212949,0.6950197031406953,0.00980528614994407,0.001330394688065756,1.0730092835733242e-05,0.9304333175837988,0.999991696485872,4.2722070031210934e-08,1,1,88.44999999999999,51.849999999999994,97.52848942744886,0.07151057255113358,0.276875,0.19547749999037478,0.21265839040279388,0.07064065186743393,True
B_P244_H200_s11_g80_o7,B,244.0,200.0,11,150,80,7,9,coarse,24.400000000000002,97.6,229.5006070137024,2b1d93e65ccdb1daa52440aa4cffa259e6f603f18b1d22e87451955dd5aa0dc1,0.3857904076576233,0.1255490928888321,0.38570910692214966,0.12554405629634857,0.14797982573509216,0.03732465207576752,0.767399787902832,0.6585516333580017,1.7851722077466547e-05,6.016006591380574e-05,-239.0109405517578,59.010963439941406,0.5889024138450623,0.43369024991989136,0.04023750126361847,0.3304034173488617,0.37086009979248047,0.23590633273124695,-0.03387556970119476,-0.7666517496109009,5.741712811868638e-07,1.784248524927534e-05,4.5035216317046434e-05,3.9888131141196936e-05,-0.5490357279777527,0.3636619746685028,0.1890793740749359,0.06698126345872879,-0.46617528796195984,-0.33627963066101074,0.45310089818120525,0.42026539447137756,0.10471721152626219,0.021916495821154867,0.9992426509222158,2.5428288809295384e-06,1.6428661454638228e-07,0.9998342821362385,0.2803217642896832,0.7072058896776748,0.006529305984891573,0.005943040047750508,2.555590397215435e-05,0.9383481807383198,0.9999811763097739,8.286286558858569e-08,1,2,88.44999999999999,3.05,97.52848942744886,0.07151057255113358,0.275,0.18532045930624008,0.3033832162618637,0.13200402582685153,False
B_P244_H230_s11_g80_o7,B,244.0,230.0,11,150,80,7,9,coarse,24.400000000000002,97.6,234.3622646331787,a096e041848d61fb7976a7808b3a932372f9deeb1fec2dde3790d53c59e75a9c,0.16787448525428772,0.07506309449672699,0.16767799854278564,0.07513251155614853,0.12879124283790588,0.2216532677412033,0.13844308257102966,0.6830677390098572,0.0002445516875013709,0.00020999531261622906,-168.53305053710938,11.466949462890625,0.019166531041264534,0.4665815830230713,0.6868319511413574,0.014160184189677238,0.2940015196800232,0.5192582607269287,-0.13065490126609802,-0.045779719948768616,-0.00022739192354492843,-8.999132842291147e-05,-5.647492071148008e-05,-0.00020225878688506782,0.6766784191131592,0.09320861101150513,0.01596018671989441,0.8285995125770569,-0.038523945957422256,0.11258786916732788,0.026786077752524885,0.765989590151312,0.13974766555728937,0.06747666653887378,0.7147173963279089,0.00026660211225650466,3.072461795455832e-06,0.9999550090701848,0.187612146422621,0.33582630644638384,0.4322310265466673,0.04433052058432785,2.3391434868785135e-06,0.9998176315392322,0.9997826846741754,4.935466290121578e-06,1,1,100.64999999999999,3.05,97.52848942744886,0.07151057255113358,0.3875,0.35049606766551733,0.40662989020347595,-0.06401667826498549,False
B_P244_H260_s11_g80_o7,B,244.0,260.0,11,150,80,7,9,coarse,24.400000000000002,97.6,245.9027614593506,8c0dab9aecee180b350ea1ef9ffba7b5156a19f4b920539c2bdd3b813c6b7c53,0.19147877395153046,0.08234529197216034,0.1914854496717453,0.08231595903635025,0.25793200731277466,0.09971030056476593,0.23966571688652039,0.7001327872276306,2.1004245354561135e-05,3.426472903811373e-05,-229.421142578125,49.42115783691406,0.0574396550655365,0.4901859164237976,0.6717758178710938,0.043606702238321304,0.27078449726104736,0.4662073850631714,-0.23671744763851166,-0.03747677803039551,1.362026250717463e-05,-1.5989582607289776e-05,-3.3768163120839745e-05,5.812293238705024e-06,0.36667805910110474,0.5964336395263672,-0.2043110430240631,0.7937460541725159,0.12516705691814423,-0.16715236008167267,0.017750178884912725,0.7534518898805257,0.1595050261693946,0.06929290506516703,0.44813110151085733,0.0005513711118910602,3.6742193740216693e-06,0.9999865285004548,0.13014670481156093,0.19468570048034897,0.6204475556759325,0.054720039032157775,2.1833631114230665e-06,0.9987080182834235,0.9997506467099718,1.4814877269812032e-05,1,1,94.55,3.05,97.43306035427605,0.16693964572394293,0.356875,0.3576912600547075,0.3684959411621094,-0.11090809845676025,False
B_P262_H110_s11_g80_o7,B,262.0,110.0,11,150,80,7,9,coarse,26.200000000000003,104.8,212.1017460823059,6475d9b190650b47ef76f175c6d11da8df1039e74f87befba7f9c811dd66f71e,0.030823489651083946,0.6380237936973572,0.030832704156637192,0.6380478143692017,0.04057716950774193,0.024965960532426834,0.8896631598472595,0.7390719652175903,2.305476118635852e-05,2.974059862026479e-05,-337.439453125,157.439453125,0.7915005087852478,0.5462273955345154,0.0019255621591582894,0.1291678547859192,0.20657393336296082,0.32460474967956543,-0.8834856152534485,-0.10466015338897705,-1.818443342926912e-05,1.4172099326970056e-05,1.1477135558379814e-05,2.743681034189649e-05,-0.7111321687698364,0.20129194855690002,-0.02313532866537571,-0.03728697821497917,0.23103448748588562,0.2753015160560608,0.6636148937675748,0.3237528790292547,0.011679343128520096,0.0009528840746505066,0.9993859566507702,1.8753314390252844e-06,6.2846732325091135e-09,0.9982078977807538,0.2525699225765431,0.6940661394499786,0.014525122465381578,0.03883881550809655,1.770496644490437e-05,0.992001397150801,0.9970578767549596,5.485297240360442e-08,1,1,167.025,3.275,104.72321405734263,0.07678594265736649,0.461875,0.06554670847253874,0.2655893415212631,-0.5833608499755307,False
B_P262_H140_s11_g80_o7,B,262.0,140.0,11,150,80,7,9,coarse,26.200000000000003,104.8,211.9552583694458,b3f9bcd313e065227792b6621d3108cfad70d902cf917d218e615e3b473229d5,0.05900667980313301,0.6084533333778381,0.059009552001953125,0.6084398627281189,0.04376499354839325,0.10285791009664536,0.7318255305290222,0.8940587043762207,1.639933543629013e-05,2.352440969843883e-05,-32.887184143066406,147.11282348632812,0.5355685949325562,0.7993409633636475,0.2725098431110382,0.02074449323117733,0.19192156195640564,0.17991454899311066,-0.7165011763572693,-0.1489788293838501,-1.5884636013652198e-05,4.076339791936334e-06,1.886255995486863e-05,1.4057086445973255e-05,-0.6362305879592896,-0.6281334161758423,-0.006871516350656748,0.5219795107841492,-0.09050874412059784,0.11203865706920624,0.3702669501558528,0.551122228348013,0.03395518747760044,0.04465563401853367,0.9899394415833355,1.7845231624508144e-05,2.9677148795435205e-07,0.9977126851946952,0.724045460127555,0.22638709642308108,0.049172198987880354,0.00039524446148361857,2.596658032700382e-06,0.9997357442320343,0.9979381160798744,1.531686336960566e-07,1,1,147.375,3.275,104.72321405734263,0.07678594265736649,0.41375,0.14662716817110777,0.18591805547475815,-0.5637216101152202,False
B_P262_H170_s11_g80_o7,B,262.0,170.0,11,150,80,7,9,coarse,26.200000000000003,104.8,213.84212613105774,b8a2014e291c9a1466f68abbe49ba1cf030da635488ec563e6c51ae268042d31,0.17655599117279053,0.4138527512550354,0.17656660079956055,0.4139266014099121,0.023712195456027985,0.05018995702266693,0.7357217669487,0.7997596859931946,2.0784542357432656e-05,3.978525273851119e-05,-66.21253967285156,113.78746795654297,0.5412865281105042,0.639615535736084,0.13832922279834747,0.009458267129957676,0.32038426399230957,0.3509261906147003,-0.6294065117835999,-0.380964457988739,2.061893064819742e-05,2.618564394651912e-06,-3.4561584470793605e-05,1.970693119801581e-05,0.10297846794128418,-0.7931021451950073,-0.0795622169971466,0.36331677436828613,0.04945208877325058,0.08374220132827759,0.34441249121012046,0.5180339770714149,0.04647723673520097,0.09107629498326364,0.9759640721594676,2.1000132552106626e-05,1.2961701688885964e-06,0.9966999091673726,0.5803143824276475,0.2410025537219047,0.16453282608526643,0.014150237765181244,1.2156226633350006e-07,0.9998882021726935,0.9986171707190254,5.734250055059989e-07,1,1,127.725,3.275,104.72321405734263,0.07678594265736649,0.365,0.07389374496415257,0.33565522730350494,-0.25696303686437505,False
B_P262_H200_s11_g80_o7,B,262.0,200.0,11,150,80,7,9,coarse,26.200000000000003,104.8,226.5792737007141,3df2cfe7fb91b52b34e32eac97d821caf212a166927e6498e044a2d624cebaa3,0.24745699763298035,0.07820649445056915,0.24742095172405243,0.07822752743959427,0.029628122225403786,0.12381337583065033,0.5766943097114563,0.5645667910575867,9.393853542860597e-05,5.2457497076829895e-05,121.31558227539062,58.684425354003906,0.33257633447647095,0.31873565912246704,0.18086877465248108,0.12602458894252777,0.486554890871048,0.555239737033844,0.5753963589668274,0.038669705390930176,-2.1750614905613475e-05,9.138577297562733e-05,2.6075775167555548e-05,-4.551750316750258e-05,-0.26043254137039185,-0.5009097456932068,-0.07762826979160309,0.41814181208610535,0.2324741929769516,0.26829153299331665,0.19278709713203515,0.3008904178184677,0.4509248393338022,0.055397645715694985,0.9997683702775709,1.3450000940342407e-05,5.670448626993537e-07,0.9996824100628771,0.22523943661039794,0.6022869557073891,0.04032825332030641,0.13214535436190658,7.220067824773318e-06,0.9468164742449282,0.9952998512987836,1.6047216640347037e-06,1,1,121.175,3.275,104.72321405734263,0.07678594265736649,0.336875,0.15344668179750443,0.520897313952446,0.033823033918937054,False
B_P262_H230_s11_g80_o7,B,262.0,230.0,11,150,80,7,9,coarse,26.200000000000003,104.8,234.35379791259766,0c6dc57de7a79944cab114e065381b2ed1b05f39345f326980d42b6ccf17f3c0,0.17711740732192993,0.09561913460493088,0.1769358217716217,0.09561829268932343,0.15169991552829742,0.16978856921195984,0.729965090751648,0.11154208332300186,0.00010853079584194347,0.00014205033949110657,181.0604248046875,1.06041419506073,0.5328490138053894,0.012441648170351982,0.018752247095108032,0.624206006526947,0.44839873909950256,0.36335235834121704,0.22511142492294312,0.6943874359130859,-0.00010689249029383063,1.8786398868542165e-05,-0.0001315373374382034,-5.3630479669664055e-05,-0.03635585308074951,-0.10545088350772858,-0.13021567463874817,0.0423801951110363,0.11536072194576263,0.7815995812416077,0.07986923475491466,0.1519223661274509,0.7104139615955573,0.05779443752207723,0.9943769448484909,4.3531985144885055e-05,7.862991181622673e-06,0.9997222616987496,0.055527853086423155,0.7446107954784755,0.11576892464355945,0.08409242679154189,8.053965800437447e-05,0.7462004130510138,0.9988650163089572,4.969531993687096e-06,1,1,114.625,3.275,104.72321405734263,0.07678594265736649,0.335625,0.3214791268110275,0.4058755487203598,-0.03319908037781715,False
B_P262_H260_s11_g80_o7,B,262.0,260.0,11,150,80,7,9,coarse,26.200000000000003,104.8,235.85787963867188,83a1fd9f23c130486623bfe0e8232e89f27a8aac1d9246c53a2260b5557f2304,6.364271393977106e-05,0.08608745038509369,6.454644608311355e-05,0.08609441667795181,9.075096750166267e-05,0.6750565767288208,0.29286736249923706,0.29417476058006287,5.235933349467814e-05,4.1998464439529926e-05,-3.115440607070923,176.88455200195312,0.08577129244804382,0.08653879165649414,0.6795480251312256,0.6706377267837524,0.2346806526184082,0.24282348155975342,-0.2599055767059326,0.1349828690290451,5.2187791879987344e-05,4.2348692659288645e-06,3.1954717996995896e-05,2.725375452428125e-05,-0.26804879307746887,0.1211966946721077,-0.8069764971733093,-0.1683357208967209,-0.7977454662322998,-0.1850402057170868,0.3481864140264185,0.029689801553653253,0.6058730247549879,0.016250759664940325,0.999358409670597,0.00012790562233364687,0.0001866943888945557,0.9951311567317485,0.36060644878769516,0.06837070755885032,0.5577068513096674,0.013315992343787116,0.00012450394222164078,0.9998066350580038,0.996801616816135,6.273125608439344e-05,1,1,199.775,3.275,104.72321405734263,0.07678594265736649,0.4975,0.675092875957489,0.2387520670890808,-0.6753341071272734,False
