tag,theta,phi,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im
A_P271_H200_s11_g96_o9,15,45,0.2825278341770172,0.16396154463291168,0.1427445411682129,0.21296562254428864,0.03715340420603752,0.025920869782567024,0.40573957562446594,0.7895181775093079,0.0841677337884903,0.08456864207983017,-266.5144348144531,86.51443481445312,0.17177645862102509,0.6304231286048889,0.15739566087722778,0.07011564821004868,0.6708278656005859,0.2994612157344818,-0.05902476608753204,-0.40142330527305603,0.07463154196739197,0.038914524018764496,0.020101241767406464,0.08214496821165085,-0.7726914286613464,0.1621323823928833,0.36103227734565735,-0.13724751770496368,-0.18227191269397736,-0.17778056859970093
A_P271_H200_s11_g96_o9,15,90,0.48127883672714233,0.10156312584877014,0.4812566637992859,0.10165276378393173,0.009974970482289791,0.008943761698901653,0.746097207069397,0.7804424166679382,3.261708843638189e-05,0.00017319872858934104,-229.3062286376953,49.30624008178711,0.5566611289978027,0.6090903878211975,0.004631412215530872,0.03320983424782753,0.43870747089385986,0.35769978165626526,0.4336192011833191,-0.6071535348892212,-2.9266147976159118e-05,1.4400245163415093e-05,-0.00014172423107083887,9.955923451343551e-05,-0.7772796750068665,0.07019048929214478,-0.023732390254735947,0.06378224492073059,-0.16503629088401794,-0.07728427648544312
A_P271_H200_s11_g96_o9,20,0,0.09349346160888672,0.23965351283550262,0.09362982958555222,0.23957236111164093,0.13951531052589417,0.11803601682186127,0.225375697016716,0.7845731377601624,9.731369937071577e-05,0.00017035796190612018,-325.68707275390625,145.68710327148438,0.05079423636198044,0.6155549883842468,0.40526947379112244,0.11004207283258438,0.5439362525939941,0.2744029462337494,-0.21706610918045044,-0.06063419580459595,-7.367906073341146e-05,-6.357162783388048e-05,2.730628511926625e-05,-0.0001681552967056632,-0.7431293725967407,0.25162214040756226,0.49804529547691345,-0.39651021361351013,-0.23196202516555786,-0.23714064061641693
A_P271_H200_s11_g96_o9,20,45,0.2436874508857727,0.18975070118904114,0.0628349632024765,0.25458669662475586,0.04059198871254921,0.03608405590057373,0.30825600028038025,0.78719562292099,0.14285631477832794,0.12551206350326538,-289.6090393066406,109.60905456542969,0.11077503859996796,0.6400848627090454,0.26991426944732666,0.06136968731880188,0.6193106770515442,0.2985454499721527,-0.15828755497932434,-0.26451241970062256,0.13035130500793457,0.05845052748918533,0.04328523203730583,0.11781200021505356,-0.7719683647155762,0.15408360958099365,0.4470687508583069,-0.2308698445558548,-0.17523978650569916,-0.12234820425510406
A_P271_H200_s11_g96_o9,20,90,0.40096479654312134,0.13207180798053741,0.40086832642555237,0.1319739669561386,0.012591896578669548,0.0164981409907341,0.733285129070282,0.7267543077468872,2.637126272020396e-05,0.00012818783579859883,120.30271911621094,59.697288513183594,0.5377070903778076,0.5281718373298645,0.012552519328892231,0.045474011451005936,0.44974038004875183,0.42635414004325867,0.40733641386032104,-0.6097410321235657,-1.776041062839795e-05,1.9493878426146694e-05,0.00012774337665177882,1.0665347872418351e-05,-0.7254431843757629,-0.043634504079818726,0.03086848556995392,0.10769911110401154,-0.1925143003463745,0.09171833097934723
A_P271_H200_s11_g96_o9,25,0,0.0823688805103302,0.2508251965045929,0.08223965764045715,0.2508668005466461,0.15713924169540405,0.13223280012607574,0.2140299677848816,0.7877129912376404,0.00011872847971972078,0.00013292506628204137,1.428889274597168,178.5711212158203,0.04580884426832199,0.6204917430877686,0.46685317158699036,0.11162490397691727,0.48733797669410706,0.2678833603858948,-0.20188839733600616,0.07106265425682068,0.00010314104292774573,5.880797471036203e-05,5.208384391153231e-05,0.00012229614367242903,-0.7362745404243469,0.2799849808216095,0.5089664459228516,-0.4558577835559845,-0.24870233237743378,-0.22309651970863342
A_P271_H200_s11_g96_o9,25,45,0.24242761731147766,0.20085608959197998,0.027667606249451637,0.26845240592956543,0.046198390424251556,0.04067481681704521,0.2476537823677063,0.7759767174720764,0.2186272293329239,0.16773055493831635,-311.1038513183594,131.1038818359375,0.08946593850851059,0.6499377489089966,0.3509422838687897,0.07098372280597687,0.5595917701721191,0.27907854318618774,-0.19506366550922394,-0.15258623659610748,0.2023250162601471,0.08283992111682892,0.06965707242488861,0.1525825411081314,-0.7620735764503479,0.14623181521892548,0.48863551020622253,-0.2926296293735504,-0.16870997846126556,-0.06144129857420921
A_P271_H200_s11_g96_o9,25,90,0.25513848662376404,0.14955484867095947,0.2552986741065979,0.1496644765138626,0.050318147987127304,0.06487297266721725,0.6985312104225159,0.567195475101471,6.674471660517156e-05,0.00023187175975181162,105.45919799804688,74.54080963134766,0.48794591426849365,0.3217107057571411,0.0453832671046257,0.18507994711399078,0.46667081117630005,0.4932093620300293,0.37836119532585144,-0.5871870517730713,-6.538139132317156e-05,1.3421273251879029e-05,-0.00022513601288665086,-5.548232002183795e-05,-0.541426956653595,-0.1690194308757782,0.11412325501441956,0.1798863261938095,-0.32185304164886475,0.2854655385017395
A_P271_H200_s11_g96_o9,30,0,0.086204893887043,0.26067933440208435,0.08626946061849594,0.2611221373081207,0.16729092597961426,0.1311093121767044,0.25436902046203613,0.7934558391571045,0.0002587131748441607,0.00020002802193630487,-30.071956634521484,149.92803955078125,0.06470363587141037,0.6295722126960754,0.4883190393447876,0.10819563269615173,0.44697731733322144,0.2622321546077728,-0.15642297267913818,0.20058774948120117,-5.8670997532317415e-05,-0.00025197266950272024,0.00015683121455367655,0.0001241578720510006,-0.7357826232910156,0.29697829484939575,0.5102662444114685,-0.4774383008480072,-0.25975051522254944,-0.20180509984493256
A_P271_H200_s11_g96_o9,30,45,0.27116459608078003,0.20203593373298645,0.02429564855992794,0.2557046413421631,0.058587152510881424,0.04695659875869751,0.20211537182331085,0.7517143487930298,0.3190312087535858,0.2132951319217682,-330.738525390625,150.73854064941406,0.08634543418884277,0.6668553352355957,0.3978314995765686,0.1094825267791748,0.5158230662345886,0.2236621379852295,-0.19210979342460632,-0.06280486285686493,0.29862314462661743,0.11227253079414368,0.1016414687037468,0.18752020597457886,-0.7375054359436035,0.1454654335975647,0.5060219764709473,-0.32781943678855896,-0.1624404937028885,-0.005108019802719355
A_P271_H200_s11_g96_o9,30,90,0.101630799472332,0.11498101055622101,0.10198292136192322,0.11516144871711731,0.14793428778648376,0.14452889561653137,0.5988532304763794,0.2740999162197113,0.00017253671830985695,0.0004660151316784322,85.36493682861328,94.63507080078125,0.3586254119873047,0.07513079047203064,0.15192079544067383,0.4334826171398163,0.4894537925720215,0.4913865625858307,0.33357250690460205,-0.49734753370285034,-0.00015873347001615912,-6.762105476809666e-05,-0.0003975763393100351,-0.00024311139713972807,-0.21455764770507812,-0.1705748438835144,0.22579321265220642,0.31770649552345276,-0.5412847399711609,0.37482452392578125
A_P271_H200_s11_g96_o9,35,0,0.10274146497249603,0.2823266386985779,0.1027565598487854,0.2824515700340271,0.1735220104455948,0.1090855523943901,0.3741450905799866,0.7939091324806213,4.933666787110269e-05,0.00010455513256601989,-52.78749465942383,127.2125244140625,0.13998456299304962,0.6302917003631592,0.45602238178253174,0.10925507545471191,0.40399307012557983,0.2604532241821289,-0.09650538861751556,0.3614847958087921,1.3055523595539853e-05,-4.75779379485175e-05,9.868687629932538e-05,3.4535150916781276e-05,-0.7347168922424316,0.30080366134643555,0.5079394578933716,-0.4449942708015442,-0.2803623378276825,-0.17507724463939667
A_P271_H200_s11_g96_o9,35,45,0.34125569462776184,0.2008565366268158,0.057518694549798965,0.217859148979187,0.07807254791259766,0.06256371736526489,0.15207432210445404,0.7130579948425293,0.46359074115753174,0.2664496600627899,8.45602035522461,171.5439910888672,0.0941220223903656,0.7233680486679077,0.4119533896446228,0.1819351315498352,0.4939245581626892,0.09469681978225708,-0.1516149789094925,0.01181095838546753,0.441537082195282,0.1412847638130188,0.14983925223350525,0.22032615542411804,-0.6950322985649109,0.15931661427021027,0.5019980669021606,-0.3524622321128845,-0.1545785367488861,0.030630677938461304
A_P271_H200_s11_g96_o9,35,90,0.014625249430537224,0.03494289889931679,0.014524550177156925,0.03501070290803909,0.24370072782039642,0.2611406445503235,0.2831587493419647,0.13756594061851501,0.000184980861376971,0.0003469869843684137,-58.41535186767578,121.58464813232422,0.08017899841070175,0.018924420699477196,0.4347773492336273,0.5755794048309326,0.4850436747074127,0.40549618005752563,0.14230218529701233,-0.24480392038822174,0.0001724019821267575,6.704829138470814e-05,0.0002482020063325763,-0.00024247831606771797,0.13752394914627075,-0.003398522734642029,0.249911367893219,0.6101813912391663,-0.691648542881012,0.31177181005477905
A_P271_H200_s11_g96_o9,40,0,0.16120736300945282,0.2568874955177307,0.16117337346076965,0.25669944286346436,0.09360138326883316,0.066210076212883,0.33773183822631836,0.8496498465538025,0.00016895013686735183,9.167085954686627e-05,-70.53899383544922,109.46101379394531,0.11406280100345612,0.7219048738479614,0.23859305679798126,0.08095317333936691,0.647344172000885,0.19714194536209106,-0.013705551624298096,0.3374536335468292,0.0001617404486751184,4.882802386418916e-05,-9.165932715404779e-05,1.4541633390763309e-06,-0.811935544013977,0.2503308653831482,0.3245307505130768,-0.36506548523902893,-0.24568429589271545,-0.14350053668022156
A_P271_H200_s11_g96_o9,40,45,0.5383785367012024,0.2025349885225296,0.18002177774906158,0.15367932617664337,0.09612549841403961,0.08570682257413864,0.07047462463378906,0.6490731239318848,0.7231244444847107,0.35417959094047546,-43.10854721069336,136.89144897460938,0.1304098516702652,0.9442049264907837,0.3759075701236725,0.2721136808395386,0.4936825931072235,-0.21631860733032227,-0.03454595059156418,0.061426788568496704,0.7086559534072876,0.14392942190170288,0.25215357542037964,0.24872025847434998,-0.6189011335372925,0.19559480249881744,0.45048585534095764,-0.38402679562568665,-0.13675957918167114,0.023539546877145767
A_P271_H200_s11_g96_o9,40,90,0.2151096761226654,0.00045165474875830114,0.21510644257068634,0.0004523631068877876,0.11236586421728134,0.20821906626224518,0.4627618193626404,0.4658021628856659,7.496729085687548e-05,9.297210635850206e-05,-174.76419067382812,5.235821723937988,0.21414852142333984,0.21697165071964264,0.2772936224937439,0.36381596326828003,0.5085578560829163,0.4192124009132385,-0.3591824173927307,-0.29178160429000854,-4.782438918482512e-05,-5.7731471315491945e-05,-8.249123493442312e-05,-4.288365744287148e-05,0.3868352174758911,0.2594805657863617,0.06722161918878555,0.5222785472869873,-0.5470854043960571,0.2539951801300049
A_P271_H200_s11_g96_o9,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,45,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,45,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,50,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,50,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,55,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,55,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,60,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H200_s11_g96_o9,60,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_P271_H185_s11_g96_o9,0,0,0.5261270999908447,0.08063100278377533,0.5261451005935669,0.08053070306777954,0.03883446753025055,0.041573137044906616,0.8012561798095703,0.7559249401092529,1.6037998648243956e-05,0.00016535751638002694,-222.64065551757812,42.640663146972656,0.6420114636421204,0.5714225172996521,0.003879089141264558,0.156943216919899,0.35410943627357483,0.2716342806816101,0.15574276447296143,-0.7859743237495422,-3.1377649065689184e-06,1.5728059224784374e-05,7.14661437086761e-05,-0.00014911640028003603,-0.6103811860084534,0.4459341764450073,-0.03125699982047081,0.05387081578373909,-0.36220768094062805,-0.16046439111232758
