direction,R_cross,R_co,R_cross_21,R_co_22,T_cross,T_co,abs_rx,abs_ry,abs_rxy,abs_ryx,dphi_r_deg,pb_phase_err_deg,R_total_x,R_total_y,T_total_x,T_total_y,A_x,A_y,rxx_re,rxx_im,rxy_re,rxy_im,ryx_re,ryx_im,ryy_re,ryy_im,txx_re,txx_im,tyy_re,tyy_im
backward,0.22930888831615448,0.4470801055431366,0.22914759814739227,0.4464361369609833,0.047784384340047836,0.05490758642554283,0.8925703167915344,0.7451784610748291,8.785721001913771e-05,0.00041406744276173413,-289.08990478515625,109.08990478515625,0.7966819405555725,0.555290937423706,0.0007831918192096055,0.20450201630592346,0.20253486931324005,0.24020704627037048,-0.796964704990387,-0.4019067883491516,-4.939114660373889e-06,8.771826833253726e-05,8.990050991997123e-05,-0.00040419024298898876,-0.5346937775611877,0.519031286239624,-0.007185103837400675,-0.027044644579291344,-0.42889586091041565,-0.14335393905639648
forward,0.33214274048805237,0.29461029171943665,0.33188048005104065,0.2938646078109741,0.04773867130279541,0.05494828522205353,0.8665804266929626,0.7081922292709351,0.00012287439312785864,0.0005874002235941589,-266.47113037109375,86.47116088867188,0.7509620189666748,0.5015362501144409,0.0007834139396436512,0.20451821386814117,0.24825456738471985,0.2939455509185791,-0.7539286613464355,-0.4272625148296356,6.988662789808586e-06,0.0001226754829986021,4.661463026423007e-05,-0.0005855477065779269,-0.31058454513549805,0.6364538073539734,-0.007184499874711037,-0.027045680209994316,-0.4289013743400574,-0.14339396357536316
