theta,phi,R_cross,R_co,T_tot,A
0.0,0.0,0.008369453251361847,0.4219614267349243,0.23186014592647552,0.33780884742736816
0.0,45.0,0.008369453251361847,0.4219614267349243,0.23186014592647552,0.33780884742736816
0.0,90.0,0.008369453251361847,0.4219614267349243,0.23186014592647552,0.33780884742736816
15.0,0.0,0.018884913995862007,0.433035671710968,0.20036274194717407,0.34771668910980225
15.0,45.0,0.010188201442360878,0.44029802083969116,0.20464035868644714,0.3448733389377594
15.0,90.0,0.004430154804140329,0.4458716809749603,0.207567036151886,0.3421310782432556
30.0,0.0,0.09327048808336258,0.4204332232475281,0.11202223598957062,0.3742740750312805
30.0,45.0,0.02113652229309082,0.4804452061653137,0.13334223628044128,0.3650760054588318
30.0,90.0,0.004899053834378719,0.4993520975112915,0.1419474482536316,0.3538013994693756
45.0,0.0,0.31496843695640564,0.2690613567829132,0.03957231342792511,0.37639784812927246
45.0,45.0,0.06829924881458282,0.4894424378871918,0.052989959716796875,0.38926833868026733
45.0,90.0,0.07443404197692871,0.4901370406150818,0.07745806872844696,0.3579707741737366
60.0,0.0,0.5595240592956543,0.09474034607410431,0.042658962309360504,0.3030765652656555
60.0,45.0,0.21959292888641357,0.38946792483329773,0.00930839590728283,0.38163065910339355
60.0,90.0,0.2998998761177063,0.31919002532958984,0.06639538705348969,0.314514696598053
75.0,0.0,0.7633098363876343,0.020399117842316628,0.03789065033197403,0.17840027809143066
75.0,45.0,0.5532153844833374,0.16774407029151917,0.004261734429746866,0.274778813123703
75.0,90.0,0.6366767883300781,0.10556697845458984,0.058264944702386856,0.1994912028312683
80.0,0.0,0.8366493582725525,0.009172393940389156,0.02855294570326805,0.1256251335144043
80.0,45.0,0.7037899494171143,0.08825506269931793,0.004112814553081989,0.20384204387664795
80.0,90.0,0.7600288391113281,0.05178177356719971,0.0450151190161705,0.1431741714477539
