wavelength_nm,S_ED,S_MD,T0,order_x,order_y,geometry
1320.5,11.07494068145752,13.618648529052734,0.24370664358139038,9,9,binary
1321.0,11.609295845031738,14.184991836547852,0.2526194155216217,9,9,binary
1321.5,12.185768127441406,14.803942680358887,0.2613891363143921,9,9,binary
1322.0,12.850123405456543,15.526307106018066,0.2706495225429535,9,9,binary
1322.5,13.590502738952637,16.338119506835938,0.28018617630004883,9,9,binary
1323.0,14.435257911682129,17.26950454711914,0.29009780287742615,9,9,binary
1323.5,15.40109920501709,18.340229034423828,0.3002885580062866,9,9,binary
1324.0,16.514413833618164,19.580705642700195,0.3109300136566162,9,9,binary
1324.5,17.699342727661133,20.903059005737305,0.3211851418018341,9,9,binary
1325.0,19.132047653198242,22.507415771484375,0.3324440121650696,9,9,binary
1325.5,20.738229751586914,24.30849266052246,0.3435700237751007,9,9,binary
1326.0,22.573820114135742,26.370935440063477,0.35466164350509644,9,9,binary
1326.5,24.60944366455078,28.660167694091797,0.3652878403663635,9,9,binary
1327.0,27.003997802734375,31.354583740234375,0.3759782612323761,9,9,binary
1327.5,29.6458797454834,34.327449798583984,0.38524386286735535,9,9,binary
1328.0,32.76490783691406,37.83850860595703,0.39358606934547424,9,9,binary
1328.5,36.07150650024414,41.56117630004883,0.3992692828178406,9,9,binary
1329.0,39.73103332519531,45.680084228515625,0.40173041820526123,9,9,binary
1329.5,43.70335388183594,50.14643096923828,0.4004725515842438,9,9,binary
1330.0,47.6859245300293,54.62088394165039,0.3934624195098877,9,9,binary
1330.5,51.42299270629883,58.8124885559082,0.3794335424900055,9,9,binary
1331.0,54.98598861694336,62.794307708740234,0.357450008392334,9,9,binary
1331.5,57.798187255859375,65.92667388916016,0.32855167984962463,9,9,binary
1332.0,59.70243835449219,68.02883911132812,0.29389679431915283,9,9,binary
1332.5,60.287872314453125,68.63377380371094,0.2531866729259491,9,9,binary
1333.0,59.705902099609375,67.9227066040039,0.2119249403476715,9,9,binary
1333.5,57.7659797668457,65.6745834350586,0.17002525925636292,9,9,binary
1334.0,55.02389144897461,62.52918243408203,0.13301312923431396,9,9,binary
1334.5,51.47358322143555,58.47635269165039,0.10078306496143341,9,9,binary
1335.0,47.57515335083008,54.03667068481445,0.07476851344108582,9,9,binary
1335.5,43.72412109375,49.65858459472656,0.05580246448516846,9,9,binary
1336.0,39.966609954833984,45.39400100708008,0.042289238423109055,9,9,binary
1336.5,36.24015808105469,41.16577911376953,0.03284831345081329,9,9,binary
1337.0,32.9102897644043,37.391990661621094,0.027808140963315964,9,9,binary
1337.5,29.8181209564209,33.88815689086914,0.025846200063824654,9,9,binary
1338.0,27.184724807739258,30.90729522705078,0.02629617415368557,9,9,binary
1338.5,24.697830200195312,28.092266082763672,0.02862710878252983,9,9,binary
1339.0,22.652585983276367,25.779008865356445,0.03204052895307541,9,9,binary
1339.5,20.753662109375,23.630573272705078,0.03649777173995972,9,9,binary
1340.0,19.089689254760742,21.7487850189209,0.041618410497903824,9,9,binary
1340.5,17.60297393798828,20.067909240722656,0.04720575734972954,9,9,binary
1341.0,16.291852951049805,18.585227966308594,0.05300392210483551,9,9,binary
1341.5,15.122811317443848,17.263446807861328,0.059046145528554916,9,9,binary
1342.0,14.10257625579834,16.109731674194336,0.0649816170334816,9,9,binary
1342.5,13.195874214172363,15.084982872009277,0.07096652686595917,9,9,binary
1343.0,12.36602783203125,14.146167755126953,0.07695373892784119,9,9,binary
1343.5,11.624550819396973,13.307528495788574,0.08282575756311417,9,9,binary
1344.0,10.941847801208496,12.535111427307129,0.0887499749660492,9,9,binary
1344.5,10.33837890625,11.852471351623535,0.09444966167211533,9,9,binary
